refined_capture_group_id,filepath,filename,class,split,date_token,image_number,prior_capture_sequence_id,group_size,supporting_categories,max_incident_phash,max_incident_mae,supporting_pair_ids,review_status
capture_review_fcd6fa4a1e9e,dataset/train/Healthy leaf/2025_11_21_IMG (34).JPG,2025_11_21_IMG (34).JPG,Healthy leaf,train,2025-11-21,34,sequence_0093,2,C,2,0.0205649379640817,pair_fcd6fa4a1e9eb8b38d9b,candidate capture sequence requiring human verification
capture_review_562a24a84be2,dataset/test/Healthy leaf/2025_11_21_IMG (79).JPG,2025_11_21_IMG (79).JPG,Healthy leaf,test,2025-11-21,79,sequence_0094,4,C,2,0.0077036744914948,pair_a0ad399b2eb0f18324e3,candidate capture sequence requiring human verification
capture_review_562a24a84be2,dataset/train/Healthy leaf/2025_11_21_IMG (76).JPG,2025_11_21_IMG (76).JPG,Healthy leaf,train,2025-11-21,76,sequence_0094,4,C,2,0.0116884326562285,pair_6cdddb8d0633c376ef1e,candidate capture sequence requiring human verification
capture_review_562a24a84be2,dataset/train/Healthy leaf/2025_11_21_IMG (77).JPG,2025_11_21_IMG (77).JPG,Healthy leaf,train,2025-11-21,77,sequence_0094,4,C,2,0.0116884326562285,pair_643e5506e62f1d90b503|pair_6cdddb8d0633c376ef1e,candidate capture sequence requiring human verification
capture_review_562a24a84be2,dataset/train/Healthy leaf/2025_11_21_IMG (78).JPG,2025_11_21_IMG (78).JPG,Healthy leaf,train,2025-11-21,78,sequence_0094,4,C,2,0.0099663631990551,pair_643e5506e62f1d90b503|pair_a0ad399b2eb0f18324e3,candidate capture sequence requiring human verification
capture_review_c8c00926705e,dataset/test/Healthy leaf/2025_11_21_IMG (80).JPG,2025_11_21_IMG (80).JPG,Healthy leaf,test,2025-11-21,80,sequence_0095,2,C,2,0.0079436646774411,pair_c8c00926705e98b6daa6,candidate capture sequence requiring human verification
capture_review_c8c00926705e,dataset/train/Healthy leaf/2025_11_21_IMG (81).JPG,2025_11_21_IMG (81).JPG,Healthy leaf,train,2025-11-21,81,sequence_0095,2,C,2,0.0079436646774411,pair_c8c00926705e98b6daa6,candidate capture sequence requiring human verification
capture_review_b88905196581,dataset/train/Algal leaf spot/2025_12_21_IMG (127).JPG,2025_12_21_IMG (127).JPG,Algal leaf spot,train,2025-12-21,127,sequence_0100,4,C,2,0.0123831955716013,pair_1f2ebbb46338d0d928c7,candidate capture sequence requiring human verification
capture_review_b88905196581,dataset/train/Algal leaf spot/2025_12_21_IMG (128).JPG,2025_12_21_IMG (128).JPG,Algal leaf spot,train,2025-12-21,128,sequence_0100,4,C,2,0.0123831955716013,pair_1f2ebbb46338d0d928c7|pair_9fbb957c7db39ec73040,candidate capture sequence requiring human verification
capture_review_b88905196581,dataset/train/Algal leaf spot/2025_12_21_IMG (129).JPG,2025_12_21_IMG (129).JPG,Algal leaf spot,train,2025-12-21,129,sequence_0100,4,C,0,0.0163079556077718,pair_112987d5eddcc6683f60|pair_9fbb957c7db39ec73040,candidate capture sequence requiring human verification
capture_review_b88905196581,dataset/val/Algal leaf spot/2025_12_21_IMG (130).JPG,2025_12_21_IMG (130).JPG,Algal leaf spot,val,2025-12-21,130,sequence_0100,4,C,0,0.0163079556077718,pair_112987d5eddcc6683f60,candidate capture sequence requiring human verification
capture_review_81ce1016de4d,dataset/train/Algal leaf spot/2025_12_21_IMG (13).JPG,2025_12_21_IMG (13).JPG,Algal leaf spot,train,2025-12-21,13,sequence_0101,2,C,0,0.01144939661026,pair_81ce1016de4d3106c9fa,candidate capture sequence requiring human verification
capture_review_81ce1016de4d,dataset/val/Algal leaf spot/2025_12_21_IMG (12).JPG,2025_12_21_IMG (12).JPG,Algal leaf spot,val,2025-12-21,12,sequence_0101,2,C,0,0.01144939661026,pair_81ce1016de4d3106c9fa,candidate capture sequence requiring human verification
capture_review_a7ef1387ffd6,dataset/train/Algal leaf spot/2025_12_21_IMG (137).JPG,2025_12_21_IMG (137).JPG,Algal leaf spot,train,2025-12-21,137,sequence_0102,3,C,4,0.009563292376697,pair_50c8cdd9dc39e84a3335|pair_c77cf4a79d10b274ad01,candidate capture sequence requiring human verification
capture_review_a7ef1387ffd6,dataset/val/Algal leaf spot/2025_12_21_IMG (136).JPG,2025_12_21_IMG (136).JPG,Algal leaf spot,val,2025-12-21,136,sequence_0102,3,C,4,0.009563292376697,pair_50c8cdd9dc39e84a3335,candidate capture sequence requiring human verification
capture_review_a7ef1387ffd6,dataset/val/Algal leaf spot/2025_12_21_IMG (138).JPG,2025_12_21_IMG (138).JPG,Algal leaf spot,val,2025-12-21,138,sequence_0102,3,C,4,0.0066067962907254,pair_c77cf4a79d10b274ad01,candidate capture sequence requiring human verification
capture_review_c84e1cbbc306,dataset/train/Algal leaf spot/2025_12_21_IMG (175).JPG,2025_12_21_IMG (175).JPG,Algal leaf spot,train,2025-12-21,175,sequence_0106,3,C,2,0.0065333950333297,pair_9399904d007c502bfd1a|pair_dffaf6e14f07951e34e6,candidate capture sequence requiring human verification
capture_review_c84e1cbbc306,dataset/train/Algal leaf spot/2025_12_21_IMG (176).JPG,2025_12_21_IMG (176).JPG,Algal leaf spot,train,2025-12-21,176,sequence_0106,3,C,0,0.0065333950333297,pair_9399904d007c502bfd1a,candidate capture sequence requiring human verification
capture_review_c84e1cbbc306,dataset/val/Algal leaf spot/2025_12_21_IMG (174).JPG,2025_12_21_IMG (174).JPG,Algal leaf spot,val,2025-12-21,174,sequence_0106,3,C,2,0.0064510568045079,pair_dffaf6e14f07951e34e6,candidate capture sequence requiring human verification
capture_review_7c184f810a4e,dataset/train/Algal leaf spot/2025_12_21_IMG (181).JPG,2025_12_21_IMG (181).JPG,Algal leaf spot,train,2025-12-21,181,sequence_0107,3,C,0,0.006935189012438,pair_1c33eaaec97c8e696399,candidate capture sequence requiring human verification
capture_review_7c184f810a4e,dataset/train/Algal leaf spot/2025_12_21_IMG (182).JPG,2025_12_21_IMG (182).JPG,Algal leaf spot,train,2025-12-21,182,sequence_0107,3,C,0,0.006935189012438,pair_1c33eaaec97c8e696399|pair_a442766df9ed2d6e51a4,candidate capture sequence requiring human verification
capture_review_7c184f810a4e,dataset/val/Algal leaf spot/2025_12_21_IMG (183).JPG,2025_12_21_IMG (183).JPG,Algal leaf spot,val,2025-12-21,183,sequence_0107,3,C,0,0.0043297461234033,pair_a442766df9ed2d6e51a4,candidate capture sequence requiring human verification
capture_review_cd4377efc2f3,dataset/train/Algal leaf spot/2025_12_21_IMG (279).JPG,2025_12_21_IMG (279).JPG,Algal leaf spot,train,2025-12-21,279,sequence_0117,3,C,2,0.0087529998272657,pair_65246bb1f5b512046f11|pair_f7a7f7d4a64b9528e798,candidate capture sequence requiring human verification
capture_review_cd4377efc2f3,dataset/train/Algal leaf spot/2025_12_21_IMG (280).JPG,2025_12_21_IMG (280).JPG,Algal leaf spot,train,2025-12-21,280,sequence_0117,3,C,0,0.0070398668758571,pair_f7a7f7d4a64b9528e798,candidate capture sequence requiring human verification
capture_review_cd4377efc2f3,dataset/val/Algal leaf spot/2025_12_21_IMG (278).JPG,2025_12_21_IMG (278).JPG,Algal leaf spot,val,2025-12-21,278,sequence_0117,3,C,2,0.0087529998272657,pair_65246bb1f5b512046f11,candidate capture sequence requiring human verification
capture_review_624939d4b768,dataset/train/Algal leaf spot/2025_12_21_IMG (45).JPG,2025_12_21_IMG (45).JPG,Algal leaf spot,train,2025-12-21,45,sequence_0124,4,C,4,0.0234805848449468,pair_2b3b30351e8b3e5358a0|pair_e4fedfca5055eedf59d5,candidate capture sequence requiring human verification
capture_review_624939d4b768,dataset/train/Algal leaf spot/2025_12_21_IMG (46).JPG,2025_12_21_IMG (46).JPG,Algal leaf spot,train,2025-12-21,46,sequence_0124,4,C,2,0.0134034799411892,pair_e4fedfca5055eedf59d5|pair_e584d18b56c59e96416c,candidate capture sequence requiring human verification
capture_review_624939d4b768,dataset/val/Algal leaf spot/2025_12_21_IMG (44).JPG,2025_12_21_IMG (44).JPG,Algal leaf spot,val,2025-12-21,44,sequence_0124,4,C,4,0.0234805848449468,pair_2b3b30351e8b3e5358a0,candidate capture sequence requiring human verification
capture_review_624939d4b768,dataset/val/Algal leaf spot/2025_12_21_IMG (47).JPG,2025_12_21_IMG (47).JPG,Algal leaf spot,val,2025-12-21,47,sequence_0124,4,C,0,0.0052680126391351,pair_e584d18b56c59e96416c,candidate capture sequence requiring human verification
capture_review_19f02b711347,dataset/train/Algal leaf spot/2025_12_21_IMG (7).JPG,2025_12_21_IMG (7).JPG,Algal leaf spot,train,2025-12-21,7,sequence_0128,2,C,0,0.0088487416505813,pair_19f02b7113476bb205cb,candidate capture sequence requiring human verification
capture_review_19f02b711347,dataset/val/Algal leaf spot/2025_12_21_IMG (6).JPG,2025_12_21_IMG (6).JPG,Algal leaf spot,val,2025-12-21,6,sequence_0128,2,C,0,0.0088487416505813,pair_19f02b7113476bb205cb,candidate capture sequence requiring human verification
capture_review_ad73b886aab7,dataset/train/Algal leaf spot/2025_12_21_IMG (95).JPG,2025_12_21_IMG (95).JPG,Algal leaf spot,train,2025-12-21,95,sequence_0132,2,C,2,0.0274264067411422,pair_ad73b886aab7a5d4358a,candidate capture sequence requiring human verification
capture_review_ad73b886aab7,dataset/val/Algal leaf spot/2025_12_21_IMG (94).JPG,2025_12_21_IMG (94).JPG,Algal leaf spot,val,2025-12-21,94,sequence_0132,2,C,2,0.0274264067411422,pair_ad73b886aab7a5d4358a,candidate capture sequence requiring human verification
capture_review_665f78dd39ec,dataset/train/Black spot/2025_12_20_IMG (129).JPG,2025_12_20_IMG (129).JPG,Black spot,train,2025-12-20,129,sequence_0142,2,C,4,0.0222298800945281,pair_665f78dd39ec728cb7ba,candidate capture sequence requiring human verification
capture_review_665f78dd39ec,dataset/val/Black spot/2025_12_20_IMG (130).JPG,2025_12_20_IMG (130).JPG,Black spot,val,2025-12-20,130,sequence_0142,2,C,4,0.0222298800945281,pair_665f78dd39ec728cb7ba,candidate capture sequence requiring human verification
capture_review_b6ecf0969cd6,dataset/train/Black spot/2025_12_20_IMG (132).JPG,2025_12_20_IMG (132).JPG,Black spot,train,2025-12-20,132,sequence_0143,2,C,4,0.0255690235644578,pair_b6ecf0969cd6a1a39439,candidate capture sequence requiring human verification
capture_review_b6ecf0969cd6,dataset/val/Black spot/2025_12_20_IMG (131).JPG,2025_12_20_IMG (131).JPG,Black spot,val,2025-12-20,131,sequence_0143,2,C,4,0.0255690235644578,pair_b6ecf0969cd6a1a39439,candidate capture sequence requiring human verification
capture_review_c5b835f1ef06,dataset/train/Black spot/2025_12_20_IMG (14).JPG,2025_12_20_IMG (14).JPG,Black spot,train,2025-12-20,14,sequence_0145,2,C,2,0.0113061042502522,pair_c5b835f1ef06222a5e57,candidate capture sequence requiring human verification
capture_review_c5b835f1ef06,dataset/val/Black spot/2025_12_20_IMG (15).JPG,2025_12_20_IMG (15).JPG,Black spot,val,2025-12-20,15,sequence_0145,2,C,2,0.0113061042502522,pair_c5b835f1ef06222a5e57,candidate capture sequence requiring human verification
capture_review_48126e8ad1ee,dataset/train/Black spot/2025_12_20_IMG (152).JPG,2025_12_20_IMG (152).JPG,Black spot,train,2025-12-20,152,sequence_0146,2,C,2,0.0181669350713491,pair_48126e8ad1ee44adf3a9,candidate capture sequence requiring human verification
capture_review_48126e8ad1ee,dataset/val/Black spot/2025_12_20_IMG (151).JPG,2025_12_20_IMG (151).JPG,Black spot,val,2025-12-20,151,sequence_0146,2,C,2,0.0181669350713491,pair_48126e8ad1ee44adf3a9,candidate capture sequence requiring human verification
capture_review_8b121a684f94,dataset/train/Black spot/2025_12_20_IMG (173).JPG,2025_12_20_IMG (173).JPG,Black spot,train,2025-12-20,173,sequence_0150,2,C,0,0.0120739517733454,pair_8b121a684f943ebacf59,candidate capture sequence requiring human verification
capture_review_8b121a684f94,dataset/val/Black spot/2025_12_20_IMG (174).JPG,2025_12_20_IMG (174).JPG,Black spot,val,2025-12-20,174,sequence_0150,2,C,0,0.0120739517733454,pair_8b121a684f943ebacf59,candidate capture sequence requiring human verification
capture_review_24b5a53dc6a0,dataset/train/Black spot/2025_12_20_IMG (195).JPG,2025_12_20_IMG (195).JPG,Black spot,train,2025-12-20,195,sequence_0155,2,C,2,0.0136179402470588,pair_24b5a53dc6a0c19c3d03,candidate capture sequence requiring human verification
capture_review_24b5a53dc6a0,dataset/val/Black spot/2025_12_20_IMG (196).JPG,2025_12_20_IMG (196).JPG,Black spot,val,2025-12-20,196,sequence_0155,2,C,2,0.0136179402470588,pair_24b5a53dc6a0c19c3d03,candidate capture sequence requiring human verification
capture_review_cc638b3c3a8e,dataset/train/Black spot/2025_12_20_IMG (275).JPG,2025_12_20_IMG (275).JPG,Black spot,train,2025-12-20,275,sequence_0165,2,C,4,0.0245972480624914,pair_cc638b3c3a8e718aba56,candidate capture sequence requiring human verification
capture_review_cc638b3c3a8e,dataset/val/Black spot/2025_12_20_IMG (276).JPG,2025_12_20_IMG (276).JPG,Black spot,val,2025-12-20,276,sequence_0165,2,C,4,0.0245972480624914,pair_cc638b3c3a8e718aba56,candidate capture sequence requiring human verification
capture_review_72dfd928c4eb,dataset/train/Black spot/2025_12_20_IMG (5).JPG,2025_12_20_IMG (5).JPG,Black spot,train,2025-12-20,5,sequence_0175,3,C,4,0.0196068864315748,pair_95dd697ed3cf1ebf0ee4,candidate capture sequence requiring human verification
capture_review_72dfd928c4eb,dataset/train/Black spot/2025_12_20_IMG (6).JPG,2025_12_20_IMG (6).JPG,Black spot,train,2025-12-20,6,sequence_0175,3,C,4,0.0196068864315748,pair_55bc69a19ee06ab6971e|pair_95dd697ed3cf1ebf0ee4,candidate capture sequence requiring human verification
capture_review_72dfd928c4eb,dataset/val/Black spot/2025_12_20_IMG (7).JPG,2025_12_20_IMG (7).JPG,Black spot,val,2025-12-20,7,sequence_0175,3,C,2,0.0067855138331651,pair_55bc69a19ee06ab6971e,candidate capture sequence requiring human verification
capture_review_cbec4e842d1d,dataset/train/Black spot/2025_12_20_IMG (63).JPG,2025_12_20_IMG (63).JPG,Black spot,train,2025-12-20,63,sequence_0179,2,C,4,0.0193078536540269,pair_cbec4e842d1d03809bb7,candidate capture sequence requiring human verification
capture_review_cbec4e842d1d,dataset/val/Black spot/2025_12_20_IMG (62).JPG,2025_12_20_IMG (62).JPG,Black spot,val,2025-12-20,62,sequence_0179,2,C,4,0.0193078536540269,pair_cbec4e842d1d03809bb7,candidate capture sequence requiring human verification
capture_review_1bd1fdd37121,dataset/train/Citrus canker/2025_12_21_IMG (364).JPG,2025_12_21_IMG (364).JPG,Citrus canker,train,2025-12-21,364,sequence_0188,3,C,4,0.0111098336055874,pair_57f282357e950af07d96|pair_a6571383a775a2dca128,candidate capture sequence requiring human verification
capture_review_1bd1fdd37121,dataset/train/Citrus canker/2025_12_21_IMG (365).JPG,2025_12_21_IMG (365).JPG,Citrus canker,train,2025-12-21,365,sequence_0188,3,C,4,0.0111098336055874,pair_57f282357e950af07d96,candidate capture sequence requiring human verification
capture_review_1bd1fdd37121,dataset/val/Citrus canker/2025_12_21_IMG (363).JPG,2025_12_21_IMG (363).JPG,Citrus canker,val,2025-12-21,363,sequence_0188,3,C,0,0.006938699632883,pair_a6571383a775a2dca128,candidate capture sequence requiring human verification
capture_review_8522a5bfc25b,dataset/train/Citrus canker/2025_12_21_IMG (392).JPG,2025_12_21_IMG (392).JPG,Citrus canker,train,2025-12-21,392,sequence_0194,2,C,4,0.0133243324235081,pair_8522a5bfc25bc08701ef,candidate capture sequence requiring human verification
capture_review_8522a5bfc25b,dataset/val/Citrus canker/2025_12_21_IMG (391).JPG,2025_12_21_IMG (391).JPG,Citrus canker,val,2025-12-21,391,sequence_0194,2,C,4,0.0133243324235081,pair_8522a5bfc25bc08701ef,candidate capture sequence requiring human verification
capture_review_c0a8b826c200,dataset/train/Citrus canker/2025_12_21_IMG (403).JPG,2025_12_21_IMG (403).JPG,Citrus canker,train,2025-12-21,403,sequence_0197,2,C,4,0.0187148954719305,pair_c0a8b826c20053a9eb25,candidate capture sequence requiring human verification
capture_review_c0a8b826c200,dataset/val/Citrus canker/2025_12_21_IMG (404).JPG,2025_12_21_IMG (404).JPG,Citrus canker,val,2025-12-21,404,sequence_0197,2,C,4,0.0187148954719305,pair_c0a8b826c20053a9eb25,candidate capture sequence requiring human verification
capture_review_5ac6903b4b95,dataset/train/Citrus canker/2025_12_21_IMG (405).JPG,2025_12_21_IMG (405).JPG,Citrus canker,train,2025-12-21,405,sequence_0198,2,C,4,0.0222043488174676,pair_5ac6903b4b95c28ad862,candidate capture sequence requiring human verification
capture_review_5ac6903b4b95,dataset/val/Citrus canker/2025_12_21_IMG (406).JPG,2025_12_21_IMG (406).JPG,Citrus canker,val,2025-12-21,406,sequence_0198,2,C,4,0.0222043488174676,pair_5ac6903b4b95c28ad862,candidate capture sequence requiring human verification
capture_review_12ba1fa5dba8,dataset/train/Citrus canker/2025_12_21_IMG (422).JPG,2025_12_21_IMG (422).JPG,Citrus canker,train,2025-12-21,422,sequence_0203,2,C,4,0.0238137617707252,pair_12ba1fa5dba8aeb350fd,candidate capture sequence requiring human verification
capture_review_12ba1fa5dba8,dataset/val/Citrus canker/2025_12_21_IMG (421).JPG,2025_12_21_IMG (421).JPG,Citrus canker,val,2025-12-21,421,sequence_0203,2,C,4,0.0238137617707252,pair_12ba1fa5dba8aeb350fd,candidate capture sequence requiring human verification
capture_review_1b0dbfc33990,dataset/train/Citrus canker/2025_12_21_IMG (435).JPG,2025_12_21_IMG (435).JPG,Citrus canker,train,2025-12-21,435,sequence_0206,2,C,0,0.0235354751348495,pair_1b0dbfc339905a9b9061,candidate capture sequence requiring human verification
capture_review_1b0dbfc33990,dataset/val/Citrus canker/2025_12_21_IMG (436).JPG,2025_12_21_IMG (436).JPG,Citrus canker,val,2025-12-21,436,sequence_0206,2,C,0,0.0235354751348495,pair_1b0dbfc339905a9b9061,candidate capture sequence requiring human verification
capture_review_a3bdd153cde2,dataset/train/Citrus canker/2025_12_21_IMG (439).JPG,2025_12_21_IMG (439).JPG,Citrus canker,train,2025-12-21,439,sequence_0207,2,C,4,0.0217917039990425,pair_a3bdd153cde2a9c3db14,candidate capture sequence requiring human verification
capture_review_a3bdd153cde2,dataset/val/Citrus canker/2025_12_21_IMG (438).JPG,2025_12_21_IMG (438).JPG,Citrus canker,val,2025-12-21,438,sequence_0207,2,C,4,0.0217917039990425,pair_a3bdd153cde2a9c3db14,candidate capture sequence requiring human verification
capture_review_149af2fa38b8,dataset/train/Citrus canker/2025_12_21_IMG (479).JPG,2025_12_21_IMG (479).JPG,Citrus canker,train,2025-12-21,479,sequence_0218,2,C,2,0.0199387893080711,pair_149af2fa38b863fe04f8,candidate capture sequence requiring human verification
capture_review_149af2fa38b8,dataset/val/Citrus canker/2025_12_21_IMG (480).JPG,2025_12_21_IMG (480).JPG,Citrus canker,val,2025-12-21,480,sequence_0218,2,C,2,0.0199387893080711,pair_149af2fa38b863fe04f8,candidate capture sequence requiring human verification
capture_review_b19f43b2da0b,dataset/train/Citrus canker/2025_12_21_IMG (518).JPG,2025_12_21_IMG (518).JPG,Citrus canker,train,2025-12-21,518,sequence_0224,3,C,0,0.011946614831686,pair_cbe2e73245ccafdd1651,candidate capture sequence requiring human verification
capture_review_b19f43b2da0b,dataset/val/Citrus canker/2025_12_21_IMG (519).JPG,2025_12_21_IMG (519).JPG,Citrus canker,val,2025-12-21,519,sequence_0224,3,B|C,2,0.011946614831686,pair_5498766a3a4f0f714988|pair_cbe2e73245ccafdd1651,candidate capture sequence requiring human verification
capture_review_b19f43b2da0b,dataset/val/Citrus canker/2025_12_21_IMG (520).JPG,2025_12_21_IMG (520).JPG,Citrus canker,val,2025-12-21,520,sequence_0224,3,B,2,0.0072718798182904,pair_5498766a3a4f0f714988,candidate capture sequence requiring human verification
capture_review_2434c42f7afc,dataset/train/Citrus canker/2025_12_21_IMG (538).JPG,2025_12_21_IMG (538).JPG,Citrus canker,train,2025-12-21,538,sequence_0229,2,C,4,0.0191186051815748,pair_2434c42f7afc6717e1a7,candidate capture sequence requiring human verification
capture_review_2434c42f7afc,dataset/val/Citrus canker/2025_12_21_IMG (537).JPG,2025_12_21_IMG (537).JPG,Citrus canker,val,2025-12-21,537,sequence_0229,2,C,4,0.0191186051815748,pair_2434c42f7afc6717e1a7,candidate capture sequence requiring human verification
capture_review_90aa8aae20ba,dataset/train/Citrus canker/2025_12_21_IMG (544).JPG,2025_12_21_IMG (544).JPG,Citrus canker,train,2025-12-21,544,sequence_0231,3,C,0,0.0153588391840457,pair_e5a0e75ac23df78ae7a5,candidate capture sequence requiring human verification
capture_review_90aa8aae20ba,dataset/train/Citrus canker/2025_12_21_IMG (546).JPG,2025_12_21_IMG (546).JPG,Citrus canker,train,2025-12-21,546,sequence_0231,3,C,2,0.0164933744817972,pair_717a092be05ca06cfbeb,candidate capture sequence requiring human verification
capture_review_90aa8aae20ba,dataset/val/Citrus canker/2025_12_21_IMG (545).JPG,2025_12_21_IMG (545).JPG,Citrus canker,val,2025-12-21,545,sequence_0231,3,C,2,0.0164933744817972,pair_717a092be05ca06cfbeb|pair_e5a0e75ac23df78ae7a5,candidate capture sequence requiring human verification
capture_review_4441029d6b36,dataset/train/Citrus canker/2025_12_21_IMG (553).JPG,2025_12_21_IMG (553).JPG,Citrus canker,train,2025-12-21,553,sequence_0232,2,C,2,0.0128769017755985,pair_4441029d6b36d5edcdb2,candidate capture sequence requiring human verification
capture_review_4441029d6b36,dataset/val/Citrus canker/2025_12_21_IMG (554).JPG,2025_12_21_IMG (554).JPG,Citrus canker,val,2025-12-21,554,sequence_0232,2,C,2,0.0128769017755985,pair_4441029d6b36d5edcdb2,candidate capture sequence requiring human verification
capture_review_628dadca6447,dataset/train/Citrus canker/2025_12_21_IMG (568).JPG,2025_12_21_IMG (568).JPG,Citrus canker,train,2025-12-21,568,sequence_0234,2,C,2,0.0149334287270903,pair_628dadca64474503a349,candidate capture sequence requiring human verification
capture_review_628dadca6447,dataset/val/Citrus canker/2025_12_21_IMG (567).JPG,2025_12_21_IMG (567).JPG,Citrus canker,val,2025-12-21,567,sequence_0234,2,C,2,0.0149334287270903,pair_628dadca64474503a349,candidate capture sequence requiring human verification
capture_review_c6d877070640,dataset/train/Citrus pest/2025_12_20_IMG (254).JPG,2025_12_20_IMG (254).JPG,Citrus pest,train,2025-12-20,254,sequence_0241,2,C,4,0.0186462793499231,pair_c6d877070640bf5f7f39,candidate capture sequence requiring human verification
capture_review_c6d877070640,dataset/val/Citrus pest/2025_12_20_IMG (253).JPG,2025_12_20_IMG (253).JPG,Citrus pest,val,2025-12-20,253,sequence_0241,2,C,4,0.0186462793499231,pair_c6d877070640bf5f7f39,candidate capture sequence requiring human verification
capture_review_d334f8110518,dataset/train/Citrus pest/2025_12_20_IMG (270).JPG,2025_12_20_IMG (270).JPG,Citrus pest,train,2025-12-20,270,sequence_0243,2,C,2,0.0107198478654026,pair_d334f8110518eeda5557,candidate capture sequence requiring human verification
capture_review_d334f8110518,dataset/val/Citrus pest/2025_12_20_IMG (271).JPG,2025_12_20_IMG (271).JPG,Citrus pest,val,2025-12-20,271,sequence_0243,2,C,2,0.0107198478654026,pair_d334f8110518eeda5557,candidate capture sequence requiring human verification
capture_review_07dbe71e746e,dataset/train/Citrus pest/2025_12_20_IMG (291).JPG,2025_12_20_IMG (291).JPG,Citrus pest,train,2025-12-20,291,sequence_0245,3,C,4,0.0136859165504574,pair_3332df3a5f4583b4d95d|pair_48381a785fa9de1334c5,candidate capture sequence requiring human verification
capture_review_07dbe71e746e,dataset/val/Citrus pest/2025_12_20_IMG (290).JPG,2025_12_20_IMG (290).JPG,Citrus pest,val,2025-12-20,290,sequence_0245,3,C,4,0.0136859165504574,pair_3332df3a5f4583b4d95d,candidate capture sequence requiring human verification
capture_review_07dbe71e746e,dataset/val/Citrus pest/2025_12_20_IMG (292).JPG,2025_12_20_IMG (292).JPG,Citrus pest,val,2025-12-20,292,sequence_0245,3,C,0,0.0048036663793027,pair_48381a785fa9de1334c5,candidate capture sequence requiring human verification
capture_review_e6331094ec9e,dataset/train/Citrus pest/2025_12_20_IMG (338).JPG,2025_12_20_IMG (338).JPG,Citrus pest,train,2025-12-20,338,sequence_0249,2,C,0,0.0092224525287747,pair_e6331094ec9e0d3c23fb,candidate capture sequence requiring human verification
capture_review_e6331094ec9e,dataset/val/Citrus pest/2025_12_20_IMG (339).JPG,2025_12_20_IMG (339).JPG,Citrus pest,val,2025-12-20,339,sequence_0249,2,C,0,0.0092224525287747,pair_e6331094ec9e0d3c23fb,candidate capture sequence requiring human verification
capture_review_c876cf880d96,dataset/train/Citrus pest/2025_12_20_IMG (353).JPG,2025_12_20_IMG (353).JPG,Citrus pest,train,2025-12-20,353,sequence_0252,3,C,0,0.0185010712593793,pair_e5ad644886fa3cd92507,candidate capture sequence requiring human verification
capture_review_c876cf880d96,dataset/train/Citrus pest/2025_12_20_IMG (354).JPG,2025_12_20_IMG (354).JPG,Citrus pest,train,2025-12-20,354,sequence_0252,3,C,0,0.0185010712593793,pair_05c6e0b9c2660c30893e|pair_e5ad644886fa3cd92507,candidate capture sequence requiring human verification
capture_review_c876cf880d96,dataset/val/Citrus pest/2025_12_20_IMG (355).JPG,2025_12_20_IMG (355).JPG,Citrus pest,val,2025-12-20,355,sequence_0252,3,C,0,0.0098977480083704,pair_05c6e0b9c2660c30893e,candidate capture sequence requiring human verification
capture_review_5d7d1a708dfc,dataset/train/Citrus pest/2025_12_20_IMG (371).JPG,2025_12_20_IMG (371).JPG,Citrus pest,train,2025-12-20,371,sequence_0255,3,C,2,0.0233625024557113,pair_318107ede692d049d428|pair_61ce2ab40616ce6f0f7a,candidate capture sequence requiring human verification
capture_review_5d7d1a708dfc,dataset/train/Citrus pest/2025_12_20_IMG (372).JPG,2025_12_20_IMG (372).JPG,Citrus pest,train,2025-12-20,372,sequence_0255,3,C,2,0.0233625024557113,pair_318107ede692d049d428,candidate capture sequence requiring human verification
capture_review_5d7d1a708dfc,dataset/val/Citrus pest/2025_12_20_IMG (370).JPG,2025_12_20_IMG (370).JPG,Citrus pest,val,2025-12-20,370,sequence_0255,3,C,2,0.0191163718700408,pair_61ce2ab40616ce6f0f7a,candidate capture sequence requiring human verification
capture_review_1ca5e33f1dad,dataset/train/Citrus pest/2025_12_20_IMG (374).JPG,2025_12_20_IMG (374).JPG,Citrus pest,train,2025-12-20,374,sequence_0256,2,C,0,0.0163076352328062,pair_1ca5e33f1dadd28b128f,candidate capture sequence requiring human verification
capture_review_1ca5e33f1dad,dataset/val/Citrus pest/2025_12_20_IMG (373).JPG,2025_12_20_IMG (373).JPG,Citrus pest,val,2025-12-20,373,sequence_0256,2,C,0,0.0163076352328062,pair_1ca5e33f1dadd28b128f,candidate capture sequence requiring human verification
capture_review_b2612bcdfac8,dataset/train/Citrus pest/2025_12_20_IMG (376).JPG,2025_12_20_IMG (376).JPG,Citrus pest,train,2025-12-20,376,sequence_0257,2,C,4,0.0178560931235551,pair_b2612bcdfac880ba3833,candidate capture sequence requiring human verification
capture_review_b2612bcdfac8,dataset/val/Citrus pest/2025_12_20_IMG (375).JPG,2025_12_20_IMG (375).JPG,Citrus pest,val,2025-12-20,375,sequence_0257,2,C,4,0.0178560931235551,pair_b2612bcdfac880ba3833,candidate capture sequence requiring human verification
capture_review_20b2db4b31e2,dataset/train/Citrus pest/2025_12_20_IMG (396).JPG,2025_12_20_IMG (396).JPG,Citrus pest,train,2025-12-20,396,sequence_0071,3,C,2,0.0190078634768724,pair_969a734f4d9d618e5351,candidate capture sequence requiring human verification
