filepath,filename,class,split,extension,width,height,mode,format,frames,file_size_bytes,sha256,decode_ok,error,pillow_warnings
dataset/train/Greening/2025_12_21_IMG (183).JPG,2025_12_21_IMG (183).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,52789,322ea8d2560f4af4cede8b826efe909443afaabfa4d84704ecc4cf1c0b1072a0,True,,
dataset/train/Greening/2025_12_21_IMG (184).JPG,2025_12_21_IMG (184).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,45232,e8890a121fbb6098b619b36b59f8fcbb76c5e0978a967132917568090a23cf29,True,,
dataset/train/Greening/2025_12_21_IMG (185).JPG,2025_12_21_IMG (185).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,51921,3b3a25be1ca06c50e6f8c61a949cb4e3a4032304d97b3336a647c98b5e328d97,True,,
dataset/train/Greening/2025_12_21_IMG (186).JPG,2025_12_21_IMG (186).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,48866,de5a7a529d8d744419084b6bdfa960f677a4097de5d00f80209158d949736967,True,,
dataset/train/Greening/2025_12_21_IMG (187).JPG,2025_12_21_IMG (187).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,43042,e838c202e3d99050d6c9548eecd19863f4b5591a1eef78609a3cdd8291a36db0,True,,
dataset/train/Greening/2025_12_21_IMG (189).JPG,2025_12_21_IMG (189).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,52103,579ed45a65d83e953ccf1aee1357c6d821d9d86a7bedd31f80c57b60ed060158,True,,
dataset/train/Greening/2025_12_21_IMG (19).JPG,2025_12_21_IMG (19).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,47664,45743cccfec63cea06f2ee803bc3bee602093ecce1c1def80feb8c5798be6ee9,True,,
dataset/train/Greening/2025_12_21_IMG (191).JPG,2025_12_21_IMG (191).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,55604,a132670adc2625e0113969cb4670deae81335774e8ee40b4f6db5e35d8eb1ee3,True,,
dataset/train/Greening/2025_12_21_IMG (192).JPG,2025_12_21_IMG (192).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,48568,b8f3703cf2674daab4ecaaf18cff15041173c08b2dd0fe21c6208b01f3459be2,True,,
dataset/train/Greening/2025_12_21_IMG (193).JPG,2025_12_21_IMG (193).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,41627,4ed1cf88fd7ea65643a8b98472b5e1030348e1df6f645eb645a2d84330494552,True,,
dataset/train/Greening/2025_12_21_IMG (194).JPG,2025_12_21_IMG (194).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,48678,8278563c14a8969514cd775b61509277bc17b0ac202189cdaebad98719fea3d6,True,,
dataset/train/Greening/2025_12_21_IMG (195).JPG,2025_12_21_IMG (195).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,40369,7f91e48b0f3482cfd1f6745d15d92676b23358cee113d61c602474323512fcee,True,,
dataset/train/Greening/2025_12_21_IMG (200).JPG,2025_12_21_IMG (200).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,48679,eeada2a7ce1dabd23eff9467a7b9da12061505e31c8bd56992891a4ca1acc57c,True,,
dataset/train/Greening/2025_12_21_IMG (202).JPG,2025_12_21_IMG (202).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,51017,0da434edee8747857ae3a38007d0f3ae894489a761aec708161856c7e8dc9651,True,,
dataset/train/Greening/2025_12_21_IMG (205).JPG,2025_12_21_IMG (205).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,62300,fbfaa915771124b7a48c55538dba8ddd20a70f834bcb908ff379ed78f61b044e,True,,
dataset/train/Greening/2025_12_21_IMG (207).JPG,2025_12_21_IMG (207).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,56309,4a7811dce44530eba7b7b4a52e8feef8a0303e365e0767e79c0437e32f4af3df,True,,
dataset/train/Greening/2025_12_21_IMG (208).JPG,2025_12_21_IMG (208).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,60924,1c27e513d8e9ea6ea4cd5944ab240995b38cda817cd2f5e92e84f912e381c167,True,,
dataset/train/Greening/2025_12_21_IMG (209).JPG,2025_12_21_IMG (209).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,47550,0358b005da23e5b62e401c2de9b87a4b1298df19b743b5940f4091be2558aa20,True,,
dataset/train/Greening/2025_12_21_IMG (21).JPG,2025_12_21_IMG (21).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,46269,6095a1b8e911bfba8a8a14a3480c016be1560fb0ba480e8d2d6968ecd231aaff,True,,
dataset/train/Greening/2025_12_21_IMG (210).JPG,2025_12_21_IMG (210).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,47485,0d8080a0c6ffc39aceeb8ac56c9d629a5c6000c004ef31ec4e6e0e324e485136,True,,
dataset/train/Greening/2025_12_21_IMG (212).JPG,2025_12_21_IMG (212).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,59429,ffb3aa73f6521b5844ec0dce799c2cc61d7b2c66a018e0e194d6e27661c2064f,True,,
dataset/train/Greening/2025_12_21_IMG (213).JPG,2025_12_21_IMG (213).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,53450,bfebac16491488b447204fa720f18e8f55aa5553edb0ee4489c03bc3e785d39b,True,,
dataset/train/Greening/2025_12_21_IMG (214).JPG,2025_12_21_IMG (214).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,46917,b18ca95656e7f50fc5278438f65b3ad41c69c2a5242148b7daba07014f298ff0,True,,
dataset/train/Greening/2025_12_21_IMG (215).JPG,2025_12_21_IMG (215).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,51919,986416cfed6c1f9856de8c0ea47b925be20bbd6947aa749148142a3e798ffa48,True,,
dataset/train/Greening/2025_12_21_IMG (216).JPG,2025_12_21_IMG (216).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,47625,ef4f67de496a5b5144463336de791fe7bcfe53a0ece9348fb4dc1b60791aa7e2,True,,
dataset/train/Greening/2025_12_21_IMG (217).JPG,2025_12_21_IMG (217).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,41936,c31526e276323926a647525103ed405c2bc80bb01e71c8740089cd2dbdcf816d,True,,
dataset/train/Greening/2025_12_21_IMG (218).JPG,2025_12_21_IMG (218).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,44892,dff206da35ed4e92541636faf3ae708f5b71980f19653fb12431264329d0dc21,True,,
dataset/train/Greening/2025_12_21_IMG (219).JPG,2025_12_21_IMG (219).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,54476,cc9e2a3d2dadd973aedb9bdad33a2a06edc9a5fae24417dec3e068ce381f8324,True,,
dataset/train/Greening/2025_12_21_IMG (22).JPG,2025_12_21_IMG (22).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,48368,842424d25f2124cadd25bd3704a233fd159e812a65328ba8e79dee529dc398e2,True,,
dataset/train/Greening/2025_12_21_IMG (224).JPG,2025_12_21_IMG (224).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,44043,efb9df1559a9aea51fd4100cd100ab417f819c770f8a9e688989293d69ee09f4,True,,
dataset/train/Greening/2025_12_21_IMG (226).JPG,2025_12_21_IMG (226).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,50138,22ff63d0782f08066f68650fa4d39fcd0d743a5a76eb21caa728ee538e433f81,True,,
dataset/train/Greening/2025_12_21_IMG (229).JPG,2025_12_21_IMG (229).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,37167,e6e8a5ee49243f301b537463beecb173d3c5eb8582108b4ffdd9bced08a67b4f,True,,
dataset/train/Greening/2025_12_21_IMG (23).JPG,2025_12_21_IMG (23).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,41353,410cfa4a5b192deb84419bbe5abfb2313de70c1034df01b08a21c7389863422a,True,,
dataset/train/Greening/2025_12_21_IMG (230).JPG,2025_12_21_IMG (230).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,44034,f9b8c076c24f0f9c76ebf22d6a2900f4cd5a9ae46832678302f1485f6d57734a,True,,
dataset/train/Greening/2025_12_21_IMG (231).JPG,2025_12_21_IMG (231).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,47406,68f3d14e937fc1c4623736a82e000cc42b4eb4b206f6404aea4fb05f106f3f10,True,,
dataset/train/Greening/2025_12_21_IMG (235).JPG,2025_12_21_IMG (235).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,48696,69301f5357e6d3d5f74bb5d30fb36a6f726585f4493c2cc5848c7160f4fff019,True,,
dataset/train/Greening/2025_12_21_IMG (236).JPG,2025_12_21_IMG (236).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,45380,3cb205907aae5cbfa67152ff499350233cec70dd3754a6a8c189c2f6f330b551,True,,
dataset/train/Greening/2025_12_21_IMG (237).JPG,2025_12_21_IMG (237).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,36863,df8e54a138c728051af86a3fe7a3ba40ae192c483d137b3b74722d69d07758b9,True,,
dataset/train/Greening/2025_12_21_IMG (238).JPG,2025_12_21_IMG (238).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,43574,90a35dbde7c2ab9a656228098d7ace2f47d8bc9570fc9e75b941f9cc7c270232,True,,
dataset/train/Greening/2025_12_21_IMG (239).JPG,2025_12_21_IMG (239).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,42236,60a83a2b6cb9d6f0966dfb72015b76a65c9679fab41b36536f8d7a3ce76f5cfe,True,,
dataset/train/Greening/2025_12_21_IMG (24).JPG,2025_12_21_IMG (24).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,45317,501a3e1d001118ea2ac70468a005bcd91efd67c3a0e756bd773e46fcb166cb48,True,,
dataset/train/Greening/2025_12_21_IMG (240).JPG,2025_12_21_IMG (240).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,53699,cac479a785c16e46964cdb1f72440f42c6653c510c29329fb60986191440bae3,True,,
dataset/train/Greening/2025_12_21_IMG (241).JPG,2025_12_21_IMG (241).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,54188,4b0befa2247af920eaad7d6299f751f956ccb346d3295840ed457dfef91a69de,True,,
dataset/train/Greening/2025_12_21_IMG (242).JPG,2025_12_21_IMG (242).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,51997,bb8d93bac90ee9008c1cc9051ba16742c4b6e7e14c148e7f7d9bc572261def0c,True,,
dataset/train/Greening/2025_12_21_IMG (243).JPG,2025_12_21_IMG (243).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,55242,0f8a956fff64019cbe31130a4869ef3c6c577ecfc91b5522c0f2a59d9f047a67,True,,
dataset/train/Greening/2025_12_21_IMG (245).JPG,2025_12_21_IMG (245).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,54775,543728287a5a6465b07a2cc1e068403bfb75e84e9ad9a0cf865761475a45bff7,True,,
dataset/train/Greening/2025_12_21_IMG (246).JPG,2025_12_21_IMG (246).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,45093,9054b68967883b6772a311320c09b71eccbfccb6e136b7df309413d202656930,True,,
dataset/train/Greening/2025_12_21_IMG (247).JPG,2025_12_21_IMG (247).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,45600,e97154919b42b2b15f03f86577f934b0c55dbb6e75f7b044891d1d651c5e0f7d,True,,
dataset/train/Greening/2025_12_21_IMG (248).JPG,2025_12_21_IMG (248).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,51829,780df2741e4f87c5469263532055d5816a100682e0025ed3e760c7ff2ae50e61,True,,
dataset/train/Greening/2025_12_21_IMG (25).JPG,2025_12_21_IMG (25).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,44080,ce6de95ba6b4c64313fea4ac8423dbd7950f1cee8ce2d292eba66099046ebe46,True,,
dataset/train/Greening/2025_12_21_IMG (250).JPG,2025_12_21_IMG (250).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,53365,59693e42ea2ce7ef350d66e081eeeed1b96a5741b47408cfdf91701e0eee0ec6,True,,
dataset/train/Greening/2025_12_21_IMG (251).JPG,2025_12_21_IMG (251).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,52913,847c8744ad1428c8faee84c3f01e4698ad68194a8c73e731b30190845c995728,True,,
dataset/train/Greening/2025_12_21_IMG (252).JPG,2025_12_21_IMG (252).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,53198,23e82920a865ba299d0c02fd5412a9a8b58ad0f92525192a8d2a57cba2ad778e,True,,
dataset/train/Greening/2025_12_21_IMG (253).JPG,2025_12_21_IMG (253).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,54048,4f63f87a400bd53b4ed3124acfd78ab814a9da67aef9202214a90c4289c80c1b,True,,
dataset/train/Greening/2025_12_21_IMG (255).JPG,2025_12_21_IMG (255).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,54733,a51cfd698448418d7dd8bd9eeb283073a81993706a167594b7237b78d0f4bb72,True,,
dataset/train/Greening/2025_12_21_IMG (257).JPG,2025_12_21_IMG (257).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,54944,d1b2f527cda638f284b78a3b93884c9899a52e45a458bcf7787cfc6a53f826e6,True,,
dataset/train/Greening/2025_12_21_IMG (259).JPG,2025_12_21_IMG (259).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,55389,7b857c5ca5905dfd6ccfc11ad181c9fc90ba832a4b8ee01ac685d19f38ceaf79,True,,
dataset/train/Greening/2025_12_21_IMG (26).JPG,2025_12_21_IMG (26).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,43827,7b8e6e8956f803b6c9e7dd843502a9523d3d8a37bc92c0bf35cb91065ba938ac,True,,
dataset/train/Greening/2025_12_21_IMG (260).JPG,2025_12_21_IMG (260).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,54378,9e705ce976a276395597e8aac57259a413c560f39570c38d30129734955e59fd,True,,
dataset/train/Greening/2025_12_21_IMG (261).JPG,2025_12_21_IMG (261).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,57398,164c0a6caa89412d6803f7d2d932ad270a660965f3a11c02ae0bd99877da4e68,True,,
dataset/train/Greening/2025_12_21_IMG (263).JPG,2025_12_21_IMG (263).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,58028,2a907e8268f3b7cfc33e10de319de8df90b1a762a90dd1d545f12517a0a55543,True,,
dataset/train/Greening/2025_12_21_IMG (265).JPG,2025_12_21_IMG (265).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,54651,bd646a183a9e5b92b84a53c213c3de3e50d0d8340926aefd797503eb07ed21dc,True,,
dataset/train/Greening/2025_12_21_IMG (268).JPG,2025_12_21_IMG (268).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,55255,7041b109124210c7a8c73846eae1204ed82368d298c9e06e22168c0ca60f4b0d,True,,
dataset/train/Greening/2025_12_21_IMG (269).JPG,2025_12_21_IMG (269).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,55237,a86170657a69eb413ec67725bf671ef77abd4223673c99b16eb7d191a274cc55,True,,
dataset/train/Greening/2025_12_21_IMG (272).JPG,2025_12_21_IMG (272).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,54648,760441ce52bd2852dfd9c8f4c5cfd23448bfde9021e016fc032dee57cb7fc5ac,True,,
dataset/train/Greening/2025_12_21_IMG (275).JPG,2025_12_21_IMG (275).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,68652,fb56ce04cfd65aacca39c0ec2f6e2dd4b4ea6da0e476fc1f75553bc32a359be7,True,,
dataset/train/Greening/2025_12_21_IMG (276).JPG,2025_12_21_IMG (276).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,67778,e2056952d76da975a6160fb8acbf78787896b4784e0af74914d152d68fc2168f,True,,
dataset/train/Greening/2025_12_21_IMG (277).JPG,2025_12_21_IMG (277).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,63648,9d07c4721bed5931ada4d6fa0d958d11b8e9bff886550240c29036bdf2ca244e,True,,
dataset/train/Greening/2025_12_21_IMG (278).JPG,2025_12_21_IMG (278).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,64203,d3d7d6d5e4b788f4c50d41174f1d8e8f23d54742a12bc0a74d2d2e15f44c5b5a,True,,
dataset/train/Greening/2025_12_21_IMG (279).JPG,2025_12_21_IMG (279).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,64829,d988849509380824ac4b33339b5dff68cec5ac6291dc17a4c8316e3fafc33754,True,,
dataset/train/Greening/2025_12_21_IMG (28).JPG,2025_12_21_IMG (28).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,50981,710832682bdc61f65cea0d5b40a44cc428ac706f828e7a6daa48a6418393fb8c,True,,
dataset/train/Greening/2025_12_21_IMG (280).JPG,2025_12_21_IMG (280).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,58769,0bb4a135b9ea6038a38e32d47b70aec95b6cbef67992c46a24f4ac661c66bcfb,True,,
dataset/train/Greening/2025_12_21_IMG (282).JPG,2025_12_21_IMG (282).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,58758,1aeeab6d90ffd85e0d31dcb4e22e2c82899f9d49049056476a1756dc0b0199d1,True,,
dataset/train/Greening/2025_12_21_IMG (283).JPG,2025_12_21_IMG (283).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,59668,af458513c6af4d8f7e0ed87c1e81cb107fbfec9e7d8b22ec99d37bf93ad7ac34,True,,
dataset/train/Greening/2025_12_21_IMG (285).JPG,2025_12_21_IMG (285).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,60095,5e1e6c2618f9a80bf659468d6a948e0991d7770ac088f8ba7ba5b0db9ff3f345,True,,
dataset/train/Greening/2025_12_21_IMG (286).JPG,2025_12_21_IMG (286).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,60984,5822fe7a21a6a95d947e3abb36cadf7e268d734c78444599451e36ef7e349ec0,True,,
dataset/train/Greening/2025_12_21_IMG (287).JPG,2025_12_21_IMG (287).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,45139,c3f49ec7f17abab8d4e7866931bed22c26faa5a02c039555588f68b0ac99358c,True,,
dataset/train/Greening/2025_12_21_IMG (288).JPG,2025_12_21_IMG (288).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,51219,1c0b6052ea0f8fa551bbe667c9fd785d06d112b9a91cdabbee62e122815d4852,True,,
dataset/train/Greening/2025_12_21_IMG (289).JPG,2025_12_21_IMG (289).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,50961,7d54529ae4fc897c188d318dd865c86be7c909bd99ccfbb9f91f34a477765fdd,True,,
dataset/train/Greening/2025_12_21_IMG (29).JPG,2025_12_21_IMG (29).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,50125,80b383290254d5699f56df99cb9488d567b96c642892de5c0ab433f2893dbef7,True,,
dataset/train/Greening/2025_12_21_IMG (290).JPG,2025_12_21_IMG (290).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,58403,4505b5364170a4a3707651dc8ab584efaf9df867fe4d182ff5b700e5e8d330fb,True,,
dataset/train/Greening/2025_12_21_IMG (291).JPG,2025_12_21_IMG (291).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,53169,bcf6a177e031093e3bc10f8275ba2e88f905c7f5a756793f88d209e5a3838c41,True,,
dataset/train/Greening/2025_12_21_IMG (293).JPG,2025_12_21_IMG (293).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,47021,1388b42c31e326a8e6bd8477b3123280ba45f989e132b2200be65787275c7a5d,True,,
dataset/train/Greening/2025_12_21_IMG (295).JPG,2025_12_21_IMG (295).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,46447,23517950f37bfebfa80acf6a4bb882d3d04a773ed4bf7895af7a90e71fcdaa67,True,,
dataset/train/Greening/2025_12_21_IMG (296).JPG,2025_12_21_IMG (296).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,49257,c9bcf70b21b98abb44f1d347051875bfafe7be5059656d0cfa109f71d1049820,True,,
dataset/train/Greening/2025_12_21_IMG (297).JPG,2025_12_21_IMG (297).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,48287,953abfba08f3f651122141847efea14bedf15b4dbed669fdc06b669f3bc82d0e,True,,
dataset/train/Greening/2025_12_21_IMG (298).JPG,2025_12_21_IMG (298).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,40511,1a76d92dc56334a8203f1c89739ddd9748acafdc8473a6cea5620ff2f72b1fad,True,,
dataset/train/Greening/2025_12_21_IMG (299).JPG,2025_12_21_IMG (299).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,47671,5700e4bae22846a86de4064143ec45d7613c75578ccfb5138d38b66b092c1c66,True,,
dataset/train/Greening/2025_12_21_IMG (3).JPG,2025_12_21_IMG (3).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,51413,0c7843a4381a88aaf263b91cd2782f3c8a8b8425b5be6fca9dbe61b98e01735f,True,,
dataset/train/Greening/2025_12_21_IMG (30).JPG,2025_12_21_IMG (30).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,51534,ba25c9f8a6fc15f91028e0cb1dadee50ce065586dd5fecbc96a171046ac8ff82,True,,
dataset/train/Greening/2025_12_21_IMG (300).JPG,2025_12_21_IMG (300).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,44243,e8e669fc6ab6d705b977ed26e57c19485552453089e489f9624eff0c2e557fda,True,,
dataset/train/Greening/2025_12_21_IMG (301).JPG,2025_12_21_IMG (301).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,47139,5e3498fa44909f0f3edce4f846425ace8c2e2834af80ff651429a2865579496d,True,,
dataset/train/Greening/2025_12_21_IMG (302).JPG,2025_12_21_IMG (302).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,42387,d828c2a3c084f71281c606c9f88daced74ca47c60aa47a446ea283ae564a953a,True,,
dataset/train/Greening/2025_12_21_IMG (303).JPG,2025_12_21_IMG (303).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,37318,1db036984f227cc1c353edd48f6ffdea20da25537d8c33314b8bbfe8a77466fb,True,,
dataset/train/Greening/2025_12_21_IMG (304).JPG,2025_12_21_IMG (304).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,35693,c9f24fdd7fc3eb6b8c0b3f33c107cb86a7fc78ca9f4a130b346e801803b6f42d,True,,
dataset/train/Greening/2025_12_21_IMG (306).JPG,2025_12_21_IMG (306).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,46898,a0553712a62ef7d85869cd33090fac005e221f5ac5bfefcd5331c1efa7083a8f,True,,
dataset/train/Greening/2025_12_21_IMG (307).JPG,2025_12_21_IMG (307).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,34820,df6043782a3c4b9c65820894e0e6ae6d7d638040d085a9b00797ccb2a511d348,True,,
dataset/train/Greening/2025_12_21_IMG (309).JPG,2025_12_21_IMG (309).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,40458,15ab9d9ea76c81ac259305309dc73ac2f31e77e8b8d6d1f710586b56ba1080fb,True,,
dataset/train/Greening/2025_12_21_IMG (312).JPG,2025_12_21_IMG (312).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,33641,b6d6361f090f7223d14c7f4587b4042044aaf8048280a4f0df37131c2fa90aa6,True,,
dataset/train/Greening/2025_12_21_IMG (313).JPG,2025_12_21_IMG (313).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,47147,3dd980572dafb6ead0534647681c45cdb6c7ffd242115fc5a406cd539540cd24,True,,
dataset/train/Greening/2025_12_21_IMG (314).JPG,2025_12_21_IMG (314).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,42124,e4d1ec4ba917195cafa11fb09ffaab865a6cfd714603673531b4e8e10c8f4bbf,True,,
dataset/train/Greening/2025_12_21_IMG (315).JPG,2025_12_21_IMG (315).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,43016,3ff25421b7fd60b1e3021d2e18376dd202a7c522f857199e7d22196c12a9d4df,True,,
dataset/train/Greening/2025_12_21_IMG (316).JPG,2025_12_21_IMG (316).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,41462,916beb47984cc2ac187624a6c2951e6a7a006bf37e440df8db0e7c5acf8c86cf,True,,
dataset/train/Greening/2025_12_21_IMG (317).JPG,2025_12_21_IMG (317).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,38276,5b731c54a01fff6ddd4f7d67e9231813c48833200796ca13504f289649ee3c04,True,,
dataset/train/Greening/2025_12_21_IMG (318).JPG,2025_12_21_IMG (318).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,35756,61ad3810342ebecd7d24f8d46b4fa077f497ddc78922a96e60906e3996c0a91a,True,,
dataset/train/Greening/2025_12_21_IMG (319).JPG,2025_12_21_IMG (319).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,38266,3274b5ffb306c8d92991a5907a64134ab87a3cbbb233d687b4a9cc18534df931,True,,
dataset/train/Greening/2025_12_21_IMG (32).JPG,2025_12_21_IMG (32).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,41107,2ed0752dd030240d7fdfc2509b2e473c466768cc64a4f1a48f36e1d931dfb9ac,True,,
dataset/train/Greening/2025_12_21_IMG (320).JPG,2025_12_21_IMG (320).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,30842,c7e0ed240e32908c6323e16ee400e629446608f50df99462f801d50c19c519c8,True,,
dataset/train/Greening/2025_12_21_IMG (322).JPG,2025_12_21_IMG (322).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,33964,30bbd67f0f2645dc3e5cb9f7b9a54f08093fc0e5cacd7cd53cf0ae79e3eac8ab,True,,
dataset/train/Greening/2025_12_21_IMG (323).JPG,2025_12_21_IMG (323).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,43996,d64f77007620d4eafefc63cf60742d8714642178f33c62cdf956d955fec2bf13,True,,
dataset/train/Greening/2025_12_21_IMG (324).JPG,2025_12_21_IMG (324).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,42687,8a6d40a53d611a5bc5cfb481542b6ac12290edcaa035aa5d0af9ff28587d840f,True,,
dataset/train/Greening/2025_12_21_IMG (325).JPG,2025_12_21_IMG (325).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,42365,38168fa4df73cea389f6c37e00eacbd2ff4d5e6e0dc0f5760a28388acba83d21,True,,
dataset/train/Greening/2025_12_21_IMG (326).JPG,2025_12_21_IMG (326).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,39966,7790d8f17d1bfac1279992d3ad4a01b3739a3417011da51e3bd32b89f04351a9,True,,
dataset/train/Greening/2025_12_21_IMG (327).JPG,2025_12_21_IMG (327).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,35404,0cbaa06585c7c50dc0f8df795489fcaa0c2b91bdf6b42ef271d4119e58e5ec77,True,,
dataset/train/Greening/2025_12_21_IMG (328).JPG,2025_12_21_IMG (328).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,35119,6e900b3cbb915c48e0aa3051ef33046ee842df593bbeb2390e2f877a38ad6462,True,,
dataset/train/Greening/2025_12_21_IMG (33).JPG,2025_12_21_IMG (33).JPG,Greening,train,.jpg,560,420,RGB,JPEG,1,41400,14c0a14a6108c5d8ce2db65376f6d0a58f2d98864b5e600de98b0fa7334c414d,True,,
