filepath,filename,class,split,date_token,image_number
dataset/train/Greening/2025_12_21_IMG (171).JPG,2025_12_21_IMG (171).JPG,Greening,train,2025-12-21,171
dataset/train/Greening/2025_12_21_IMG (173).JPG,2025_12_21_IMG (173).JPG,Greening,train,2025-12-21,173
dataset/train/Greening/2025_12_21_IMG (175).JPG,2025_12_21_IMG (175).JPG,Greening,train,2025-12-21,175
dataset/train/Greening/2025_12_21_IMG (176).JPG,2025_12_21_IMG (176).JPG,Greening,train,2025-12-21,176
dataset/train/Greening/2025_12_21_IMG (177).JPG,2025_12_21_IMG (177).JPG,Greening,train,2025-12-21,177
dataset/train/Greening/2025_12_21_IMG (179).JPG,2025_12_21_IMG (179).JPG,Greening,train,2025-12-21,179
dataset/train/Greening/2025_12_21_IMG (18).JPG,2025_12_21_IMG (18).JPG,Greening,train,2025-12-21,18
dataset/train/Greening/2025_12_21_IMG (180).JPG,2025_12_21_IMG (180).JPG,Greening,train,2025-12-21,180
dataset/train/Greening/2025_12_21_IMG (181).JPG,2025_12_21_IMG (181).JPG,Greening,train,2025-12-21,181
dataset/train/Greening/2025_12_21_IMG (182).JPG,2025_12_21_IMG (182).JPG,Greening,train,2025-12-21,182
dataset/train/Greening/2025_12_21_IMG (183).JPG,2025_12_21_IMG (183).JPG,Greening,train,2025-12-21,183
dataset/train/Greening/2025_12_21_IMG (184).JPG,2025_12_21_IMG (184).JPG,Greening,train,2025-12-21,184
dataset/train/Greening/2025_12_21_IMG (185).JPG,2025_12_21_IMG (185).JPG,Greening,train,2025-12-21,185
dataset/train/Greening/2025_12_21_IMG (186).JPG,2025_12_21_IMG (186).JPG,Greening,train,2025-12-21,186
dataset/train/Greening/2025_12_21_IMG (187).JPG,2025_12_21_IMG (187).JPG,Greening,train,2025-12-21,187
dataset/train/Greening/2025_12_21_IMG (189).JPG,2025_12_21_IMG (189).JPG,Greening,train,2025-12-21,189
dataset/train/Greening/2025_12_21_IMG (19).JPG,2025_12_21_IMG (19).JPG,Greening,train,2025-12-21,19
dataset/train/Greening/2025_12_21_IMG (191).JPG,2025_12_21_IMG (191).JPG,Greening,train,2025-12-21,191
dataset/train/Greening/2025_12_21_IMG (192).JPG,2025_12_21_IMG (192).JPG,Greening,train,2025-12-21,192
dataset/train/Greening/2025_12_21_IMG (193).JPG,2025_12_21_IMG (193).JPG,Greening,train,2025-12-21,193
dataset/train/Greening/2025_12_21_IMG (194).JPG,2025_12_21_IMG (194).JPG,Greening,train,2025-12-21,194
dataset/train/Greening/2025_12_21_IMG (195).JPG,2025_12_21_IMG (195).JPG,Greening,train,2025-12-21,195
dataset/train/Greening/2025_12_21_IMG (200).JPG,2025_12_21_IMG (200).JPG,Greening,train,2025-12-21,200
dataset/train/Greening/2025_12_21_IMG (202).JPG,2025_12_21_IMG (202).JPG,Greening,train,2025-12-21,202
dataset/train/Greening/2025_12_21_IMG (205).JPG,2025_12_21_IMG (205).JPG,Greening,train,2025-12-21,205
dataset/train/Greening/2025_12_21_IMG (207).JPG,2025_12_21_IMG (207).JPG,Greening,train,2025-12-21,207
dataset/train/Greening/2025_12_21_IMG (208).JPG,2025_12_21_IMG (208).JPG,Greening,train,2025-12-21,208
dataset/train/Greening/2025_12_21_IMG (209).JPG,2025_12_21_IMG (209).JPG,Greening,train,2025-12-21,209
dataset/train/Greening/2025_12_21_IMG (21).JPG,2025_12_21_IMG (21).JPG,Greening,train,2025-12-21,21
dataset/train/Greening/2025_12_21_IMG (210).JPG,2025_12_21_IMG (210).JPG,Greening,train,2025-12-21,210
dataset/train/Greening/2025_12_21_IMG (212).JPG,2025_12_21_IMG (212).JPG,Greening,train,2025-12-21,212
dataset/train/Greening/2025_12_21_IMG (213).JPG,2025_12_21_IMG (213).JPG,Greening,train,2025-12-21,213
dataset/train/Greening/2025_12_21_IMG (214).JPG,2025_12_21_IMG (214).JPG,Greening,train,2025-12-21,214
dataset/train/Greening/2025_12_21_IMG (215).JPG,2025_12_21_IMG (215).JPG,Greening,train,2025-12-21,215
dataset/train/Greening/2025_12_21_IMG (216).JPG,2025_12_21_IMG (216).JPG,Greening,train,2025-12-21,216
dataset/train/Greening/2025_12_21_IMG (217).JPG,2025_12_21_IMG (217).JPG,Greening,train,2025-12-21,217
dataset/train/Greening/2025_12_21_IMG (218).JPG,2025_12_21_IMG (218).JPG,Greening,train,2025-12-21,218
dataset/train/Greening/2025_12_21_IMG (219).JPG,2025_12_21_IMG (219).JPG,Greening,train,2025-12-21,219
dataset/train/Greening/2025_12_21_IMG (22).JPG,2025_12_21_IMG (22).JPG,Greening,train,2025-12-21,22
dataset/train/Greening/2025_12_21_IMG (224).JPG,2025_12_21_IMG (224).JPG,Greening,train,2025-12-21,224
dataset/train/Greening/2025_12_21_IMG (226).JPG,2025_12_21_IMG (226).JPG,Greening,train,2025-12-21,226
dataset/train/Greening/2025_12_21_IMG (229).JPG,2025_12_21_IMG (229).JPG,Greening,train,2025-12-21,229
dataset/train/Greening/2025_12_21_IMG (23).JPG,2025_12_21_IMG (23).JPG,Greening,train,2025-12-21,23
dataset/train/Greening/2025_12_21_IMG (230).JPG,2025_12_21_IMG (230).JPG,Greening,train,2025-12-21,230
dataset/train/Greening/2025_12_21_IMG (231).JPG,2025_12_21_IMG (231).JPG,Greening,train,2025-12-21,231
dataset/train/Greening/2025_12_21_IMG (235).JPG,2025_12_21_IMG (235).JPG,Greening,train,2025-12-21,235
dataset/train/Greening/2025_12_21_IMG (236).JPG,2025_12_21_IMG (236).JPG,Greening,train,2025-12-21,236
dataset/train/Greening/2025_12_21_IMG (237).JPG,2025_12_21_IMG (237).JPG,Greening,train,2025-12-21,237
dataset/train/Greening/2025_12_21_IMG (238).JPG,2025_12_21_IMG (238).JPG,Greening,train,2025-12-21,238
dataset/train/Greening/2025_12_21_IMG (239).JPG,2025_12_21_IMG (239).JPG,Greening,train,2025-12-21,239
dataset/train/Greening/2025_12_21_IMG (24).JPG,2025_12_21_IMG (24).JPG,Greening,train,2025-12-21,24
dataset/train/Greening/2025_12_21_IMG (240).JPG,2025_12_21_IMG (240).JPG,Greening,train,2025-12-21,240
dataset/train/Greening/2025_12_21_IMG (241).JPG,2025_12_21_IMG (241).JPG,Greening,train,2025-12-21,241
dataset/train/Greening/2025_12_21_IMG (242).JPG,2025_12_21_IMG (242).JPG,Greening,train,2025-12-21,242
dataset/train/Greening/2025_12_21_IMG (243).JPG,2025_12_21_IMG (243).JPG,Greening,train,2025-12-21,243
dataset/train/Greening/2025_12_21_IMG (245).JPG,2025_12_21_IMG (245).JPG,Greening,train,2025-12-21,245
dataset/train/Greening/2025_12_21_IMG (246).JPG,2025_12_21_IMG (246).JPG,Greening,train,2025-12-21,246
dataset/train/Greening/2025_12_21_IMG (247).JPG,2025_12_21_IMG (247).JPG,Greening,train,2025-12-21,247
dataset/train/Greening/2025_12_21_IMG (248).JPG,2025_12_21_IMG (248).JPG,Greening,train,2025-12-21,248
dataset/train/Greening/2025_12_21_IMG (25).JPG,2025_12_21_IMG (25).JPG,Greening,train,2025-12-21,25
dataset/train/Greening/2025_12_21_IMG (250).JPG,2025_12_21_IMG (250).JPG,Greening,train,2025-12-21,250
dataset/train/Greening/2025_12_21_IMG (251).JPG,2025_12_21_IMG (251).JPG,Greening,train,2025-12-21,251
dataset/train/Greening/2025_12_21_IMG (252).JPG,2025_12_21_IMG (252).JPG,Greening,train,2025-12-21,252
dataset/train/Greening/2025_12_21_IMG (253).JPG,2025_12_21_IMG (253).JPG,Greening,train,2025-12-21,253
dataset/train/Greening/2025_12_21_IMG (255).JPG,2025_12_21_IMG (255).JPG,Greening,train,2025-12-21,255
dataset/train/Greening/2025_12_21_IMG (257).JPG,2025_12_21_IMG (257).JPG,Greening,train,2025-12-21,257
dataset/train/Greening/2025_12_21_IMG (259).JPG,2025_12_21_IMG (259).JPG,Greening,train,2025-12-21,259
dataset/train/Greening/2025_12_21_IMG (26).JPG,2025_12_21_IMG (26).JPG,Greening,train,2025-12-21,26
dataset/train/Greening/2025_12_21_IMG (260).JPG,2025_12_21_IMG (260).JPG,Greening,train,2025-12-21,260
dataset/train/Greening/2025_12_21_IMG (261).JPG,2025_12_21_IMG (261).JPG,Greening,train,2025-12-21,261
dataset/train/Greening/2025_12_21_IMG (263).JPG,2025_12_21_IMG (263).JPG,Greening,train,2025-12-21,263
dataset/train/Greening/2025_12_21_IMG (265).JPG,2025_12_21_IMG (265).JPG,Greening,train,2025-12-21,265
dataset/train/Greening/2025_12_21_IMG (268).JPG,2025_12_21_IMG (268).JPG,Greening,train,2025-12-21,268
dataset/train/Greening/2025_12_21_IMG (269).JPG,2025_12_21_IMG (269).JPG,Greening,train,2025-12-21,269
dataset/train/Greening/2025_12_21_IMG (272).JPG,2025_12_21_IMG (272).JPG,Greening,train,2025-12-21,272
dataset/train/Greening/2025_12_21_IMG (275).JPG,2025_12_21_IMG (275).JPG,Greening,train,2025-12-21,275
dataset/train/Greening/2025_12_21_IMG (276).JPG,2025_12_21_IMG (276).JPG,Greening,train,2025-12-21,276
dataset/train/Greening/2025_12_21_IMG (277).JPG,2025_12_21_IMG (277).JPG,Greening,train,2025-12-21,277
dataset/train/Greening/2025_12_21_IMG (278).JPG,2025_12_21_IMG (278).JPG,Greening,train,2025-12-21,278
dataset/train/Greening/2025_12_21_IMG (279).JPG,2025_12_21_IMG (279).JPG,Greening,train,2025-12-21,279
dataset/train/Greening/2025_12_21_IMG (28).JPG,2025_12_21_IMG (28).JPG,Greening,train,2025-12-21,28
dataset/train/Greening/2025_12_21_IMG (280).JPG,2025_12_21_IMG (280).JPG,Greening,train,2025-12-21,280
dataset/train/Greening/2025_12_21_IMG (282).JPG,2025_12_21_IMG (282).JPG,Greening,train,2025-12-21,282
dataset/train/Greening/2025_12_21_IMG (283).JPG,2025_12_21_IMG (283).JPG,Greening,train,2025-12-21,283
dataset/train/Greening/2025_12_21_IMG (285).JPG,2025_12_21_IMG (285).JPG,Greening,train,2025-12-21,285
dataset/train/Greening/2025_12_21_IMG (286).JPG,2025_12_21_IMG (286).JPG,Greening,train,2025-12-21,286
dataset/train/Greening/2025_12_21_IMG (287).JPG,2025_12_21_IMG (287).JPG,Greening,train,2025-12-21,287
dataset/train/Greening/2025_12_21_IMG (288).JPG,2025_12_21_IMG (288).JPG,Greening,train,2025-12-21,288
dataset/train/Greening/2025_12_21_IMG (289).JPG,2025_12_21_IMG (289).JPG,Greening,train,2025-12-21,289
dataset/train/Greening/2025_12_21_IMG (29).JPG,2025_12_21_IMG (29).JPG,Greening,train,2025-12-21,29
dataset/train/Greening/2025_12_21_IMG (290).JPG,2025_12_21_IMG (290).JPG,Greening,train,2025-12-21,290
dataset/train/Greening/2025_12_21_IMG (291).JPG,2025_12_21_IMG (291).JPG,Greening,train,2025-12-21,291
dataset/train/Greening/2025_12_21_IMG (293).JPG,2025_12_21_IMG (293).JPG,Greening,train,2025-12-21,293
dataset/train/Greening/2025_12_21_IMG (295).JPG,2025_12_21_IMG (295).JPG,Greening,train,2025-12-21,295
dataset/train/Greening/2025_12_21_IMG (296).JPG,2025_12_21_IMG (296).JPG,Greening,train,2025-12-21,296
dataset/train/Greening/2025_12_21_IMG (297).JPG,2025_12_21_IMG (297).JPG,Greening,train,2025-12-21,297
dataset/train/Greening/2025_12_21_IMG (298).JPG,2025_12_21_IMG (298).JPG,Greening,train,2025-12-21,298
dataset/train/Greening/2025_12_21_IMG (299).JPG,2025_12_21_IMG (299).JPG,Greening,train,2025-12-21,299
dataset/train/Greening/2025_12_21_IMG (3).JPG,2025_12_21_IMG (3).JPG,Greening,train,2025-12-21,3
dataset/train/Greening/2025_12_21_IMG (30).JPG,2025_12_21_IMG (30).JPG,Greening,train,2025-12-21,30
dataset/train/Greening/2025_12_21_IMG (300).JPG,2025_12_21_IMG (300).JPG,Greening,train,2025-12-21,300
dataset/train/Greening/2025_12_21_IMG (301).JPG,2025_12_21_IMG (301).JPG,Greening,train,2025-12-21,301
dataset/train/Greening/2025_12_21_IMG (302).JPG,2025_12_21_IMG (302).JPG,Greening,train,2025-12-21,302
dataset/train/Greening/2025_12_21_IMG (303).JPG,2025_12_21_IMG (303).JPG,Greening,train,2025-12-21,303
dataset/train/Greening/2025_12_21_IMG (304).JPG,2025_12_21_IMG (304).JPG,Greening,train,2025-12-21,304
dataset/train/Greening/2025_12_21_IMG (306).JPG,2025_12_21_IMG (306).JPG,Greening,train,2025-12-21,306
dataset/train/Greening/2025_12_21_IMG (307).JPG,2025_12_21_IMG (307).JPG,Greening,train,2025-12-21,307
dataset/train/Greening/2025_12_21_IMG (309).JPG,2025_12_21_IMG (309).JPG,Greening,train,2025-12-21,309
dataset/train/Greening/2025_12_21_IMG (312).JPG,2025_12_21_IMG (312).JPG,Greening,train,2025-12-21,312
dataset/train/Greening/2025_12_21_IMG (313).JPG,2025_12_21_IMG (313).JPG,Greening,train,2025-12-21,313
dataset/train/Greening/2025_12_21_IMG (314).JPG,2025_12_21_IMG (314).JPG,Greening,train,2025-12-21,314
dataset/train/Greening/2025_12_21_IMG (315).JPG,2025_12_21_IMG (315).JPG,Greening,train,2025-12-21,315
dataset/train/Greening/2025_12_21_IMG (316).JPG,2025_12_21_IMG (316).JPG,Greening,train,2025-12-21,316
dataset/train/Greening/2025_12_21_IMG (317).JPG,2025_12_21_IMG (317).JPG,Greening,train,2025-12-21,317
dataset/train/Greening/2025_12_21_IMG (318).JPG,2025_12_21_IMG (318).JPG,Greening,train,2025-12-21,318
dataset/train/Greening/2025_12_21_IMG (319).JPG,2025_12_21_IMG (319).JPG,Greening,train,2025-12-21,319
dataset/train/Greening/2025_12_21_IMG (32).JPG,2025_12_21_IMG (32).JPG,Greening,train,2025-12-21,32
dataset/train/Greening/2025_12_21_IMG (320).JPG,2025_12_21_IMG (320).JPG,Greening,train,2025-12-21,320
dataset/train/Greening/2025_12_21_IMG (322).JPG,2025_12_21_IMG (322).JPG,Greening,train,2025-12-21,322
dataset/train/Greening/2025_12_21_IMG (323).JPG,2025_12_21_IMG (323).JPG,Greening,train,2025-12-21,323
dataset/train/Greening/2025_12_21_IMG (324).JPG,2025_12_21_IMG (324).JPG,Greening,train,2025-12-21,324
dataset/train/Greening/2025_12_21_IMG (325).JPG,2025_12_21_IMG (325).JPG,Greening,train,2025-12-21,325
dataset/train/Greening/2025_12_21_IMG (326).JPG,2025_12_21_IMG (326).JPG,Greening,train,2025-12-21,326
dataset/train/Greening/2025_12_21_IMG (327).JPG,2025_12_21_IMG (327).JPG,Greening,train,2025-12-21,327
dataset/train/Greening/2025_12_21_IMG (328).JPG,2025_12_21_IMG (328).JPG,Greening,train,2025-12-21,328
dataset/train/Greening/2025_12_21_IMG (33).JPG,2025_12_21_IMG (33).JPG,Greening,train,2025-12-21,33
dataset/train/Greening/2025_12_21_IMG (330).JPG,2025_12_21_IMG (330).JPG,Greening,train,2025-12-21,330
dataset/train/Greening/2025_12_21_IMG (332).JPG,2025_12_21_IMG (332).JPG,Greening,train,2025-12-21,332
dataset/train/Greening/2025_12_21_IMG (333).JPG,2025_12_21_IMG (333).JPG,Greening,train,2025-12-21,333
dataset/train/Greening/2025_12_21_IMG (334).JPG,2025_12_21_IMG (334).JPG,Greening,train,2025-12-21,334
dataset/train/Greening/2025_12_21_IMG (336).JPG,2025_12_21_IMG (336).JPG,Greening,train,2025-12-21,336
dataset/train/Greening/2025_12_21_IMG (338).JPG,2025_12_21_IMG (338).JPG,Greening,train,2025-12-21,338
dataset/train/Greening/2025_12_21_IMG (34).JPG,2025_12_21_IMG (34).JPG,Greening,train,2025-12-21,34
dataset/train/Greening/2025_12_21_IMG (340).JPG,2025_12_21_IMG (340).JPG,Greening,train,2025-12-21,340
dataset/train/Greening/2025_12_21_IMG (341).JPG,2025_12_21_IMG (341).JPG,Greening,train,2025-12-21,341
dataset/train/Greening/2025_12_21_IMG (342).JPG,2025_12_21_IMG (342).JPG,Greening,train,2025-12-21,342
dataset/train/Greening/2025_12_21_IMG (343).JPG,2025_12_21_IMG (343).JPG,Greening,train,2025-12-21,343
dataset/train/Greening/2025_12_21_IMG (344).JPG,2025_12_21_IMG (344).JPG,Greening,train,2025-12-21,344
dataset/train/Greening/2025_12_21_IMG (347).JPG,2025_12_21_IMG (347).JPG,Greening,train,2025-12-21,347
dataset/train/Greening/2025_12_21_IMG (348).JPG,2025_12_21_IMG (348).JPG,Greening,train,2025-12-21,348
dataset/train/Greening/2025_12_21_IMG (349).JPG,2025_12_21_IMG (349).JPG,Greening,train,2025-12-21,349
dataset/train/Greening/2025_12_21_IMG (35).JPG,2025_12_21_IMG (35).JPG,Greening,train,2025-12-21,35
dataset/train/Greening/2025_12_21_IMG (36).JPG,2025_12_21_IMG (36).JPG,Greening,train,2025-12-21,36
dataset/train/Greening/2025_12_21_IMG (37).JPG,2025_12_21_IMG (37).JPG,Greening,train,2025-12-21,37
dataset/train/Greening/2025_12_21_IMG (39).JPG,2025_12_21_IMG (39).JPG,Greening,train,2025-12-21,39
dataset/train/Greening/2025_12_21_IMG (40).JPG,2025_12_21_IMG (40).JPG,Greening,train,2025-12-21,40
dataset/train/Greening/2025_12_21_IMG (41).JPG,2025_12_21_IMG (41).JPG,Greening,train,2025-12-21,41
dataset/train/Greening/2025_12_21_IMG (44).JPG,2025_12_21_IMG (44).JPG,Greening,train,2025-12-21,44
dataset/train/Greening/2025_12_21_IMG (45).JPG,2025_12_21_IMG (45).JPG,Greening,train,2025-12-21,45
dataset/train/Greening/2025_12_21_IMG (46).JPG,2025_12_21_IMG (46).JPG,Greening,train,2025-12-21,46
dataset/train/Greening/2025_12_21_IMG (47).JPG,2025_12_21_IMG (47).JPG,Greening,train,2025-12-21,47
dataset/train/Greening/2025_12_21_IMG (48).JPG,2025_12_21_IMG (48).JPG,Greening,train,2025-12-21,48
dataset/train/Greening/2025_12_21_IMG (49).JPG,2025_12_21_IMG (49).JPG,Greening,train,2025-12-21,49
dataset/train/Greening/2025_12_21_IMG (50).JPG,2025_12_21_IMG (50).JPG,Greening,train,2025-12-21,50
dataset/train/Greening/2025_12_21_IMG (52).JPG,2025_12_21_IMG (52).JPG,Greening,train,2025-12-21,52
dataset/train/Greening/2025_12_21_IMG (53).JPG,2025_12_21_IMG (53).JPG,Greening,train,2025-12-21,53
dataset/train/Greening/2025_12_21_IMG (54).JPG,2025_12_21_IMG (54).JPG,Greening,train,2025-12-21,54
dataset/train/Greening/2025_12_21_IMG (58).JPG,2025_12_21_IMG (58).JPG,Greening,train,2025-12-21,58
dataset/train/Greening/2025_12_21_IMG (59).JPG,2025_12_21_IMG (59).JPG,Greening,train,2025-12-21,59
dataset/train/Greening/2025_12_21_IMG (6).JPG,2025_12_21_IMG (6).JPG,Greening,train,2025-12-21,6
dataset/train/Greening/2025_12_21_IMG (62).JPG,2025_12_21_IMG (62).JPG,Greening,train,2025-12-21,62
dataset/train/Greening/2025_12_21_IMG (63).JPG,2025_12_21_IMG (63).JPG,Greening,train,2025-12-21,63
dataset/train/Greening/2025_12_21_IMG (65).JPG,2025_12_21_IMG (65).JPG,Greening,train,2025-12-21,65
dataset/train/Greening/2025_12_21_IMG (66).JPG,2025_12_21_IMG (66).JPG,Greening,train,2025-12-21,66
dataset/train/Greening/2025_12_21_IMG (67).JPG,2025_12_21_IMG (67).JPG,Greening,train,2025-12-21,67
dataset/train/Greening/2025_12_21_IMG (68).JPG,2025_12_21_IMG (68).JPG,Greening,train,2025-12-21,68
dataset/train/Greening/2025_12_21_IMG (69).JPG,2025_12_21_IMG (69).JPG,Greening,train,2025-12-21,69
dataset/train/Greening/2025_12_21_IMG (70).JPG,2025_12_21_IMG (70).JPG,Greening,train,2025-12-21,70
dataset/train/Greening/2025_12_21_IMG (71).JPG,2025_12_21_IMG (71).JPG,Greening,train,2025-12-21,71
dataset/train/Greening/2025_12_21_IMG (72).JPG,2025_12_21_IMG (72).JPG,Greening,train,2025-12-21,72
dataset/train/Greening/2025_12_21_IMG (73).JPG,2025_12_21_IMG (73).JPG,Greening,train,2025-12-21,73
dataset/train/Greening/2025_12_21_IMG (78).JPG,2025_12_21_IMG (78).JPG,Greening,train,2025-12-21,78
dataset/train/Greening/2025_12_21_IMG (8).JPG,2025_12_21_IMG (8).JPG,Greening,train,2025-12-21,8
dataset/train/Greening/2025_12_21_IMG (80).JPG,2025_12_21_IMG (80).JPG,Greening,train,2025-12-21,80
dataset/train/Greening/2025_12_21_IMG (81).JPG,2025_12_21_IMG (81).JPG,Greening,train,2025-12-21,81
dataset/train/Greening/2025_12_21_IMG (82).JPG,2025_12_21_IMG (82).JPG,Greening,train,2025-12-21,82
dataset/train/Greening/2025_12_21_IMG (83).JPG,2025_12_21_IMG (83).JPG,Greening,train,2025-12-21,83
dataset/train/Greening/2025_12_21_IMG (85).JPG,2025_12_21_IMG (85).JPG,Greening,train,2025-12-21,85
dataset/train/Greening/2025_12_21_IMG (87).JPG,2025_12_21_IMG (87).JPG,Greening,train,2025-12-21,87
dataset/train/Greening/2025_12_21_IMG (9).JPG,2025_12_21_IMG (9).JPG,Greening,train,2025-12-21,9
dataset/train/Greening/2025_12_21_IMG (90).JPG,2025_12_21_IMG (90).JPG,Greening,train,2025-12-21,90
dataset/train/Greening/2025_12_21_IMG (93).JPG,2025_12_21_IMG (93).JPG,Greening,train,2025-12-21,93
dataset/train/Greening/2025_12_21_IMG (94).JPG,2025_12_21_IMG (94).JPG,Greening,train,2025-12-21,94
dataset/train/Greening/2025_12_21_IMG (96).JPG,2025_12_21_IMG (96).JPG,Greening,train,2025-12-21,96
dataset/train/Greening/2025_12_21_IMG (97).JPG,2025_12_21_IMG (97).JPG,Greening,train,2025-12-21,97
dataset/train/Greening/2025_12_21_IMG (98).JPG,2025_12_21_IMG (98).JPG,Greening,train,2025-12-21,98
dataset/train/Greening/2025_12_21_IMG (99).JPG,2025_12_21_IMG (99).JPG,Greening,train,2025-12-21,99
dataset/train/Healthy leaf/2025_11_21_IMG (1).JPG,2025_11_21_IMG (1).JPG,Healthy leaf,train,2025-11-21,1
dataset/train/Healthy leaf/2025_11_21_IMG (10).JPG,2025_11_21_IMG (10).JPG,Healthy leaf,train,2025-11-21,10
dataset/train/Healthy leaf/2025_11_21_IMG (100).JPG,2025_11_21_IMG (100).JPG,Healthy leaf,train,2025-11-21,100
dataset/train/Healthy leaf/2025_11_21_IMG (102).JPG,2025_11_21_IMG (102).JPG,Healthy leaf,train,2025-11-21,102
dataset/train/Healthy leaf/2025_11_21_IMG (103).JPG,2025_11_21_IMG (103).JPG,Healthy leaf,train,2025-11-21,103
dataset/train/Healthy leaf/2025_11_21_IMG (104).JPG,2025_11_21_IMG (104).JPG,Healthy leaf,train,2025-11-21,104
dataset/train/Healthy leaf/2025_11_21_IMG (105).JPG,2025_11_21_IMG (105).JPG,Healthy leaf,train,2025-11-21,105
dataset/train/Healthy leaf/2025_11_21_IMG (106).JPG,2025_11_21_IMG (106).JPG,Healthy leaf,train,2025-11-21,106
dataset/train/Healthy leaf/2025_11_21_IMG (107).JPG,2025_11_21_IMG (107).JPG,Healthy leaf,train,2025-11-21,107
dataset/train/Healthy leaf/2025_11_21_IMG (108).JPG,2025_11_21_IMG (108).JPG,Healthy leaf,train,2025-11-21,108
dataset/train/Healthy leaf/2025_11_21_IMG (111).JPG,2025_11_21_IMG (111).JPG,Healthy leaf,train,2025-11-21,111
dataset/train/Healthy leaf/2025_11_21_IMG (116).JPG,2025_11_21_IMG (116).JPG,Healthy leaf,train,2025-11-21,116
dataset/train/Healthy leaf/2025_11_21_IMG (118).JPG,2025_11_21_IMG (118).JPG,Healthy leaf,train,2025-11-21,118
dataset/train/Healthy leaf/2025_11_21_IMG (12).JPG,2025_11_21_IMG (12).JPG,Healthy leaf,train,2025-11-21,12
dataset/train/Healthy leaf/2025_11_21_IMG (120).JPG,2025_11_21_IMG (120).JPG,Healthy leaf,train,2025-11-21,120
dataset/train/Healthy leaf/2025_11_21_IMG (122).JPG,2025_11_21_IMG (122).JPG,Healthy leaf,train,2025-11-21,122
dataset/train/Healthy leaf/2025_11_21_IMG (123).JPG,2025_11_21_IMG (123).JPG,Healthy leaf,train,2025-11-21,123
dataset/train/Healthy leaf/2025_11_21_IMG (124).JPG,2025_11_21_IMG (124).JPG,Healthy leaf,train,2025-11-21,124
dataset/train/Healthy leaf/2025_11_21_IMG (125).JPG,2025_11_21_IMG (125).JPG,Healthy leaf,train,2025-11-21,125
dataset/train/Healthy leaf/2025_11_21_IMG (126).JPG,2025_11_21_IMG (126).JPG,Healthy leaf,train,2025-11-21,126
dataset/train/Healthy leaf/2025_11_21_IMG (127).JPG,2025_11_21_IMG (127).JPG,Healthy leaf,train,2025-11-21,127
dataset/train/Healthy leaf/2025_11_21_IMG (128).JPG,2025_11_21_IMG (128).JPG,Healthy leaf,train,2025-11-21,128
dataset/train/Healthy leaf/2025_11_21_IMG (129).JPG,2025_11_21_IMG (129).JPG,Healthy leaf,train,2025-11-21,129
dataset/train/Healthy leaf/2025_11_21_IMG (13).JPG,2025_11_21_IMG (13).JPG,Healthy leaf,train,2025-11-21,13
dataset/train/Healthy leaf/2025_11_21_IMG (130).JPG,2025_11_21_IMG (130).JPG,Healthy leaf,train,2025-11-21,130
dataset/train/Healthy leaf/2025_11_21_IMG (131).JPG,2025_11_21_IMG (131).JPG,Healthy leaf,train,2025-11-21,131
dataset/train/Healthy leaf/2025_11_21_IMG (132).JPG,2025_11_21_IMG (132).JPG,Healthy leaf,train,2025-11-21,132
dataset/train/Healthy leaf/2025_11_21_IMG (133).JPG,2025_11_21_IMG (133).JPG,Healthy leaf,train,2025-11-21,133
dataset/train/Healthy leaf/2025_11_21_IMG (134).JPG,2025_11_21_IMG (134).JPG,Healthy leaf,train,2025-11-21,134
dataset/train/Healthy leaf/2025_11_21_IMG (137).JPG,2025_11_21_IMG (137).JPG,Healthy leaf,train,2025-11-21,137
dataset/train/Healthy leaf/2025_11_21_IMG (14).JPG,2025_11_21_IMG (14).JPG,Healthy leaf,train,2025-11-21,14
dataset/train/Healthy leaf/2025_11_21_IMG (140).JPG,2025_11_21_IMG (140).JPG,Healthy leaf,train,2025-11-21,140
dataset/train/Healthy leaf/2025_11_21_IMG (142).JPG,2025_11_21_IMG (142).JPG,Healthy leaf,train,2025-11-21,142
dataset/train/Healthy leaf/2025_11_21_IMG (144).JPG,2025_11_21_IMG (144).JPG,Healthy leaf,train,2025-11-21,144
dataset/train/Healthy leaf/2025_11_21_IMG (145).JPG,2025_11_21_IMG (145).JPG,Healthy leaf,train,2025-11-21,145
dataset/train/Healthy leaf/2025_11_21_IMG (148).JPG,2025_11_21_IMG (148).JPG,Healthy leaf,train,2025-11-21,148
dataset/train/Healthy leaf/2025_11_21_IMG (149).JPG,2025_11_21_IMG (149).JPG,Healthy leaf,train,2025-11-21,149
dataset/train/Healthy leaf/2025_11_21_IMG (153).JPG,2025_11_21_IMG (153).JPG,Healthy leaf,train,2025-11-21,153
dataset/train/Healthy leaf/2025_11_21_IMG (154).JPG,2025_11_21_IMG (154).JPG,Healthy leaf,train,2025-11-21,154
dataset/train/Healthy leaf/2025_11_21_IMG (157).JPG,2025_11_21_IMG (157).JPG,Healthy leaf,train,2025-11-21,157
dataset/train/Healthy leaf/2025_11_21_IMG (158).JPG,2025_11_21_IMG (158).JPG,Healthy leaf,train,2025-11-21,158
dataset/train/Healthy leaf/2025_11_21_IMG (159).JPG,2025_11_21_IMG (159).JPG,Healthy leaf,train,2025-11-21,159
dataset/train/Healthy leaf/2025_11_21_IMG (16).JPG,2025_11_21_IMG (16).JPG,Healthy leaf,train,2025-11-21,16
dataset/train/Healthy leaf/2025_11_21_IMG (162).JPG,2025_11_21_IMG (162).JPG,Healthy leaf,train,2025-11-21,162
