filepath,filename,class,current_split,sha256,visual_group_id,visual_group_size,capture_sequence_id,review_status
dataset/train/Citrus pest/2025_12_20_IMG (129).JPG,2025_12_20_IMG (129).JPG,Citrus pest,train,7011b47020f27e4ee2afd58d4f4fed8e8a629d5b550fdae39696c37bc54c42e3,cluster_1035,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (130).JPG,2025_12_20_IMG (130).JPG,Citrus pest,train,340529a3fc5df08a847b00b75a7eb35611dcfc2fd52dfdc40952886b0a2e10f7,cluster_1036,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (131).JPG,2025_12_20_IMG (131).JPG,Citrus pest,train,838ac0228cb0dcd68fc91ed5c19bfa7d279dec4a3c88ad12e4057d63653b7375,cluster_1037,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (132).JPG,2025_12_20_IMG (132).JPG,Citrus pest,train,532cb01d5752d593d5cdc474184991345ed2a073aa5c6f0086da472d405b2459,cluster_1038,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (134).JPG,2025_12_20_IMG (134).JPG,Citrus pest,train,82a506be02aa8ba8eedf63556833332f802475d7e2e6c4d5ac82478b42e4aed0,cluster_1039,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (137).JPG,2025_12_20_IMG (137).JPG,Citrus pest,train,2f22aa6cbcba27d5c5cde5c33fbd79340e0e618e96b341a8b22934bbe291d478,cluster_1040,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (138).JPG,2025_12_20_IMG (138).JPG,Citrus pest,train,ed706c39ffcbc86cab319a82ac18ad596a4bf03170b60fca2daeebe5f0c13907,cluster_1041,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (139).JPG,2025_12_20_IMG (139).JPG,Citrus pest,train,da442f3fce5b86021e37efa5c88044555fb45eac98cbe55ba9e8d985f4b71a04,cluster_1042,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (141).JPG,2025_12_20_IMG (141).JPG,Citrus pest,train,a71468ff0cf70aa80ff2397a5d2e180f14e042ab967b235a09cb1f965baed875,cluster_1043,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (142).JPG,2025_12_20_IMG (142).JPG,Citrus pest,train,57d6babdb933b56369b9e54e08648c73486e386927aa151301a52f753382ab54,cluster_1044,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (143).JPG,2025_12_20_IMG (143).JPG,Citrus pest,train,11f13cb3fbb03fc4571afd30c616d93097816107e492d678421d6961b117f63d,cluster_1045,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (145).JPG,2025_12_20_IMG (145).JPG,Citrus pest,train,159315b105371b50ee0a582b8a9585f729982a601e7894da8d6e04d64570f55d,cluster_1046,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (148).JPG,2025_12_20_IMG (148).JPG,Citrus pest,train,1b617b9eb21ce4589db25992458583d0a76e8c7728b58f69c6246219f3389a02,cluster_1047,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (150).JPG,2025_12_20_IMG (150).JPG,Citrus pest,train,741013d24f6a147ad0688df574665f36c2c37b6a982b7cafa249bc02f53c2ff0,cluster_1048,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (153).JPG,2025_12_20_IMG (153).JPG,Citrus pest,train,0f00fb1567b67b4c60f1b3f5fb3ba059ee590cd0cf1f9c8929a1aceac71e527d,cluster_1049,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (154).JPG,2025_12_20_IMG (154).JPG,Citrus pest,train,88e10ee8d921b9c42fc316561f96e2ee86e61a1f18d9cb88a4b6b157c54c1227,cluster_1050,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (155).JPG,2025_12_20_IMG (155).JPG,Citrus pest,train,ec79c1053f9d2d3716367c3ffa0004f397f44bf44548df4c473af98d6d9b37c4,cluster_1051,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (156).JPG,2025_12_20_IMG (156).JPG,Citrus pest,train,1503bba1df561d051d6f3d35ec58ec3e83ff56b7514686dc81203b23736cd631,cluster_1052,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (158).JPG,2025_12_20_IMG (158).JPG,Citrus pest,train,0cb7e48467336376600214a7e8b1d9a760bbba12a68e33e64889707a21d4b324,cluster_1053,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (159).JPG,2025_12_20_IMG (159).JPG,Citrus pest,train,86c5a96bb586da717e1e37b732ae96b6fa2335bb5e89a1f0e7ad50d0c0e09fc5,cluster_1054,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (160).JPG,2025_12_20_IMG (160).JPG,Citrus pest,train,fae3b0912395188169fe1fbe02b97bd331b5899fee760b417a17920b0853b001,cluster_1055,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (161).JPG,2025_12_20_IMG (161).JPG,Citrus pest,train,00fcf815da024ec4f62b037e2f8d709d3886016077e0ac9f6c096ae488c88bcc,cluster_1056,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (162).JPG,2025_12_20_IMG (162).JPG,Citrus pest,train,09efc301bd5dcb4e79e8d55ed6851f463768e8cd131056842097accfe539cfa6,cluster_1057,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (164).JPG,2025_12_20_IMG (164).JPG,Citrus pest,train,90e46529b05fc8c938fe5634cbc4dc21cbf9672b4d24b2d42d36153ac2131b7b,cluster_1058,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (165).JPG,2025_12_20_IMG (165).JPG,Citrus pest,train,ecfdbeaa9ff39d47f99ccff051ea0c6530d4e0b4e273b7f3a71384ccde411f65,cluster_1059,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (166).JPG,2025_12_20_IMG (166).JPG,Citrus pest,train,f6469222d1355d0b0d2217b20be274da40ea53480f2a77ab85352984d6e9c7aa,cluster_1060,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (167).JPG,2025_12_20_IMG (167).JPG,Citrus pest,train,2a632f5d5cdec26b9144c355c12d6628e168010b517ca6860b80dd03462635ad,cluster_1061,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (168).JPG,2025_12_20_IMG (168).JPG,Citrus pest,train,afe8a1b460207f25a2b21dcaa1cae80a6152af8b8dc762d513ea1a6ad04588de,cluster_1062,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (169).JPG,2025_12_20_IMG (169).JPG,Citrus pest,train,06eba7298b0da1dde8ce6dfc8eca6cb6546742fa5cca41b4ecc51f333d90b84d,cluster_1063,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (172).JPG,2025_12_20_IMG (172).JPG,Citrus pest,train,32ba575d8bf25b29a9bf211b6e57bb991417f886e3c8dfdba29624e566a7cdc1,cluster_1064,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (174).JPG,2025_12_20_IMG (174).JPG,Citrus pest,train,161dc745af3c9e3df356f8e4753888595c80b8d147c360403c189fe030c17f85,cluster_1065,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (175).JPG,2025_12_20_IMG (175).JPG,Citrus pest,train,8749ca89ceada87800591e1c40331a54479634326b626ea64cd4a36769e098a5,cluster_1066,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (176).JPG,2025_12_20_IMG (176).JPG,Citrus pest,train,159557bd9863ad443d73dd1006ea48b26b8b9970df7c3a43308899b9743f9668,cluster_1067,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (177).JPG,2025_12_20_IMG (177).JPG,Citrus pest,train,8dc7ed63ae76eaf306c2c30a460e7d31cadc6858866d9c8ea902bf029c4db975,cluster_1068,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (178).JPG,2025_12_20_IMG (178).JPG,Citrus pest,train,28568a9ef5a38ff4d2d890bdfc1aefbf956409e75a4652afdd68d4d5ee451917,cluster_1069,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (18).JPG,2025_12_20_IMG (18).JPG,Citrus pest,train,8cc0819cfe9a3016352f4644f1945c3a6c19597f39ff0059757eafe5681fa3db,cluster_1070,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (181).JPG,2025_12_20_IMG (181).JPG,Citrus pest,train,490f354c13efed0c77555786c5364b53fe0814233ba0a4ea85346256d4f4e8ca,cluster_1071,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (183).JPG,2025_12_20_IMG (183).JPG,Citrus pest,train,83bf93409d54bb2b53e554f825d6d4d192ea921448e68f1b6e6516e08d532beb,cluster_1072,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (184).JPG,2025_12_20_IMG (184).JPG,Citrus pest,train,1c943041157603237e03fb545610a94b920161d1fc1c301619fdcc38848c373d,cluster_1073,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (185).JPG,2025_12_20_IMG (185).JPG,Citrus pest,train,75055e42620ca2944146f6a3ad0fc6a2388b8f422ea2bca737ca2824fa4c0450,cluster_1074,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (187).JPG,2025_12_20_IMG (187).JPG,Citrus pest,train,da0c50de9af004a47e207db3e3120b9a9f351e2cc44c45ef332a38460736da1e,cluster_1075,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (188).JPG,2025_12_20_IMG (188).JPG,Citrus pest,train,b2bf5ddfc077bed807a05ad697f5b2b99fbd6f527eb5092fc060617b5577c650,cluster_1076,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (189).JPG,2025_12_20_IMG (189).JPG,Citrus pest,train,2d9dd0787c45112aadd1ff81f32f72638afd0a21bf2726bd6e49f69cfc189fe4,cluster_1077,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (19).JPG,2025_12_20_IMG (19).JPG,Citrus pest,train,e97017411cd4b561ba0e4b6d9b68fa01234eb17859175b9fdfc906a82e83b619,cluster_1078,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (190).JPG,2025_12_20_IMG (190).JPG,Citrus pest,train,263ca295a921495c2e16b6b677f6890b0aa9353d492b820a55bcb7141ead85a8,cluster_1079,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (191).JPG,2025_12_20_IMG (191).JPG,Citrus pest,train,8ce5f1dac83bbf70cca7b3987a25a2d9a724cd3304f14c04068b59410d99cc4f,cluster_1080,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (192).JPG,2025_12_20_IMG (192).JPG,Citrus pest,train,b69b697b5e7d7ccb5877a49ee6ea11c75d94afd5c4f98c2b2b217f399d3e5258,cluster_1081,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (193).JPG,2025_12_20_IMG (193).JPG,Citrus pest,train,7409257c14c8565b51b1cb81c43a4405d776ee868a7ef2e2e8146bc622eff095,cluster_1082,1,,uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (194).JPG,2025_12_20_IMG (194).JPG,Citrus pest,train,8bc4f7e480ccdf40adae648a408b479b0cd72ba9ad4554005c50bac8201a8f68,cluster_1083,1,sequence_0236,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (195).JPG,2025_12_20_IMG (195).JPG,Citrus pest,train,5d4677b0e6f350020ff079ffb6208aa2d4d3068eb75ea8faf611333c98987331,cluster_1084,1,sequence_0236,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (197).JPG,2025_12_20_IMG (197).JPG,Citrus pest,train,b51181b49ce387c4ebc97cdff08e1b4ca737d07415b223c6a0add0fb724b7505,cluster_1085,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (198).JPG,2025_12_20_IMG (198).JPG,Citrus pest,train,8f39117378ad109a203eb5442c6993e2ba95273b08cbbc5729570135f8738113,cluster_1086,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (20).JPG,2025_12_20_IMG (20).JPG,Citrus pest,train,26baf397571f9894499199cc870c3f4c9064bc75a3bc6484d4190e81c45531d1,cluster_1087,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (200).JPG,2025_12_20_IMG (200).JPG,Citrus pest,train,19f401d65822636fcea46d3c0277c65587d677299731a7b3d3d95bac19b0bec3,cluster_1088,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (201).JPG,2025_12_20_IMG (201).JPG,Citrus pest,train,a0632443d912c121918e44808984ab517f8851e8143d7f960d9b1ab8ae3779d3,cluster_1089,1,sequence_0237,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (202).JPG,2025_12_20_IMG (202).JPG,Citrus pest,train,59f325a719339cf86f2873344268f99625b27f70986ef2b8cf6958801b346c4c,cluster_1090,1,sequence_0237,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (203).JPG,2025_12_20_IMG (203).JPG,Citrus pest,train,adf7d1b0a5ebdc17eb3d8890f9bff2f433a9937794ce70603a94ca64f5e29196,cluster_1091,1,sequence_0237,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (206).JPG,2025_12_20_IMG (206).JPG,Citrus pest,train,45082f76a1884c9bbd1ac63ee539b964aa1346e637045add314489dd561e4550,cluster_1092,1,sequence_0056,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (21).JPG,2025_12_20_IMG (21).JPG,Citrus pest,train,20797fed9351b5ef726781fa39b02053e2c58ef46d2429badc97fa47fe7c1380,cluster_1093,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (211).JPG,2025_12_20_IMG (211).JPG,Citrus pest,train,4da59f5b7de0e5b43088601cbcda2dba05a0fa7f236270ea02d6b79d58660214,cluster_1094,1,sequence_0057,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (214).JPG,2025_12_20_IMG (214).JPG,Citrus pest,train,7612312ded1becc4091f62a42af9cb2ed7eb84e9cd6f658f4e35d1160830c10f,cluster_1095,1,sequence_0058,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (216).JPG,2025_12_20_IMG (216).JPG,Citrus pest,train,5845705bfb5740805f2328dfdf2f2727006df65cc82070983ca35c45d8bc44f8,cluster_1096,1,,uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (217).JPG,2025_12_20_IMG (217).JPG,Citrus pest,train,5877e54b5689751f94a2422ae62e86f5f01b09c63af039a494b21a7918b4bebb,cluster_1097,1,sequence_0238,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (218).JPG,2025_12_20_IMG (218).JPG,Citrus pest,train,13dffa4bd8c34a05d663c8eeefc64f64f451a60781bfa442a28d9c480d0eeae7,cluster_1098,1,sequence_0238,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (219).JPG,2025_12_20_IMG (219).JPG,Citrus pest,train,bcaa1b9f103c566690bc5f19c53454a830298a3364a7e1c1e40c6c15dc1734cd,cluster_1099,1,sequence_0238,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (22).JPG,2025_12_20_IMG (22).JPG,Citrus pest,train,733d7491dc79689abe3636372d2db539ab9f86267f50e3580a7a1f462dd8e888,cluster_1100,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (222).JPG,2025_12_20_IMG (222).JPG,Citrus pest,train,49d42aa6a1daeafd848a5291776d4fca2708cc33199f7b989dbcecaf16d1a092,cluster_1101,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (223).JPG,2025_12_20_IMG (223).JPG,Citrus pest,train,6a931e17498bc9d02b97a68df80a78a73aed9863bac5bd12c628023439ca746f,cluster_1102,1,,uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (224).JPG,2025_12_20_IMG (224).JPG,Citrus pest,train,87ef9e09da2a3110b8eb91b2742f524956b2b8b1af4a9e9efc60db70263cb8c2,cluster_1103,1,,uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (225).JPG,2025_12_20_IMG (225).JPG,Citrus pest,train,117f7fe1dc83f8c29de4c99585af2eadb7bd935f96166a1142c17ccc1d267528,cluster_1104,1,sequence_0239,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (226).JPG,2025_12_20_IMG (226).JPG,Citrus pest,train,4c35a55442e86bc1798f2aead80d0a8d5b325f94ca7aa3d68d8bd55a6ce5f99e,cluster_1105,1,sequence_0239,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (227).JPG,2025_12_20_IMG (227).JPG,Citrus pest,train,a3016c8ed517a98179b69ac36c990f209ed626c50a3d06939997660f3e2fe2d7,cluster_1106,1,sequence_0239,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (228).JPG,2025_12_20_IMG (228).JPG,Citrus pest,train,32ed7b4c87c3d1aef507374a3739a1f1f262e358c1f8b6aa408613219976aefd,cluster_1107,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (233).JPG,2025_12_20_IMG (233).JPG,Citrus pest,train,890e3c836ad870cbb2e6c59f21c4daef558e6d4ef8a55f8b66e867ead7927693,cluster_1108,1,sequence_0060,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (235).JPG,2025_12_20_IMG (235).JPG,Citrus pest,train,3cd71ac632093584aa3ba79cf4cac78182512262bc4bb2c26a5bfc49cbc0de30,cluster_1109,1,sequence_0060,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (237).JPG,2025_12_20_IMG (237).JPG,Citrus pest,train,64db9f31f512a7fa8a92bc5f107afa6fac4ad97c8c7cc8544bb9532ae419373b,cluster_1110,1,sequence_0061,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (238).JPG,2025_12_20_IMG (238).JPG,Citrus pest,train,41a1568edb3637b0d4c8e0d1d836eac64c6244edb5b595d8ac68d8f8128392b2,cluster_1111,1,sequence_0061,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (239).JPG,2025_12_20_IMG (239).JPG,Citrus pest,train,1c1f02c45a394b893bff8e15a0b38e653253a2aa45c472d95faf7b1c725b0b7a,cluster_1112,1,,uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (24).JPG,2025_12_20_IMG (24).JPG,Citrus pest,train,dfb1da9e8e83cb196a7dec6a92bf793557fe505e71520529da4e3525f4901c36,cluster_1113,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (240).JPG,2025_12_20_IMG (240).JPG,Citrus pest,train,d8b2b90fec795c2aa8a9c2051aeba3d32059b4620f2fcc94b03dc58a85eb597e,cluster_1114,1,,uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (242).JPG,2025_12_20_IMG (242).JPG,Citrus pest,train,3feb3615c8e3aadead68c8b7482c444389350f77263da9fe012d18cce6e48e7c,cluster_1115,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (244).JPG,2025_12_20_IMG (244).JPG,Citrus pest,train,1e8d24ce938de9aa72fd5659dd500271b16b69acb096fc12d557df08d924ffbf,cluster_1116,1,sequence_0062,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (245).JPG,2025_12_20_IMG (245).JPG,Citrus pest,train,06941bfe1abe640c6e2d4deae3ea3b91a0a4b7aca9f8f0c89bcc8f3f6737dc06,cluster_1117,1,sequence_0062,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (246).JPG,2025_12_20_IMG (246).JPG,Citrus pest,train,f7d8110456122da80c25bd508e16c5c76ed708250fc6d4e41131ca29ca6e350f,cluster_1118,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (247).JPG,2025_12_20_IMG (247).JPG,Citrus pest,train,5ae9c813d079d4f51d779f757424c49bfaf0819f67b13fb099557f66c2778bc1,cluster_1119,1,,uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (248).JPG,2025_12_20_IMG (248).JPG,Citrus pest,train,7cb666085c7a85e8fb8e9a9f1dfd80c6ce5c442215385d80cbacd75034ab019e,cluster_1120,1,,uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (249).JPG,2025_12_20_IMG (249).JPG,Citrus pest,train,a9a1bd29df64da90121a87f26a61bc2de6af1f2e83bc5f0cb42d74ba7791bd56,cluster_1121,1,,uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (25).JPG,2025_12_20_IMG (25).JPG,Citrus pest,train,fb010dde4a22560d0c584c39bfd7bc7a47ae99176204c2190dc85585588bc3ec,cluster_1122,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (250).JPG,2025_12_20_IMG (250).JPG,Citrus pest,train,2e31b6f0fccc3467a9c6e9920cd32815fe877113034b220adf03196622787d3b,cluster_1123,1,,uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (251).JPG,2025_12_20_IMG (251).JPG,Citrus pest,train,444af56dabffa2728612494d3a80428f92a64a8ac6e59085cafe34372bbca665,cluster_1124,1,sequence_0240,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (252).JPG,2025_12_20_IMG (252).JPG,Citrus pest,train,35869082be4ab3abcf37e6e0b73515d0ab698d1fe36cdbe9e62863fb19f11fdb,cluster_1125,1,sequence_0240,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (254).JPG,2025_12_20_IMG (254).JPG,Citrus pest,train,d7e77bdd0b1eb78c8e11083f7aabef58dc14b5e8d2650c01238306f0363b6bea,cluster_1126,1,sequence_0241,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (255).JPG,2025_12_20_IMG (255).JPG,Citrus pest,train,226ca3e5ff89aa8c9c807d5e71a68175b23320e48cca177737b7f69f2ff184e5,cluster_1127,1,,uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (256).JPG,2025_12_20_IMG (256).JPG,Citrus pest,train,98bdd3f509ecd1f60139b70a36d7aa3657b4bcb0045cb89457f51d330100c53f,cluster_1128,1,sequence_0242,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (257).JPG,2025_12_20_IMG (257).JPG,Citrus pest,train,64d515fc1e4c163cbb5f8650a1efe880cd8ad3d2e5d0f7cae79424758317051e,cluster_1129,1,sequence_0242,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (259).JPG,2025_12_20_IMG (259).JPG,Citrus pest,train,ecb42be1d97a4ca8aacc68d8a53a63edeb24246876e4e8c3cb133e7f5febd95f,cluster_1130,1,,uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (26).JPG,2025_12_20_IMG (26).JPG,Citrus pest,train,050c41e785a3fd95fe401b0bf982cbf9db27705a53660300a800879d7741bc92,cluster_1131,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (260).JPG,2025_12_20_IMG (260).JPG,Citrus pest,train,d177e872e950640af6189244d6fbbc5d3fba75d1e29f5dd78d7529a1a818f029,cluster_1132,1,,uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (261).JPG,2025_12_20_IMG (261).JPG,Citrus pest,train,dc6a19b7130371159b89c5fc70d952141ae27b89113bc5c7bde066126d8c7442,cluster_1133,1,,uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (262).JPG,2025_12_20_IMG (262).JPG,Citrus pest,train,414c7fbd6a6619ffaedf20de93d99824313de8b4ae248fd20306681b565e4f21,cluster_1134,1,sequence_0063,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (264).JPG,2025_12_20_IMG (264).JPG,Citrus pest,train,e8a856efd09f94d96bcf9f034f432dd6911bbbf15fb1d62ea28ab634943ba7ac,cluster_1135,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (266).JPG,2025_12_20_IMG (266).JPG,Citrus pest,train,05b2986e7d605e4fb8bf40add32544a527860897f16d3dbd4ad9692ee83df83d,cluster_1136,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (268).JPG,2025_12_20_IMG (268).JPG,Citrus pest,train,39341f903c7712a53c3413b1b91703e359ea171cff441c24bed6b55c502c66db,cluster_1137,1,,uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (269).JPG,2025_12_20_IMG (269).JPG,Citrus pest,train,49af53767f6c9b2419f2a20f07ae4fc411777120ce3f6f8c84f68bc392579883,cluster_1138,1,,uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (27).JPG,2025_12_20_IMG (27).JPG,Citrus pest,train,587d34f720bb88b2ec3bde35507acf783325eed15a02b9a2205ff32c514de099,cluster_1139,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (270).JPG,2025_12_20_IMG (270).JPG,Citrus pest,train,f4f49231f0991b80f7d4bb3f7530ad18fd6b42ccc7fefbe76f25c6b75c5d5dce,cluster_1140,1,sequence_0243,candidate capture sequence requires verification; uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (272).JPG,2025_12_20_IMG (272).JPG,Citrus pest,train,d4a6fb22280fcd4a3712c40a1a456d3f6e2915ad0df168e57830df75a4c5582c,cluster_1141,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (274).JPG,2025_12_20_IMG (274).JPG,Citrus pest,train,330aa1f9e33b08c2cf45d7c4253d2622543a1d0c2b4f424991e9ec3f1a30e674,cluster_1142,1,,uncertain visual relationship requires review
dataset/train/Citrus pest/2025_12_20_IMG (277).JPG,2025_12_20_IMG (277).JPG,Citrus pest,train,529f6a56fe1a857242b755f0fa453135f0c7f3d4b05dab844dfb05087500e63e,cluster_1143,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (278).JPG,2025_12_20_IMG (278).JPG,Citrus pest,train,8ba70354e68ce07987eb7515903b01cabc4aae09aff6935b2ecec97937a28d67,cluster_1144,1,,weak candidate only; singleton
dataset/train/Citrus pest/2025_12_20_IMG (28).JPG,2025_12_20_IMG (28).JPG,Citrus pest,train,a817ed398063260f35f71fb4bfd6a84ff955a9daf16b2d37112550b7cad7bd1d,cluster_1145,1,,weak candidate only; singleton
