filepath_a,filename_a,split_a,class_a,filepath_b,filename_b,split_b,class_b,hamming_distance,similarity_score,review_status
dataset/train/Black spot/2025_12_20_IMG (265).JPG,2025_12_20_IMG (265).JPG,train,Black spot,dataset/test/Black spot/2025_12_20_IMG (266).JPG,2025_12_20_IMG (266).JPG,test,Black spot,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (307).JPG,2025_12_20_IMG (307).JPG,train,Black spot,dataset/val/Black spot/2025_12_20_IMG (308).JPG,2025_12_20_IMG (308).JPG,val,Black spot,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (46).JPG,2025_12_20_IMG (46).JPG,train,Black spot,dataset/val/Black spot/2025_12_20_IMG (45).JPG,2025_12_20_IMG (45).JPG,val,Black spot,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (341).JPG,2025_12_21_IMG (341).JPG,train,Citrus canker,dataset/test/Citrus canker/2025_12_21_IMG (344).JPG,2025_12_21_IMG (344).JPG,test,Citrus canker,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (351).JPG,2025_12_21_IMG (351).JPG,train,Citrus canker,dataset/val/Citrus canker/2025_12_21_IMG (350).JPG,2025_12_21_IMG (350).JPG,val,Citrus canker,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (353).JPG,2025_12_21_IMG (353).JPG,train,Citrus canker,dataset/val/Citrus canker/2025_12_21_IMG (350).JPG,2025_12_21_IMG (350).JPG,val,Citrus canker,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (389).JPG,2025_12_21_IMG (389).JPG,train,Citrus canker,dataset/val/Citrus canker/2025_12_21_IMG (391).JPG,2025_12_21_IMG (391).JPG,val,Citrus canker,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (390).JPG,2025_12_21_IMG (390).JPG,train,Citrus canker,dataset/val/Citrus canker/2025_12_21_IMG (391).JPG,2025_12_21_IMG (391).JPG,val,Citrus canker,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (403).JPG,2025_12_21_IMG (403).JPG,train,Citrus canker,dataset/val/Citrus canker/2025_12_21_IMG (404).JPG,2025_12_21_IMG (404).JPG,val,Citrus canker,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (415).JPG,2025_12_21_IMG (415).JPG,train,Citrus canker,dataset/test/Citrus canker/2025_12_21_IMG (416).JPG,2025_12_21_IMG (416).JPG,test,Citrus canker,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (429).JPG,2025_12_21_IMG (429).JPG,train,Citrus canker,dataset/test/Citrus canker/2025_12_21_IMG (431).JPG,2025_12_21_IMG (431).JPG,test,Citrus canker,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (458).JPG,2025_12_21_IMG (458).JPG,train,Citrus canker,dataset/val/Citrus canker/2025_12_21_IMG (457).JPG,2025_12_21_IMG (457).JPG,val,Citrus canker,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (459).JPG,2025_12_21_IMG (459).JPG,train,Citrus canker,dataset/val/Citrus canker/2025_12_21_IMG (457).JPG,2025_12_21_IMG (457).JPG,val,Citrus canker,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (477).JPG,2025_12_21_IMG (477).JPG,train,Citrus canker,dataset/test/Citrus canker/2025_12_21_IMG (476).JPG,2025_12_21_IMG (476).JPG,test,Citrus canker,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (479).JPG,2025_12_21_IMG (479).JPG,train,Citrus canker,dataset/val/Citrus canker/2025_12_21_IMG (480).JPG,2025_12_21_IMG (480).JPG,val,Citrus canker,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (518).JPG,2025_12_21_IMG (518).JPG,train,Citrus canker,dataset/val/Citrus canker/2025_12_21_IMG (519).JPG,2025_12_21_IMG (519).JPG,val,Citrus canker,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (518).JPG,2025_12_21_IMG (518).JPG,train,Citrus canker,dataset/val/Citrus canker/2025_12_21_IMG (520).JPG,2025_12_21_IMG (520).JPG,val,Citrus canker,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (533).JPG,2025_12_21_IMG (533).JPG,train,Citrus canker,dataset/test/Citrus canker/2025_12_21_IMG (534).JPG,2025_12_21_IMG (534).JPG,test,Citrus canker,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (568).JPG,2025_12_21_IMG (568).JPG,train,Citrus canker,dataset/val/Citrus canker/2025_12_21_IMG (567).JPG,2025_12_21_IMG (567).JPG,val,Citrus canker,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Citrus pest/2025_12_20_IMG (224).JPG,2025_12_20_IMG (224).JPG,train,Citrus pest,dataset/val/Greening/2025_12_21_IMG (249).JPG,2025_12_21_IMG (249).JPG,val,Greening,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Citrus pest/2025_12_20_IMG (300).JPG,2025_12_20_IMG (300).JPG,train,Citrus pest,dataset/test/Citrus pest/2025_12_20_IMG (301).JPG,2025_12_20_IMG (301).JPG,test,Citrus pest,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Citrus pest/2025_12_20_IMG (316).JPG,2025_12_20_IMG (316).JPG,train,Citrus pest,dataset/test/Citrus pest/2025_12_20_IMG (315).JPG,2025_12_20_IMG (315).JPG,test,Citrus pest,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Citrus pest/2025_12_20_IMG (374).JPG,2025_12_20_IMG (374).JPG,train,Citrus pest,dataset/val/Citrus pest/2025_12_20_IMG (373).JPG,2025_12_20_IMG (373).JPG,val,Citrus pest,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Citrus pest/2025_12_20_IMG (378).JPG,2025_12_20_IMG (378).JPG,train,Citrus pest,dataset/test/Citrus pest/2025_12_20_IMG (380).JPG,2025_12_20_IMG (380).JPG,test,Citrus pest,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Citrus pest/2025_12_20_IMG (396).JPG,2025_12_20_IMG (396).JPG,train,Citrus pest,dataset/test/Citrus pest/2025_12_20_IMG (399).JPG,2025_12_20_IMG (399).JPG,test,Citrus pest,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Citrus pest/2025_12_20_IMG (397).JPG,2025_12_20_IMG (397).JPG,train,Citrus pest,dataset/test/Citrus pest/2025_12_20_IMG (399).JPG,2025_12_20_IMG (399).JPG,test,Citrus pest,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (10).JPG,2025_12_21_IMG (10).JPG,train,Greening,dataset/test/Greening/2025_12_21_IMG (11).JPG,2025_12_21_IMG (11).JPG,test,Greening,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (19).JPG,2025_12_21_IMG (19).JPG,train,Greening,dataset/test/Greening/2025_12_21_IMG (20).JPG,2025_12_21_IMG (20).JPG,test,Greening,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (243).JPG,2025_12_21_IMG (243).JPG,train,Greening,dataset/val/Greening/2025_12_21_IMG (244).JPG,2025_12_21_IMG (244).JPG,val,Greening,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (257).JPG,2025_12_21_IMG (257).JPG,train,Greening,dataset/test/Greening/2025_12_21_IMG (254).JPG,2025_12_21_IMG (254).JPG,test,Greening,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (28).JPG,2025_12_21_IMG (28).JPG,train,Greening,dataset/val/Greening/2025_12_21_IMG (27).JPG,2025_12_21_IMG (27).JPG,val,Greening,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (283).JPG,2025_12_21_IMG (283).JPG,train,Greening,dataset/val/Greening/2025_12_21_IMG (284).JPG,2025_12_21_IMG (284).JPG,val,Greening,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (108).JPG,2025_11_21_IMG (108).JPG,train,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (110).JPG,2025_11_21_IMG (110).JPG,test,Healthy leaf,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (14).JPG,2025_11_21_IMG (14).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (15).JPG,2025_11_21_IMG (15).JPG,val,Healthy leaf,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (162).JPG,2025_11_21_IMG (162).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (161).JPG,2025_11_21_IMG (161).JPG,val,Healthy leaf,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (171).JPG,2025_11_21_IMG (171).JPG,train,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (172).JPG,2025_11_21_IMG (172).JPG,test,Healthy leaf,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (182).JPG,2025_11_21_IMG (182).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (184).JPG,2025_11_21_IMG (184).JPG,val,Healthy leaf,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (185).JPG,2025_11_21_IMG (185).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (183).JPG,2025_11_21_IMG (183).JPG,val,Healthy leaf,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (247).JPG,2025_11_21_IMG (247).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (248).JPG,2025_11_21_IMG (248).JPG,val,Healthy leaf,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (249).JPG,2025_11_21_IMG (249).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (248).JPG,2025_11_21_IMG (248).JPG,val,Healthy leaf,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (252).JPG,2025_11_21_IMG (252).JPG,train,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (256).JPG,2025_11_21_IMG (256).JPG,test,Healthy leaf,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (252).JPG,2025_11_21_IMG (252).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (257).JPG,2025_11_21_IMG (257).JPG,val,Healthy leaf,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (262).JPG,2025_11_21_IMG (262).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (260).JPG,2025_11_21_IMG (260).JPG,val,Healthy leaf,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (262).JPG,2025_11_21_IMG (262).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (261).JPG,2025_11_21_IMG (261).JPG,val,Healthy leaf,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (288).JPG,2025_11_21_IMG (288).JPG,train,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (292).JPG,2025_11_21_IMG (292).JPG,test,Healthy leaf,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (69).JPG,2025_11_21_IMG (69).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (68).JPG,2025_11_21_IMG (68).JPG,val,Healthy leaf,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (78).JPG,2025_11_21_IMG (78).JPG,train,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (79).JPG,2025_11_21_IMG (79).JPG,test,Healthy leaf,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (89).JPG,2025_11_21_IMG (89).JPG,train,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (90).JPG,2025_11_21_IMG (90).JPG,test,Healthy leaf,3,0.953125,near-duplicate candidate requiring manual review
dataset/val/Black spot/2025_12_20_IMG (111).JPG,2025_12_20_IMG (111).JPG,val,Black spot,dataset/test/Black spot/2025_12_20_IMG (110).JPG,2025_12_20_IMG (110).JPG,test,Black spot,3,0.953125,near-duplicate candidate requiring manual review
dataset/val/Black spot/2025_12_20_IMG (221).JPG,2025_12_20_IMG (221).JPG,val,Black spot,dataset/test/Black spot/2025_12_20_IMG (220).JPG,2025_12_20_IMG (220).JPG,test,Black spot,3,0.953125,near-duplicate candidate requiring manual review
dataset/val/Citrus pest/2025_12_20_IMG (213).JPG,2025_12_20_IMG (213).JPG,val,Citrus pest,dataset/test/Citrus pest/2025_12_20_IMG (215).JPG,2025_12_20_IMG (215).JPG,test,Citrus pest,3,0.953125,near-duplicate candidate requiring manual review
dataset/val/Citrus pest/2025_12_20_IMG (221).JPG,2025_12_20_IMG (221).JPG,val,Citrus pest,dataset/test/Citrus pest/2025_12_20_IMG (220).JPG,2025_12_20_IMG (220).JPG,test,Citrus pest,3,0.953125,near-duplicate candidate requiring manual review
dataset/val/Citrus pest/2025_12_20_IMG (398).JPG,2025_12_20_IMG (398).JPG,val,Citrus pest,dataset/test/Citrus pest/2025_12_20_IMG (399).JPG,2025_12_20_IMG (399).JPG,test,Citrus pest,3,0.953125,near-duplicate candidate requiring manual review
dataset/val/Greening/2025_12_21_IMG (57).JPG,2025_12_21_IMG (57).JPG,val,Greening,dataset/test/Greening/2025_12_21_IMG (56).JPG,2025_12_21_IMG (56).JPG,test,Greening,3,0.953125,near-duplicate candidate requiring manual review
dataset/val/Healthy leaf/2025_11_21_IMG (251).JPG,2025_11_21_IMG (251).JPG,val,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (256).JPG,2025_11_21_IMG (256).JPG,test,Healthy leaf,3,0.953125,near-duplicate candidate requiring manual review
dataset/val/Healthy leaf/2025_11_21_IMG (261).JPG,2025_11_21_IMG (261).JPG,val,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (264).JPG,2025_11_21_IMG (264).JPG,test,Healthy leaf,3,0.953125,near-duplicate candidate requiring manual review
dataset/val/Healthy leaf/2025_11_21_IMG (267).JPG,2025_11_21_IMG (267).JPG,val,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (274).JPG,2025_11_21_IMG (274).JPG,test,Healthy leaf,3,0.953125,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (13).JPG,2025_12_21_IMG (13).JPG,train,Algal leaf spot,dataset/val/Algal leaf spot/2025_12_21_IMG (12).JPG,2025_12_21_IMG (12).JPG,val,Algal leaf spot,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (148).JPG,2025_12_21_IMG (148).JPG,train,Algal leaf spot,dataset/val/Algal leaf spot/2025_12_21_IMG (147).JPG,2025_12_21_IMG (147).JPG,val,Algal leaf spot,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (173).JPG,2025_12_21_IMG (173).JPG,train,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (172).JPG,2025_12_21_IMG (172).JPG,test,Algal leaf spot,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (176).JPG,2025_12_21_IMG (176).JPG,train,Algal leaf spot,dataset/val/Algal leaf spot/2025_12_21_IMG (174).JPG,2025_12_21_IMG (174).JPG,val,Algal leaf spot,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (233).JPG,2025_12_21_IMG (233).JPG,train,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (234).JPG,2025_12_21_IMG (234).JPG,test,Algal leaf spot,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (241).JPG,2025_12_21_IMG (241).JPG,train,Algal leaf spot,dataset/val/Algal leaf spot/2025_12_21_IMG (239).JPG,2025_12_21_IMG (239).JPG,val,Algal leaf spot,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (255).JPG,2025_12_21_IMG (255).JPG,train,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (256).JPG,2025_12_21_IMG (256).JPG,test,Algal leaf spot,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (288).JPG,2025_12_21_IMG (288).JPG,train,Algal leaf spot,dataset/val/Algal leaf spot/2025_12_21_IMG (291).JPG,2025_12_21_IMG (291).JPG,val,Algal leaf spot,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (290).JPG,2025_12_21_IMG (290).JPG,train,Algal leaf spot,dataset/val/Algal leaf spot/2025_12_21_IMG (289).JPG,2025_12_21_IMG (289).JPG,val,Algal leaf spot,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (296).JPG,2025_12_21_IMG (296).JPG,train,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (294).JPG,2025_12_21_IMG (294).JPG,test,Algal leaf spot,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (102).JPG,2025_12_20_IMG (102).JPG,train,Black spot,dataset/test/Black spot/2025_12_20_IMG (101).JPG,2025_12_20_IMG (101).JPG,test,Black spot,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (129).JPG,2025_12_20_IMG (129).JPG,train,Black spot,dataset/val/Black spot/2025_12_20_IMG (130).JPG,2025_12_20_IMG (130).JPG,val,Black spot,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (13).JPG,2025_12_20_IMG (13).JPG,train,Black spot,dataset/val/Black spot/2025_12_20_IMG (15).JPG,2025_12_20_IMG (15).JPG,val,Black spot,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (132).JPG,2025_12_20_IMG (132).JPG,train,Black spot,dataset/val/Black spot/2025_12_20_IMG (131).JPG,2025_12_20_IMG (131).JPG,val,Black spot,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (134).JPG,2025_12_20_IMG (134).JPG,train,Black spot,dataset/test/Black spot/2025_12_20_IMG (135).JPG,2025_12_20_IMG (135).JPG,test,Black spot,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (173).JPG,2025_12_20_IMG (173).JPG,train,Black spot,dataset/test/Black spot/2025_12_20_IMG (172).JPG,2025_12_20_IMG (172).JPG,test,Black spot,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (224).JPG,2025_12_20_IMG (224).JPG,train,Black spot,dataset/test/Black spot/2025_12_20_IMG (225).JPG,2025_12_20_IMG (225).JPG,test,Black spot,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (228).JPG,2025_12_20_IMG (228).JPG,train,Black spot,dataset/test/Black spot/2025_12_20_IMG (227).JPG,2025_12_20_IMG (227).JPG,test,Black spot,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (277).JPG,2025_12_20_IMG (277).JPG,train,Black spot,dataset/val/Black spot/2025_12_20_IMG (278).JPG,2025_12_20_IMG (278).JPG,val,Black spot,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (306).JPG,2025_12_20_IMG (306).JPG,train,Black spot,dataset/test/Black spot/2025_12_20_IMG (305).JPG,2025_12_20_IMG (305).JPG,test,Black spot,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (4).JPG,2025_12_20_IMG (4).JPG,train,Black spot,dataset/test/Black spot/2025_12_20_IMG (2).JPG,2025_12_20_IMG (2).JPG,test,Black spot,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (42).JPG,2025_12_20_IMG (42).JPG,train,Black spot,dataset/val/Black spot/2025_12_20_IMG (41).JPG,2025_12_20_IMG (41).JPG,val,Black spot,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (48).JPG,2025_12_20_IMG (48).JPG,train,Black spot,dataset/test/Black spot/2025_12_20_IMG (49).JPG,2025_12_20_IMG (49).JPG,test,Black spot,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (351).JPG,2025_12_21_IMG (351).JPG,train,Citrus canker,dataset/test/Citrus canker/2025_12_21_IMG (352).JPG,2025_12_21_IMG (352).JPG,test,Citrus canker,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (377).JPG,2025_12_21_IMG (377).JPG,train,Citrus canker,dataset/test/Citrus canker/2025_12_21_IMG (376).JPG,2025_12_21_IMG (376).JPG,test,Citrus canker,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (405).JPG,2025_12_21_IMG (405).JPG,train,Citrus canker,dataset/val/Citrus canker/2025_12_21_IMG (406).JPG,2025_12_21_IMG (406).JPG,val,Citrus canker,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (422).JPG,2025_12_21_IMG (422).JPG,train,Citrus canker,dataset/val/Citrus canker/2025_12_21_IMG (421).JPG,2025_12_21_IMG (421).JPG,val,Citrus canker,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (433).JPG,2025_12_21_IMG (433).JPG,train,Citrus canker,dataset/val/Citrus canker/2025_12_21_IMG (434).JPG,2025_12_21_IMG (434).JPG,val,Citrus canker,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (555).JPG,2025_12_21_IMG (555).JPG,train,Citrus canker,dataset/test/Citrus canker/2025_12_21_IMG (556).JPG,2025_12_21_IMG (556).JPG,test,Citrus canker,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (561).JPG,2025_12_21_IMG (561).JPG,train,Citrus canker,dataset/test/Citrus canker/2025_12_21_IMG (562).JPG,2025_12_21_IMG (562).JPG,test,Citrus canker,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Citrus pest/2025_12_20_IMG (214).JPG,2025_12_20_IMG (214).JPG,train,Citrus pest,dataset/val/Citrus pest/2025_12_20_IMG (213).JPG,2025_12_20_IMG (213).JPG,val,Citrus pest,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Citrus pest/2025_12_20_IMG (235).JPG,2025_12_20_IMG (235).JPG,train,Citrus pest,dataset/test/Citrus pest/2025_12_20_IMG (234).JPG,2025_12_20_IMG (234).JPG,test,Citrus pest,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Citrus pest/2025_12_20_IMG (335).JPG,2025_12_20_IMG (335).JPG,train,Citrus pest,dataset/val/Citrus pest/2025_12_20_IMG (336).JPG,2025_12_20_IMG (336).JPG,val,Citrus pest,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Citrus pest/2025_12_20_IMG (340).JPG,2025_12_20_IMG (340).JPG,train,Citrus pest,dataset/test/Citrus pest/2025_12_20_IMG (341).JPG,2025_12_20_IMG (341).JPG,test,Citrus pest,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Citrus pest/2025_12_20_IMG (367).JPG,2025_12_20_IMG (367).JPG,train,Citrus pest,dataset/test/Citrus pest/2025_12_20_IMG (368).JPG,2025_12_20_IMG (368).JPG,test,Citrus pest,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Citrus pest/2025_12_20_IMG (371).JPG,2025_12_20_IMG (371).JPG,train,Citrus pest,dataset/val/Citrus pest/2025_12_20_IMG (370).JPG,2025_12_20_IMG (370).JPG,val,Citrus pest,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (255).JPG,2025_12_21_IMG (255).JPG,train,Greening,dataset/test/Greening/2025_12_21_IMG (254).JPG,2025_12_21_IMG (254).JPG,test,Greening,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (259).JPG,2025_12_21_IMG (259).JPG,train,Greening,dataset/test/Greening/2025_12_21_IMG (254).JPG,2025_12_21_IMG (254).JPG,test,Greening,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (260).JPG,2025_12_21_IMG (260).JPG,train,Greening,dataset/test/Greening/2025_12_21_IMG (254).JPG,2025_12_21_IMG (254).JPG,test,Greening,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (276).JPG,2025_12_21_IMG (276).JPG,train,Greening,dataset/test/Greening/2025_12_21_IMG (274).JPG,2025_12_21_IMG (274).JPG,test,Greening,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (285).JPG,2025_12_21_IMG (285).JPG,train,Greening,dataset/val/Greening/2025_12_21_IMG (284).JPG,2025_12_21_IMG (284).JPG,val,Greening,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (3).JPG,2025_12_21_IMG (3).JPG,train,Greening,dataset/test/Greening/2025_12_21_IMG (2).JPG,2025_12_21_IMG (2).JPG,test,Greening,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (30).JPG,2025_12_21_IMG (30).JPG,train,Greening,dataset/val/Greening/2025_12_21_IMG (31).JPG,2025_12_21_IMG (31).JPG,val,Greening,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (40).JPG,2025_12_21_IMG (40).JPG,train,Greening,dataset/test/Greening/2025_12_21_IMG (38).JPG,2025_12_21_IMG (38).JPG,test,Greening,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (41).JPG,2025_12_21_IMG (41).JPG,train,Greening,dataset/test/Greening/2025_12_21_IMG (42).JPG,2025_12_21_IMG (42).JPG,test,Greening,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (116).JPG,2025_11_21_IMG (116).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (115).JPG,2025_11_21_IMG (115).JPG,val,Healthy leaf,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (153).JPG,2025_11_21_IMG (153).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (151).JPG,2025_11_21_IMG (151).JPG,val,Healthy leaf,4,0.9375,near-duplicate candidate requiring manual review
