pair_id,filepath_a,filepath_b,class_a,class_b,split_a,split_b,similarity_category,review_priority,human_decision,review_notes
pair_48126e8ad1ee44adf3a9,dataset/train/Black spot/2025_12_20_IMG (152).JPG,dataset/val/Black spot/2025_12_20_IMG (151).JPG,Black spot,Black spot,train,val,C,285.316185,,
pair_6353514598ab74d66eb4,dataset/train/Healthy leaf/2025_11_21_IMG (167).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (166).JPG,Healthy leaf,Healthy leaf,train,val,C,285.312239,,
pair_628dadca64474503a349,dataset/train/Citrus canker/2025_12_21_IMG (568).JPG,dataset/val/Citrus canker/2025_12_21_IMG (567).JPG,Citrus canker,Citrus canker,train,val,C,285.304791,,
pair_fb287fcfc9aa183f7d97,dataset/train/Greening/2025_12_21_IMG (15).JPG,dataset/val/Greening/2025_12_21_IMG (16).JPG,Greening,Greening,train,val,C,285.269299,,
pair_8522a5bfc25bc08701ef,dataset/train/Citrus canker/2025_12_21_IMG (392).JPG,dataset/val/Citrus canker/2025_12_21_IMG (391).JPG,Citrus canker,Citrus canker,train,val,C,285.193663,,
pair_e0a7b316dc91c6676ac5,dataset/train/Healthy leaf/2025_11_21_IMG (43).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (42).JPG,Healthy leaf,Healthy leaf,train,val,C,285.104644,,
pair_3b5a561f9d2ea9fa2e4c,dataset/train/Healthy leaf/2025_11_21_IMG (122).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (121).JPG,Healthy leaf,Healthy leaf,train,val,C,285.05996,,
pair_4441029d6b36d5edcdb2,dataset/train/Citrus canker/2025_12_21_IMG (553).JPG,dataset/val/Citrus canker/2025_12_21_IMG (554).JPG,Citrus canker,Citrus canker,train,val,C,284.922352,,
pair_f8fc15530ffacf5bc1e1,dataset/train/Algal leaf spot/2025_12_21_IMG (116).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (115).JPG,Algal leaf spot,Algal leaf spot,train,val,C,284.914077,,
pair_49d8e2dfc477e9cd96cd,dataset/train/Healthy leaf/2025_11_21_IMG (249).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (248).JPG,Healthy leaf,Healthy leaf,train,val,C,284.822761,,
pair_b2612bcdfac880ba3833,dataset/train/Citrus pest/2025_12_20_IMG (376).JPG,dataset/val/Citrus pest/2025_12_20_IMG (375).JPG,Citrus pest,Citrus pest,train,val,C,284.707584,,
pair_977f4f88b61efcf80b71,dataset/train/Healthy leaf/2025_11_21_IMG (275).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (277).JPG,Healthy leaf,Healthy leaf,train,val,C,284.676125,,
pair_b8d9a7c04fe0d7e03f07,dataset/train/Citrus canker/2025_12_21_IMG (369).JPG,dataset/val/Citrus canker/2025_12_21_IMG (368).JPG,Citrus canker,Citrus canker,train,val,C,284.56893,,
pair_31865ed9eac80dfb1a3e,dataset/train/Healthy leaf/2025_11_21_IMG (182).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (184).JPG,Healthy leaf,Healthy leaf,train,val,C,284.482946,,
pair_61ce2ab40616ce6f0f7a,dataset/train/Citrus pest/2025_12_20_IMG (371).JPG,dataset/val/Citrus pest/2025_12_20_IMG (370).JPG,Citrus pest,Citrus pest,train,val,C,284.417747,,
pair_a9b370b11555c0720642,dataset/train/Healthy leaf/2025_11_21_IMG (153).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (152).JPG,Healthy leaf,Healthy leaf,train,val,C,284.40528,,
pair_c6d877070640bf5f7f39,dataset/train/Citrus pest/2025_12_20_IMG (254).JPG,dataset/val/Citrus pest/2025_12_20_IMG (253).JPG,Citrus pest,Citrus pest,train,val,C,284.368516,,
pair_9723b8e47bde4ce5e9a7,dataset/train/Citrus pest/2025_12_20_IMG (353).JPG,dataset/val/Citrus pest/2025_12_20_IMG (355).JPG,Citrus pest,Citrus pest,train,val,C,284.357661,,
pair_eccc18d95fd302572a8b,dataset/train/Healthy leaf/2025_11_21_IMG (162).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (160).JPG,Healthy leaf,Healthy leaf,train,val,C,284.352354,,
pair_cbec4e842d1d03809bb7,dataset/train/Black spot/2025_12_20_IMG (63).JPG,dataset/val/Black spot/2025_12_20_IMG (62).JPG,Black spot,Black spot,train,val,C,284.304273,,
pair_c0a8b826c20053a9eb25,dataset/train/Citrus canker/2025_12_21_IMG (403).JPG,dataset/val/Citrus canker/2025_12_21_IMG (404).JPG,Citrus canker,Citrus canker,train,val,C,284.267077,,
pair_93b69fb421718cc60750,dataset/train/Algal leaf spot/2025_12_21_IMG (45).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (47).JPG,Algal leaf spot,Algal leaf spot,train,val,C,284.259027,,
pair_a3bdd153cde2a9c3db14,dataset/train/Citrus canker/2025_12_21_IMG (439).JPG,dataset/val/Citrus canker/2025_12_21_IMG (438).JPG,Citrus canker,Citrus canker,train,val,C,284.253961,,
pair_0fa39f35a4c139793299,dataset/train/Citrus pest/2025_12_20_IMG (372).JPG,dataset/val/Citrus pest/2025_12_20_IMG (370).JPG,Citrus pest,Citrus pest,train,val,C,284.25132,,
pair_149af2fa38b863fe04f8,dataset/train/Citrus canker/2025_12_21_IMG (479).JPG,dataset/val/Citrus canker/2025_12_21_IMG (480).JPG,Citrus canker,Citrus canker,train,val,C,284.243115,,
pair_67a23088c01e551a7ab3,dataset/train/Healthy leaf/2025_11_21_IMG (108).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (109).JPG,Healthy leaf,Healthy leaf,train,val,C,284.212437,,
pair_ce7a99936d13650f7a55,dataset/train/Citrus canker/2025_12_21_IMG (365).JPG,dataset/val/Citrus canker/2025_12_21_IMG (363).JPG,Citrus canker,Citrus canker,train,val,C,284.179972,,
pair_253976fdca3c41afcb30,dataset/train/Greening/2025_12_21_IMG (30).JPG,dataset/val/Greening/2025_12_21_IMG (31).JPG,Greening,Greening,train,val,C,284.127247,,
pair_2d2d41867c1c69b9a130,dataset/train/Citrus pest/2025_12_20_IMG (255).JPG,dataset/val/Citrus pest/2025_12_20_IMG (253).JPG,Citrus pest,Citrus pest,train,val,C,284.058333,,
pair_b1e2c2028816f568ca9d,dataset/train/Healthy leaf/2025_11_21_IMG (182).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (183).JPG,Healthy leaf,Healthy leaf,train,val,C,283.963126,,
pair_41b0575ce41c73434851,dataset/train/Citrus canker/2025_12_21_IMG (518).JPG,dataset/val/Citrus canker/2025_12_21_IMG (520).JPG,Citrus canker,Citrus canker,train,val,C,283.957394,,
pair_1b0dbfc339905a9b9061,dataset/train/Citrus canker/2025_12_21_IMG (435).JPG,dataset/val/Citrus canker/2025_12_21_IMG (436).JPG,Citrus canker,Citrus canker,train,val,C,283.954379,,
pair_2b3b30351e8b3e5358a0,dataset/train/Algal leaf spot/2025_12_21_IMG (45).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (44).JPG,Algal leaf spot,Algal leaf spot,train,val,C,283.785785,,
pair_7a9dec3d8266e6253ea3,dataset/train/Healthy leaf/2025_11_21_IMG (262).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (261).JPG,Healthy leaf,Healthy leaf,train,val,C,283.75668,,
pair_50c5080e340a49787b02,dataset/train/Healthy leaf/2025_11_21_IMG (255).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (257).JPG,Healthy leaf,Healthy leaf,train,val,C,283.719839,,
pair_2434c42f7afc6717e1a7,dataset/train/Citrus canker/2025_12_21_IMG (538).JPG,dataset/val/Citrus canker/2025_12_21_IMG (537).JPG,Citrus canker,Citrus canker,train,val,C,283.694639,,
pair_c8fae2dc9ba63d8e2038,dataset/train/Healthy leaf/2025_11_21_IMG (185).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (183).JPG,Healthy leaf,Healthy leaf,train,val,C,283.670983,,
pair_ce0a1515010d19fa95d0,dataset/train/Greening/2025_12_21_IMG (13).JPG,dataset/val/Greening/2025_12_21_IMG (12).JPG,Greening,Greening,train,val,C,283.587354,,
pair_cf05312c051334e190af,dataset/train/Healthy leaf/2025_11_21_IMG (252).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (251).JPG,Healthy leaf,Healthy leaf,train,val,C,283.539634,,
pair_b160f36a53976501c414,dataset/train/Algal leaf spot/2025_12_21_IMG (148).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (147).JPG,Algal leaf spot,Algal leaf spot,train,val,C,283.464744,,
pair_5ac6903b4b95c28ad862,dataset/train/Citrus canker/2025_12_21_IMG (405).JPG,dataset/val/Citrus canker/2025_12_21_IMG (406).JPG,Citrus canker,Citrus canker,train,val,C,283.436042,,
pair_95b23192f6153f63bc6c,dataset/train/Healthy leaf/2025_11_21_IMG (44).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (42).JPG,Healthy leaf,Healthy leaf,train,val,C,283.435343,,
pair_5056b6beaf6f684f3de6,dataset/train/Healthy leaf/2025_11_21_IMG (278).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (277).JPG,Healthy leaf,Healthy leaf,train,val,C,283.400905,,
pair_665f78dd39ec728cb7ba,dataset/train/Black spot/2025_12_20_IMG (129).JPG,dataset/val/Black spot/2025_12_20_IMG (130).JPG,Black spot,Black spot,train,val,C,283.390709,,
pair_6191d373f00d20f88853,dataset/train/Greening/2025_12_21_IMG (250).JPG,dataset/val/Greening/2025_12_21_IMG (249).JPG,Greening,Greening,train,val,C,283.249852,,
pair_2487b01250e9b680ba39,dataset/train/Healthy leaf/2025_11_21_IMG (276).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (277).JPG,Healthy leaf,Healthy leaf,train,val,C,283.195539,,
pair_8cf7fbfe70087880b1ac,dataset/train/Black spot/2025_12_20_IMG (189).JPG,dataset/val/Black spot/2025_12_20_IMG (188).JPG,Black spot,Black spot,train,val,C,283.192743,,
pair_63ebe6a53edcdadf3835,dataset/train/Healthy leaf/2025_11_21_IMG (153).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (151).JPG,Healthy leaf,Healthy leaf,train,val,C,283.190389,,
pair_d73b7f9c9162830caa9b,dataset/train/Healthy leaf/2025_11_21_IMG (43).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (45).JPG,Healthy leaf,Healthy leaf,train,val,C,283.163991,,
pair_33b21bcc89350e7d5b5e,dataset/train/Black spot/2025_12_20_IMG (187).JPG,dataset/val/Black spot/2025_12_20_IMG (188).JPG,Black spot,Black spot,train,val,C,283.06105,,
pair_12ba1fa5dba8aeb350fd,dataset/train/Citrus canker/2025_12_21_IMG (422).JPG,dataset/val/Citrus canker/2025_12_21_IMG (421).JPG,Citrus canker,Citrus canker,train,val,C,283.059539,,
pair_4d3130cd7ef221825ef7,dataset/train/Algal leaf spot/2025_12_21_IMG (96).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (94).JPG,Algal leaf spot,Algal leaf spot,train,val,C,282.965465,,
pair_b6ecf0969cd6a1a39439,dataset/train/Black spot/2025_12_20_IMG (132).JPG,dataset/val/Black spot/2025_12_20_IMG (131).JPG,Black spot,Black spot,train,val,C,282.879258,,
pair_293586a493b3db2ffdd4,dataset/train/Black spot/2025_12_20_IMG (107).JPG,dataset/val/Black spot/2025_12_20_IMG (106).JPG,Black spot,Black spot,train,val,C,282.794499,,
pair_ad73b886aab7a5d4358a,dataset/train/Algal leaf spot/2025_12_21_IMG (95).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (94).JPG,Algal leaf spot,Algal leaf spot,train,val,C,282.730161,,
pair_968ff66cec0de471ebb3,dataset/train/Algal leaf spot/2025_12_21_IMG (128).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (130).JPG,Algal leaf spot,Algal leaf spot,train,val,C,282.702962,,
pair_124f4df2310e285af765,dataset/train/Algal leaf spot/2025_12_21_IMG (255).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (257).JPG,Algal leaf spot,Algal leaf spot,train,val,C,282.609498,,
pair_cc638b3c3a8e718aba56,dataset/train/Black spot/2025_12_20_IMG (275).JPG,dataset/val/Black spot/2025_12_20_IMG (276).JPG,Black spot,Black spot,train,val,C,282.571736,,
pair_d8dea3679da221ac6d4a,dataset/train/Greening/2025_12_21_IMG (28).JPG,dataset/val/Greening/2025_12_21_IMG (27).JPG,Greening,Greening,train,val,C,282.48574,,
pair_f23044ef51af4d430d33,dataset/train/Algal leaf spot/2025_12_21_IMG (204).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (205).JPG,Algal leaf spot,Algal leaf spot,train,val,C,282.466134,,
pair_b92f4a2976c03c64ef16,dataset/train/Greening/2025_12_21_IMG (251).JPG,dataset/val/Greening/2025_12_21_IMG (249).JPG,Greening,Greening,train,val,C,282.392432,,
pair_93542518b30d6d444f6e,dataset/train/Healthy leaf/2025_11_21_IMG (262).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (260).JPG,Healthy leaf,Healthy leaf,train,val,C,282.288744,,
pair_a9da953fbbd9505475b8,dataset/train/Algal leaf spot/2025_12_21_IMG (85).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (86).JPG,Algal leaf spot,Algal leaf spot,train,val,C,282.249594,,
pair_da41b434f6e8458e39bc,dataset/train/Algal leaf spot/2025_12_21_IMG (268).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (267).JPG,Algal leaf spot,Algal leaf spot,train,val,C,282.230486,,
pair_633d6382d76c42f07a39,dataset/train/Greening/2025_12_21_IMG (243).JPG,dataset/val/Greening/2025_12_21_IMG (244).JPG,Greening,Greening,train,val,C,282.027282,,
pair_b041a6056c88ee851b80,dataset/train/Algal leaf spot/2025_12_21_IMG (46).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (44).JPG,Algal leaf spot,Algal leaf spot,train,val,C,281.973542,,
pair_b737440d980fdf704336,dataset/train/Healthy leaf/2025_11_21_IMG (250).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (251).JPG,Healthy leaf,Healthy leaf,train,val,C,281.972709,,
pair_e5f298eb40512cef234b,dataset/train/Black spot/2025_12_20_IMG (247).JPG,dataset/val/Black spot/2025_12_20_IMG (246).JPG,Black spot,Black spot,train,val,C,281.908563,,
pair_bad7f94e73017948af21,dataset/train/Healthy leaf/2025_11_21_IMG (188).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (187).JPG,Healthy leaf,Healthy leaf,train,val,C,281.717224,,
pair_41058b5ad3eb2faf1014,dataset/train/Citrus canker/2025_12_21_IMG (557).JPG,dataset/val/Citrus canker/2025_12_21_IMG (558).JPG,Citrus canker,Citrus canker,train,val,C,281.657597,,
pair_2e484a2bf54bb7be68af,dataset/train/Citrus pest/2025_12_20_IMG (396).JPG,dataset/val/Citrus pest/2025_12_20_IMG (398).JPG,Citrus pest,Citrus pest,train,val,C,281.59747,,
pair_66b6c5b9e7b90e7bb0a2,dataset/train/Algal leaf spot/2025_12_21_IMG (127).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (130).JPG,Algal leaf spot,Algal leaf spot,train,val,C,281.343576,,
pair_257187535fd000870fa7,dataset/train/Citrus canker/2025_12_21_IMG (521).JPG,dataset/val/Citrus canker/2025_12_21_IMG (519).JPG,Citrus canker,Citrus canker,train,val,C,281.163762,,
pair_9cbf7d7b68863e57a0ed,dataset/train/Healthy leaf/2025_11_21_IMG (252).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (257).JPG,Healthy leaf,Healthy leaf,train,val,C,281.144999,,
pair_95a0921d2fb5da515633,dataset/train/Citrus canker/2025_12_21_IMG (353).JPG,dataset/val/Citrus canker/2025_12_21_IMG (350).JPG,Citrus canker,Citrus canker,train,val,C,280.950517,,
pair_3336d2cd36c1ab27628b,dataset/train/Citrus canker/2025_12_21_IMG (525).JPG,dataset/val/Citrus canker/2025_12_21_IMG (526).JPG,Citrus canker,Citrus canker,train,val,C,280.907299,,
pair_48004b2da79fae95d99c,dataset/train/Greening/2025_12_21_IMG (14).JPG,dataset/val/Greening/2025_12_21_IMG (12).JPG,Greening,Greening,train,val,C,280.802284,,
pair_a23ad1df3cb8082c1bfb,dataset/train/Algal leaf spot/2025_12_21_IMG (281).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (278).JPG,Algal leaf spot,Algal leaf spot,train,val,C,280.753576,,
pair_aa67273699eb25228038,dataset/train/Healthy leaf/2025_11_21_IMG (300).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (299).JPG,Healthy leaf,Healthy leaf,train,val,C,280.717013,,
pair_ae7c253e8238b1cf7964,dataset/train/Algal leaf spot/2025_12_21_IMG (241).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (239).JPG,Algal leaf spot,Algal leaf spot,train,val,C,280.036331,,
pair_3dc730403c055a27cade,dataset/train/Algal leaf spot/2025_12_21_IMG (152).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (151).JPG,Algal leaf spot,Algal leaf spot,train,val,C,279.84634,,
pair_4d34e8496a9cd66abe28,dataset/train/Healthy leaf/2025_11_21_IMG (281).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (277).JPG,Healthy leaf,Healthy leaf,train,val,C,279.615422,,
pair_dad925fec2cde936df0f,dataset/train/Healthy leaf/2025_11_21_IMG (255).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (251).JPG,Healthy leaf,Healthy leaf,train,val,C,278.633306,,
pair_fa59acec8f209c62c622,dataset/train/Healthy leaf/2025_11_21_IMG (282).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (277).JPG,Healthy leaf,Healthy leaf,train,val,C,278.615422,,
pair_eed9dc2487e4b35deba6,dataset/train/Algal leaf spot/2025_12_21_IMG (126).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (130).JPG,Algal leaf spot,Algal leaf spot,train,val,C,278.17666,,
pair_ac6a5e55db1e8cadd9a3,dataset/train/Algal leaf spot/2025_12_21_IMG (186).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (187).JPG,Algal leaf spot,Algal leaf spot,train,val,D,276.693733,,
pair_f9bbe80711e2c954b049,dataset/train/Black spot/2025_12_20_IMG (46).JPG,dataset/val/Black spot/2025_12_20_IMG (45).JPG,Black spot,Black spot,train,val,D,276.337958,,
pair_b7b3d0e3b875c9cbb76c,dataset/train/Algal leaf spot/2025_12_21_IMG (222).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (221).JPG,Algal leaf spot,Algal leaf spot,train,val,D,276.223882,,
pair_4d6e8a80165a4852b467,dataset/train/Citrus pest/2025_12_20_IMG (195).JPG,dataset/val/Citrus pest/2025_12_20_IMG (196).JPG,Citrus pest,Citrus pest,train,val,D,276.029,,
pair_5085d8bd8bd17975c970,dataset/train/Black spot/2025_12_20_IMG (202).JPG,dataset/val/Black spot/2025_12_20_IMG (203).JPG,Black spot,Black spot,train,val,D,275.737372,,
pair_179fbab79a97c24f6f4a,dataset/train/Black spot/2025_12_20_IMG (307).JPG,dataset/val/Black spot/2025_12_20_IMG (308).JPG,Black spot,Black spot,train,val,D,275.310871,,
pair_02a2aff5f02444e9b876,dataset/train/Citrus pest/2025_12_20_IMG (344).JPG,dataset/val/Citrus pest/2025_12_20_IMG (343).JPG,Citrus pest,Citrus pest,train,val,D,275.01278,,
pair_a149de50024950c3a4d4,dataset/train/Citrus pest/2025_12_20_IMG (335).JPG,dataset/val/Citrus pest/2025_12_20_IMG (336).JPG,Citrus pest,Citrus pest,train,val,D,274.870864,,
pair_74df06c547cdd26f0dd4,dataset/train/Algal leaf spot/2025_12_21_IMG (185).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (184).JPG,Algal leaf spot,Algal leaf spot,train,val,D,274.810718,,
pair_457785f8cc3cc8dcda62,dataset/train/Citrus canker/2025_12_21_IMG (530).JPG,dataset/val/Citrus canker/2025_12_21_IMG (531).JPG,Citrus canker,Citrus canker,train,val,D,274.674792,,
pair_828cb683afe2e1f07884,dataset/train/Black spot/2025_12_20_IMG (277).JPG,dataset/val/Black spot/2025_12_20_IMG (278).JPG,Black spot,Black spot,train,val,D,274.649777,,
pair_6bbd1ab25fe31f7c2716,dataset/train/Algal leaf spot/2025_12_21_IMG (290).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (291).JPG,Algal leaf spot,Algal leaf spot,train,val,D,274.528547,,
pair_eefa65bf16653310e64a,dataset/train/Algal leaf spot/2025_12_21_IMG (290).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (289).JPG,Algal leaf spot,Algal leaf spot,train,val,D,274.439576,,
pair_66edbd8a287a2eb2c462,dataset/train/Citrus pest/2025_12_20_IMG (194).JPG,dataset/val/Citrus pest/2025_12_20_IMG (196).JPG,Citrus pest,Citrus pest,train,val,D,274.407091,,
pair_077aed3c0616a0d522df,dataset/train/Algal leaf spot/2025_12_21_IMG (288).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (289).JPG,Algal leaf spot,Algal leaf spot,train,val,D,274.39202,,
pair_231164e8f2fe65cee2df,dataset/train/Black spot/2025_12_20_IMG (231).JPG,dataset/val/Black spot/2025_12_20_IMG (232).JPG,Black spot,Black spot,train,val,D,274.391562,,
pair_cfe19a35c102565274d8,dataset/train/Algal leaf spot/2025_12_21_IMG (202).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (203).JPG,Algal leaf spot,Algal leaf spot,train,val,D,274.288688,,
pair_9afac55438a7006ccadb,dataset/train/Algal leaf spot/2025_12_21_IMG (207).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (205).JPG,Algal leaf spot,Algal leaf spot,train,val,D,274.288563,,
pair_55022217692f7b3c6d07,dataset/train/Algal leaf spot/2025_12_21_IMG (176).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (174).JPG,Algal leaf spot,Algal leaf spot,train,val,D,274.285452,,
pair_469e0ed5d3bc143c5fba,dataset/train/Healthy leaf/2025_11_21_IMG (116).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (115).JPG,Healthy leaf,Healthy leaf,train,val,D,273.944258,,
pair_b188883356a4ce29dbc3,dataset/train/Black spot/2025_12_20_IMG (144).JPG,dataset/val/Black spot/2025_12_20_IMG (145).JPG,Black spot,Black spot,train,val,D,273.718281,,
pair_c2b0d522e1b130da9bd4,dataset/train/Citrus canker/2025_12_21_IMG (351).JPG,dataset/val/Citrus canker/2025_12_21_IMG (350).JPG,Citrus canker,Citrus canker,train,val,D,273.312112,,
pair_9a226d52f3cfa18102ec,dataset/train/Algal leaf spot/2025_12_21_IMG (5).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (6).JPG,Algal leaf spot,Algal leaf spot,train,val,D,273.170667,,
pair_3f82b45b8130db5dffcf,dataset/train/Citrus pest/2025_12_20_IMG (342).JPG,dataset/val/Citrus pest/2025_12_20_IMG (343).JPG,Citrus pest,Citrus pest,train,val,D,273.11937,,
pair_49cbaceaa693885f27b4,dataset/train/Citrus pest/2025_12_20_IMG (71).JPG,dataset/val/Citrus pest/2025_12_20_IMG (70).JPG,Citrus pest,Citrus pest,train,val,D,273.096037,,
pair_d4b7f84f62fc9d797f48,dataset/train/Black spot/2025_12_20_IMG (5).JPG,dataset/val/Black spot/2025_12_20_IMG (7).JPG,Black spot,Black spot,train,val,D,272.931142,,
pair_2c87c31965081a613956,dataset/train/Citrus canker/2025_12_21_IMG (458).JPG,dataset/val/Citrus canker/2025_12_21_IMG (457).JPG,Citrus canker,Citrus canker,train,val,D,272.881631,,
pair_57e3bc59a952bc6cad71,dataset/train/Citrus canker/2025_12_21_IMG (486).JPG,dataset/val/Citrus canker/2025_12_21_IMG (487).JPG,Citrus canker,Citrus canker,train,val,D,272.515543,,
pair_c3cb84bb443ffef39066,dataset/train/Algal leaf spot/2025_12_21_IMG (114).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (115).JPG,Algal leaf spot,Algal leaf spot,train,val,D,272.454125,,
pair_de13f84fe62dff698fe3,dataset/train/Algal leaf spot/2025_12_21_IMG (208).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (205).JPG,Algal leaf spot,Algal leaf spot,train,val,D,272.398168,,
pair_04adf0b89aed07ecefb4,dataset/train/Black spot/2025_12_20_IMG (307).JPG,dataset/val/Black spot/2025_12_20_IMG (309).JPG,Black spot,Black spot,train,val,D,272.247356,,
pair_1e7bc1fe33e832211b00,dataset/train/Citrus canker/2025_12_21_IMG (433).JPG,dataset/val/Citrus canker/2025_12_21_IMG (434).JPG,Citrus canker,Citrus canker,train,val,D,272.153736,,
pair_bec1466d986494e1682e,dataset/train/Citrus pest/2025_12_20_IMG (337).JPG,dataset/val/Citrus pest/2025_12_20_IMG (339).JPG,Citrus pest,Citrus pest,train,val,D,272.068724,,
pair_d0f152a2d611bac53243,dataset/train/Black spot/2025_12_20_IMG (13).JPG,dataset/val/Black spot/2025_12_20_IMG (15).JPG,Black spot,Black spot,train,val,D,271.904916,,
pair_161f0f7912a0db961723,dataset/train/Citrus canker/2025_12_21_IMG (390).JPG,dataset/val/Citrus canker/2025_12_21_IMG (391).JPG,Citrus canker,Citrus canker,train,val,D,271.80428,,
pair_b25bb1921eda8582dbe0,dataset/train/Black spot/2025_12_20_IMG (147).JPG,dataset/val/Black spot/2025_12_20_IMG (148).JPG,Black spot,Black spot,train,val,D,271.709161,,
pair_097b33178a68d48b5a6c,dataset/train/Black spot/2025_12_20_IMG (299).JPG,dataset/val/Black spot/2025_12_20_IMG (300).JPG,Black spot,Black spot,train,val,D,271.614541,,
pair_c82034006a0ff2e307e7,dataset/train/Citrus canker/2025_12_21_IMG (521).JPG,dataset/val/Citrus canker/2025_12_21_IMG (520).JPG,Citrus canker,Citrus canker,train,val,D,271.430218,,
pair_51a914a21e1297461475,dataset/train/Healthy leaf/2025_11_21_IMG (116).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (114).JPG,Healthy leaf,Healthy leaf,train,val,D,271.386524,,
pair_c66f31952b551a1f2132,dataset/train/Greening/2025_12_21_IMG (52).JPG,dataset/val/Greening/2025_12_21_IMG (51).JPG,Greening,Greening,train,val,D,271.340166,,
pair_55d63031f24795128606,dataset/train/Citrus canker/2025_12_21_IMG (341).JPG,dataset/val/Citrus canker/2025_12_21_IMG (340).JPG,Citrus canker,Citrus canker,train,val,D,271.112904,,
pair_b72b662a3160b22340b9,dataset/train/Black spot/2025_12_20_IMG (42).JPG,dataset/val/Black spot/2025_12_20_IMG (41).JPG,Black spot,Black spot,train,val,D,271.052012,,
pair_0ed6f55ebb552d1ff2a5,dataset/train/Healthy leaf/2025_11_21_IMG (179).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (180).JPG,Healthy leaf,Healthy leaf,train,val,D,270.886147,,
pair_45e3d628dcb606a457a2,dataset/train/Healthy leaf/2025_11_21_IMG (181).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (180).JPG,Healthy leaf,Healthy leaf,train,val,D,270.771285,,
pair_4ece0a39165306a5def2,dataset/train/Black spot/2025_12_20_IMG (286).JPG,dataset/val/Black spot/2025_12_20_IMG (285).JPG,Black spot,Black spot,train,val,D,270.693276,,
pair_4751c37ed5d475f64ee9,dataset/train/Citrus pest/2025_12_20_IMG (319).JPG,dataset/val/Citrus pest/2025_12_20_IMG (318).JPG,Citrus pest,Citrus pest,train,val,D,270.689611,,
pair_75f39fbc17aa0858419c,dataset/train/Citrus pest/2025_12_20_IMG (365).JPG,dataset/val/Citrus pest/2025_12_20_IMG (366).JPG,Citrus pest,Citrus pest,train,val,D,270.638888,,
pair_7c615ff4d5c5d5924034,dataset/train/Greening/2025_12_21_IMG (283).JPG,dataset/val/Greening/2025_12_21_IMG (284).JPG,Greening,Greening,train,val,D,270.504296,,
