source_group_id,class,group_size,new_split,group_reason
source_726404ac5aa8a420fa56908c327b0a121152657fbeb78af2dea023124393b3a9,Healthy leaf,1,train,singleton_no_enforced_relationship
source_727f00ca997aea67f713686c16eea0587aebee40695724bf2dda1353bd475596,Citrus canker,1,val,singleton_no_enforced_relationship
source_7288d3ec4481c313718f9b1c7f8e589dc8a4e6018d7a3730aed844705f651ca1,Citrus canker,1,train,singleton_no_enforced_relationship
source_72a7feba244d487410837f7e797918b4c7a1ac2e433b7d8536c8ed9071a67e94,Black spot,1,test,singleton_no_enforced_relationship
source_72b8fc568d9e9a35feae0f5eddf4657e8fe4e7ee7261197fdacbedb474b32a2c,Greening,1,test,singleton_no_enforced_relationship
source_72d500d22ac1d235bf6b4cda4ed756555840394a1f315e54d31f3e02f1dec4d0,Healthy leaf,1,train,singleton_no_enforced_relationship
source_730c20aec315a0582da87274efb1f22a58116faae81a83269bf61f4bb3c8dec4,Greening,1,train,singleton_no_enforced_relationship
source_7318d172294d199e6c348a1822a03e5ee2a2bfff5d633dd9289b32b9dca096dd,Black spot,1,train,singleton_no_enforced_relationship
source_7333d09a9d18618f4377bec30c52b22e02fb3378c1eb31c47b2afdb79547c83b,Greening,1,test,singleton_no_enforced_relationship
source_7340bfdbffff3796c265b2023ef48d440fc806f5c5184d070c120e90139c78e8,Citrus canker,1,train,singleton_no_enforced_relationship
source_7361860948abea851044bfabf59d40b32b31dd4afdaf71a6aea686f8f4b09c47,Citrus canker,1,train,singleton_no_enforced_relationship
source_7372b86f27782ed391133792fb271d6759767bcb6e06ee8edc24ff699d994907,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_73be6e31e2e71572654317ba18ce24345673cdf2a70c33e116f2bb349bef80f3,Citrus canker,1,val,singleton_no_enforced_relationship
source_73dc660af9f15c2edca4f16babbf3a4acf3df78c753008e685eb7426f424969f,Healthy leaf,1,train,singleton_no_enforced_relationship
source_742338416704b74c7d494a5b8a39390a6224e29d8bc899fb6a2cd96de364ada3,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_745bdeff14ad8c9f18d1e78eb0bea4f02e08bfddc1afacb14fe636a04731f324,Citrus pest,1,test,singleton_no_enforced_relationship
source_74824294ae546823e4e98dcfa3b6b0a992806c5d00512cb1c09067e84d3f8717,Greening,1,val,singleton_no_enforced_relationship
source_748e66eb7345414a10e2e42c11a7e98f55aec75506f571b408001e3b3597a466,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_74bec6cfde139a055ea1bb4f8480c757cf6e5beb717d75f36f9016c823305c1b,Citrus pest,1,test,singleton_no_enforced_relationship
source_74d2ddbad03edf127a74bf8697a49e1a87bb442300da34d283b2f36f0f97bfe5,Citrus canker,1,train,singleton_no_enforced_relationship
source_74f3a61e170b40cf6aecfeb35e3d29f33f16a58e9dfc27469bff01d3b1077b06,Black spot,1,train,singleton_no_enforced_relationship
source_759500554a9ffb9cd1f4e63258262f1627d186e8ffa49e30a06395cae3eb8351,Algal leaf spot,1,val,singleton_no_enforced_relationship
source_75b97be91670d4da2ecf163f6f4507dc44178af7404d068b8a3dfffdc340de89,Citrus canker,1,train,singleton_no_enforced_relationship
source_75c8f7be8ab61ce6886bb3a4f3eb594d0a15a0da563bcec530f2550101b07df5,Citrus canker,1,train,singleton_no_enforced_relationship
source_761c98bc8e4255ec240c006a9e732ec8108a54ccf4290aa02b81bca0509fd520,Citrus pest,1,train,singleton_no_enforced_relationship
source_76406cf759e310d16db9ecc3e1784015ba84857e2fca236f09821d103329cc36,Citrus canker,1,train,singleton_no_enforced_relationship
source_7641aa92b74e26731e964152650105e942ef5d360a604e2df806b318fcd86c14,Healthy leaf,1,train,singleton_no_enforced_relationship
source_7649cfaba3c1fb7905063702198c7acbc53393a909cec84fc3341053f725b661,Citrus pest,1,train,singleton_no_enforced_relationship
source_767b49004334d9cee807d3953217fc9e906fddf4490da2233899e5a1d6c50a00,Citrus pest,1,test,singleton_no_enforced_relationship
source_767bcd966538d0ce2e970fe92915f20374edfcf012009c230ead407b272cacfd,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_76934538574499f847fbc3fe5ec26e0c9116fea8680f06b2c23d0cf698ed6c0b,Healthy leaf,1,train,singleton_no_enforced_relationship
source_76b263402ca811518e802bf2c028b41ab78eb78edb8638290bcb46dabbc95b1e,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_76d88835eee04dd5df2bacb5a8e91d21234c51ebf2b782005e516562ea9108ca,Citrus pest,1,val,singleton_no_enforced_relationship
source_76da98a8bb134e4f00f7ed9773042a1c4c7ada45176cf87b72e315305afabc21,Black spot,1,train,singleton_no_enforced_relationship
source_7716e536ca4f7c86aff284dd11aa465a6f6f9f8748df8d5580abcffb7cb4b4e9,Citrus pest,1,train,singleton_no_enforced_relationship
source_771a9e7757d24e13db30861db5cf80c4bff169d909d7f36dcf908a825a865eda,Healthy leaf,1,train,singleton_no_enforced_relationship
source_77200dc32c25f348f6a1eb7c2de0da045f4d7e5ae6c5459074d0ae3b93e206ee,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_773501918913d930058463e11caed26a81dbed9e1ec56e29a29502c4e9ab8442,Citrus canker,1,train,singleton_no_enforced_relationship
source_77428d758720dc7288823320b422226fec1aba62b28c31f50209ae7b22386313,Black spot,1,test,singleton_no_enforced_relationship
source_7744760223b88a1a8c19641cb1ef9cd2964797b45e62bb633d64d122844ee8d3,Healthy leaf,1,test,singleton_no_enforced_relationship
source_77701dc4828603a13d9d8c486207c1b438ebeb9f8a8886ceeb178f1314ec8bfc,Citrus canker,1,test,singleton_no_enforced_relationship
source_77735cd11eab4d9eea48ce01ff9cff17d39603b408da41877322ada34a593026,Citrus pest,1,val,singleton_no_enforced_relationship
source_77791bff6335f0e5e2da4ebea74158e8e29e4083462debf9cec6a9025950fb2e,Healthy leaf,1,train,singleton_no_enforced_relationship
source_77cb8726d326bf8399a1361d463cfdb6261f3faa6e524a79e29c0beb1a96d659,Citrus canker,1,train,singleton_no_enforced_relationship
source_77d3d1899e704726b6d7130d27c3c0c57895af479af1b339c6762fbed676fcc6,Citrus canker,1,train,singleton_no_enforced_relationship
source_77dbd823143396bd2e97312615458f5c5fe516090dc5ff75705e8c58121b7562,Greening,1,train,singleton_no_enforced_relationship
source_77dc1c9a37ba04612edd86de4d5ddc797dee7ffb9f0ae1f5681a0d24ba06c77a,Healthy leaf,1,train,singleton_no_enforced_relationship
source_77dfcd7492794fda6d2c3abe725b3d06d3618162f4c8d591be76ebf4d0352a49,Citrus canker,1,train,singleton_no_enforced_relationship
source_77ee2747ef922bb8416a85998738eaa9574ecf3e5c3fa63e321414adf8b5293e,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_78112a0ee4572bc023cef397f915e3639b2f70f2862e9adea1ee6d12d141b90c,Citrus canker,1,train,singleton_no_enforced_relationship
source_7821a14f1f04b4361bd73395cf2bebdedaa4212e249820257c5e3d8a160bf840,Citrus pest,1,train,singleton_no_enforced_relationship
source_7849f8c326c2485eca169aba132bd3c005e0bdd748e98c05643c55e9e9fade00,Black spot,1,test,singleton_no_enforced_relationship
source_785f0fa9f0230db8e4d3d20eaeafba92474ad222262b153374a98299fb290a93,Black spot,1,train,singleton_no_enforced_relationship
source_78d6b03838aa2cef95742baf1fba7f5563b1bdb560159267017f7b566be8f3dc,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_79495e2bb67eb00e12fa8000fa3979f57856ef03815c7f0adbeafa0736ecfc6a,Healthy leaf,1,train,singleton_no_enforced_relationship
source_7962ed5ba6be42426e9988fae7fcecbd7c8047ad5ed67cf7d9b1bb3270f0c2a5,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_797d228b5ec517f2a64a46df07b1ab1d6fc701892e53ce96265afc4146057fed,Black spot,1,train,singleton_no_enforced_relationship
source_799ca128cf5b8440464ac55877bd198ed807b1362f50158ab9ea061b8465901b,Black spot,1,test,singleton_no_enforced_relationship
source_79cccf7a165fef0c54f71f42bb34d8c5e7179da47de9ea31de7fbbb542293e7c,Greening,1,train,singleton_no_enforced_relationship
source_7a13a6cdc17ce9cdbbdfb1bc9919836171269399ca77766af3000be66ce7a9b7,Citrus pest,1,train,singleton_no_enforced_relationship
source_7a505014e17bb323597a8fe505829829ac59aca5fe06b561e428f76dd01acc33,Citrus pest,1,train,singleton_no_enforced_relationship
source_7a580f2e132a08cacee0bd59987e2f2c100608d038f80a4c2193aaaf001f47ba,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_7a666550d50f180e655d72ec452b4dfbcae780055be3ddc371a6fba2f54ef582,Black spot,1,train,singleton_no_enforced_relationship
source_7a673114cb3261ebfa9e658d8550e09874558e383052b8ce2a283fbccd9bb579,Citrus canker,1,test,singleton_no_enforced_relationship
source_7a6af6be6ba99a5a022e25e06ed602bbcd3665374cbf51722eaff69def19a9ab,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_7a9fa7a385a64e435c5e483fffe491de57cbe71bc2cd2305bfa8504d3018507b,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_7aacdf6d7ceeb9ee0fac91c1a409c298ae9fb140b654baeb00579c446f60bcf6,Black spot,1,train,singleton_no_enforced_relationship
source_7ac360b9590fbf1fbcf065b8560a0d2f47cbe900ffcb30a6aee63f6dae2cef8a,Citrus canker,1,train,singleton_no_enforced_relationship
source_7ac728f99486975da8d5b34070dbada6f8aa6bec03ccb5472b2413b81c39c20a,Black spot,1,train,singleton_no_enforced_relationship
source_7ae1245f2d9cbd46acfbb9d0c6bdb217d4dad371fca17a5bdbdc57b188a8fab1,Algal leaf spot,1,val,singleton_no_enforced_relationship
source_7b1692943a9b95424b8dd19cb52462543da50f6636ca1686f1f3f0f38a580ae1,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_7b4b8bb212373d1dc118d9317cbd9c84d4612390e328bf1c5c3d63d039c24ece,Citrus pest,1,val,singleton_no_enforced_relationship
source_7b8ff57a6f47eaea3dc814f391ae1090c7c49ff0ba1ca9050159f89c6fa06fe7,Citrus canker,1,train,singleton_no_enforced_relationship
source_7b91a6a8b545efc15129ac29581b0ab8635033fdbdc569107d0bce934ffad71d,Citrus canker,1,val,singleton_no_enforced_relationship
source_7b975172bf6f5963e99e54570b59393289c02eba3db7b5dc78e57c120fbfb74c,Black spot,1,train,singleton_no_enforced_relationship
source_7ba95ef60f4c25b1722b7b0e3aba57149cddf349a3483af26fafd6d264bc6675,Citrus canker,1,train,singleton_no_enforced_relationship
source_7bc90807216a96866b7865b6460e2d1bc271333ff84d50e2474f3a4136271370,Healthy leaf,1,test,singleton_no_enforced_relationship
source_7bce4729b9fe79e42d20f6e95876ffb7c5a76fc6836765f5a0bd036456eeab44,Citrus pest,1,train,singleton_no_enforced_relationship
source_7c19b6f247650f5ed7fd1f46328111d87b2fc7cf27839e36cfe5e2140a1b7243,Black spot,1,train,singleton_no_enforced_relationship
source_7c2115e8e99b01bea5ed397ccca6e912db41be4c3e0e9dee2328db96d1b0cbd6,Healthy leaf,1,train,singleton_no_enforced_relationship
source_7c4ef04673fc33e8350b76deada88753fe5c804ef56d7146072842b0000170f9,Greening,1,train,singleton_no_enforced_relationship
source_7c54e26f80a71052594aadbbccfe5657c4e0ff9ff00973355f1ec09dc41d81c3,Citrus pest,1,test,singleton_no_enforced_relationship
source_7c8832c382586b40088730bea3d878c47a9fe32cf809c2cf959e75f1bd646439,Black spot,1,train,singleton_no_enforced_relationship
source_7c8a6eaea8b399cf5f44623693d78d1097fbf653ecf9ea9373ad62768b48beee,Black spot,1,val,singleton_no_enforced_relationship
source_7c8dc45c91f4eaf09b1d039e941cad93ba8375f6d21b37b041e89bfa1e66b2c5,Healthy leaf,1,test,singleton_no_enforced_relationship
source_7c905cefb265490f15910c3a1faadb32ed49f83ca258a1d7ec6b586415125eac,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_7c9d2f67f60f4cc4789759d71488a4c1ef9729d7d102df9a6787b36ddce45df2,Citrus pest,1,val,singleton_no_enforced_relationship
source_7caca3d3d5d4f00fc8572c77ca1b8ad74b12b199070bf486e1b32b969c428060,Citrus canker,1,test,singleton_no_enforced_relationship
source_7cc7c487ff50774ab791dbab55e1baea9bf3c1007b37db9dad195e3437cd2680,Citrus canker,1,train,singleton_no_enforced_relationship
source_7d0500c060729cb8979bc9373738d99b14cda146da9e8aa0f776f0933c7abeff,Healthy leaf,1,test,singleton_no_enforced_relationship
source_7d2b589bb2aa43c91f3cb7e59b556603e878f86b2a646ca464bcd96aaa43444e,Citrus canker,1,test,singleton_no_enforced_relationship
source_7d6a97f133365eadb5e5eedaf15c640ba35b30996aab2d8cd9d3321b7fe5a14f,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_7d6b014322ca4c51318946b5f52de239556a531bbf050b70145d555256365340,Greening,1,test,singleton_no_enforced_relationship
source_7d83f4c547bc4326b0dc41d8676081bec3f10c1c23b4175111bf46ae57559a8f,Citrus pest,1,val,singleton_no_enforced_relationship
source_7dc7c8c15ba46fc54acdf82f8adce3bd8c8e5c47604e7448da4af39f5fe613e0,Citrus canker,1,train,singleton_no_enforced_relationship
source_7e1144ecf77a477570b003280d6d3bf8d3dfb6373d87002c24c234ff4378dca7,Citrus pest,1,val,singleton_no_enforced_relationship
source_7e467bf87ddcbe58fc3a8773d836f7064f681aa46b85892d3f1a7481710af46a,Citrus pest,1,train,singleton_no_enforced_relationship
source_7e4ce64b773d3eafe9f17ea7360b7ec620059d9576a482d8ea340c04d7d98931,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_7e8c42999b60994f3ae2484f8069de356468c4384816f0839b5507022e03ce2b,Citrus pest,1,train,singleton_no_enforced_relationship
source_7ef2c545b668f3e4f8b78ddb3d0ff430fc09da347a33fff972f5a822ca8bb594,Greening,1,train,singleton_no_enforced_relationship
source_7efd42cf95ff5e9e349d7bad801758c8ecb759a912f9cc37afc77683530fa448,Citrus pest,1,train,singleton_no_enforced_relationship
source_7f176947791b5c93a98d5e8fb078fa695556b114e887000ced29afde82b6e5ec,Citrus canker,1,val,singleton_no_enforced_relationship
source_7f20061a0425889cbd4634ed2d9c0e1967046cf24d369ba76e22e0d3551a54d0,Citrus pest,1,train,singleton_no_enforced_relationship
source_7f68df64d30fdada45b215dcd7bd524ed105b21ac2ee045cc8af8fffa6b84ec0,Black spot,1,train,singleton_no_enforced_relationship
source_7f68f47b59796d095a88e0ec6e89a1f21b79523fb07e6f03c83a57a87b197460,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_7f9c660ae9dc7732bdf7ea5bb7b46c0c7cf916b24c58f717ea7aea5d4a8c5c0a,Citrus canker,1,train,singleton_no_enforced_relationship
source_8032d2a9d84c4661a171d00fa1540ffe286ec3c5169359d6882a3b2f48e86f7e,Citrus pest,1,train,singleton_no_enforced_relationship
source_8069ae7a3063447c059dc1651a2bbe420d80ba0d69f6659067aea65f52f0fdcc,Citrus canker,1,train,singleton_no_enforced_relationship
source_80713aca34522c679c12c89ffe008bef67a6baaba3b16c30b7cd8bf271b7ae26,Citrus canker,1,test,singleton_no_enforced_relationship
source_808090bbc0207acd650c31056424482f6a2b274c12bb98d16a5b1d17a80732eb,Greening,1,val,singleton_no_enforced_relationship
source_80d53e3cd0773a94108cd821a3c8301264f2680a7156b0f883136ffcbb00ea73,Citrus canker,1,train,singleton_no_enforced_relationship
source_80f04a96c31801143e0e8c85469c1ff8c8f8d1bc8a34770058d490566af84246,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_80fcc751f440594a8a49e13dcd771476dddc0b220c1af04dc9d1f83662251f72,Greening,1,train,singleton_no_enforced_relationship
source_813253f10843a900c881258da7903715c10a75e589a27cf75afe42a30fbbc21f,Black spot,1,train,singleton_no_enforced_relationship
source_814e08252709497b7c86fe3c0d568ecf7262fdca0199813f75167a977c63fe63,Black spot,1,train,singleton_no_enforced_relationship
source_81e0964f7581b90ae209b079ec86faabde9b9959971f67a41627d08690cbe340,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_81f755fb78f104700f2db4d389faa4b757676bdd5a4193e8e9c5686b77576b1d,Healthy leaf,1,train,singleton_no_enforced_relationship
source_81fb991edcf39cb9ffacb0f024e822da2bbdf9387737bcac401c986d443acca6,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_8243a8d20844b362d170b6f3a82589ef62caad8c6111066f4ec8a73ec232af36,Black spot,1,train,singleton_no_enforced_relationship
source_826ddce26d34a59d047876742d5bf09bef69f56ad43e33810ad5a647c52a3724,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_82982f2dbbe61a51548e2b27c025636d2288c649f47ba459263c90d91db2235b,Citrus canker,1,train,singleton_no_enforced_relationship
source_829cc3f576c7a7c8bdbbede3c17a102eb41e338fcbaf606ec858ff45c1f2d023,Black spot,1,test,singleton_no_enforced_relationship
source_829f62b13323515f5d7f0edaf270873cf6528ca25224e1bc04f65add22d475a6,Citrus pest,1,train,singleton_no_enforced_relationship
source_82be12ca7ac5ebdfcddc2285e4a46d4692b72d08b13d9909e51807c6e81a0b6c,Healthy leaf,1,train,singleton_no_enforced_relationship
source_82dff3fe74098c23cec123069ada85d863b75fdb1039b31a77b50a9e3f90064d,Healthy leaf,1,val,singleton_no_enforced_relationship
source_82e9dd88f7677f5af01c10470357661e7feee6f245a48b22c05ec9981c773214,Greening,1,train,singleton_no_enforced_relationship
source_83040fd0741876c6836b79d7b2c2d5d58fe1e0adb2c9232c7a325d83fb903e15,Healthy leaf,1,val,singleton_no_enforced_relationship
source_83072c2f31f9851f55ae8d563e9ac70c2df395124a0907c11244f294ec144abd,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_8326b6be1ecbae3cbdc1a99e7399865e74646b7384edb7f5a339047f07d8eab9,Citrus pest,1,train,singleton_no_enforced_relationship
source_832c3f274e562a61505a7d21a57f073d32b83368496d2b9ddfa9eae563fcf5c8,Black spot,1,train,singleton_no_enforced_relationship
source_8377e6e4c595bb39d986d4ca4d2f061e9dde4d8b8b1b94be988051b65f8e8281,Citrus pest,1,test,singleton_no_enforced_relationship
source_83cc22b44a81183e4ec67198738fe04a708c24b30d8fac287026f782ee36097f,Greening,1,train,singleton_no_enforced_relationship
source_83eca8cb45abac754b6782b78a6deefba1279b03b7efbfd8ff3a5117342a6e07,Healthy leaf,1,train,singleton_no_enforced_relationship
source_840050b98e5c4a503ea682404d37ac37e81537c39a21476ebfc561b2497a9eb9,Citrus pest,1,train,singleton_no_enforced_relationship
source_840321788c19fc2a6ac7246f5256b8af02dd5e9c8ad1261b3a7305628aaaf85f,Citrus canker,1,test,singleton_no_enforced_relationship
source_8439e207c414e9ba18b1f63201d915b1629d05b929ba7ccb4cf22db3e9933aee,Algal leaf spot,1,test,singleton_no_enforced_relationship
source_8469d10cfbfe802576c6f25e13a7ef33aa62bb6616ab0860193ef752b4dc339a,Citrus pest,1,train,singleton_no_enforced_relationship
source_8480cc5913a8a9594306898a1e9a3d0414a9beebe96add5901e553aa67d7a789,Greening,1,train,singleton_no_enforced_relationship
source_8499588fc821673f2446ffa2b53ae1d1263a4b8b40d32cc16d6aa6ba3788b311,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_84a13deb488cbce0032380278d8157fb3b7cff7bcb6a05e7292b64a5d31f5013,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_85227346943a2bc8c2dac5c0c22e92d69accab65c08144366cfcdb7cf4dbffc6,Citrus pest,1,train,singleton_no_enforced_relationship
source_85b763f627821220579d40f2e86e98ff4b3011109ab50de3815477202666550b,Healthy leaf,1,test,singleton_no_enforced_relationship
source_85bb7101633f9742c14afeea67b3f7212d88bae73c90ac477340c8bc40f7d7b7,Citrus canker,1,train,singleton_no_enforced_relationship
source_85fd810023f8ad02ba4de2e4f6531a2b702e9592675caad0113aef4bb86c7806,Healthy leaf,1,train,singleton_no_enforced_relationship
source_8655a16b8230d137a648bd7e5ac5b79f44b7878ab50b0ec27bde27e73d2b6dfe,Greening,1,train,singleton_no_enforced_relationship
source_8674d1bae95e6b34e4d14d0727099656be2b3690eaa7de2170abee389956fd8a,Citrus pest,1,train,singleton_no_enforced_relationship
source_867b8d3e7bb5dee600f5a2bf18db612c54e439ff0764d8f4be7ce071b8537684,Black spot,1,train,singleton_no_enforced_relationship
source_87008824528799a645ea7c2290b606916711277546f7a7137e43edad9565d8ea,Citrus pest,1,train,singleton_no_enforced_relationship
source_87099e03d45433d8e7a3c1c2db5a51e1d2c37a37907c8cfffd29bb3ceee77fbd,Healthy leaf,1,train,singleton_no_enforced_relationship
source_8711bc0985a0b825c9751859df5b97dc275ea9bfc64bd9bec15c08ff73ac61dd,Citrus pest,1,train,singleton_no_enforced_relationship
source_872365bbaf52b88ce9ddbdccfdcbffd297ef2affdd0564ec3ed4538daa4e16ea,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_872b96fc1d20ea6f88674266ad46228dbfde37c4038ca115c665b5740a19e82c,Greening,1,val,singleton_no_enforced_relationship
source_87751357cc77a05dd4ecbaa14b2018efeed1fc39ced71eea9f39f58d88d555f8,Black spot,1,train,singleton_no_enforced_relationship
source_879bb372ef5d5b734e932577dce657d9e97b9d91baf26f3cc12afe53ae547a60,Black spot,1,train,singleton_no_enforced_relationship
source_87a08465a49467a59ded5cb349e84bebfc656f82810823e249c4f5cdc3ec9e33,Citrus pest,1,test,singleton_no_enforced_relationship
source_87a0b8eff6c040dec93f2eadc207e7a9b60212d1177174a95cdef10762e6e188,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_87b684c03b3d2cf6bdb6212d8c8dadd6bd24d5b04cd2c6f478657e7dd4666cc7,Citrus pest,1,train,singleton_no_enforced_relationship
source_87d5bde76d3f7d923cf51553e7f3e816d5ad4c2ab637a78bcb1c0a5931ea9c73,Greening,1,train,singleton_no_enforced_relationship
source_87dda044bf417ea1d6f9765636b8267e4a5517e186af56e8cabcca90d44db6c6,Citrus canker,1,train,singleton_no_enforced_relationship
source_87e2c74f1621f780434008db7df15e0b420f37265417a9fb792f00531958c3b8,Greening,1,val,singleton_no_enforced_relationship
source_87e9fa07067d06faa0ed3a6cf56071b8c58e7b8a772c70cb53600a7fc7c16cbf,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_88299106e1ff38b02f7737e94577758b5e3196a6808c0047d178a58c86044e00,Healthy leaf,1,train,singleton_no_enforced_relationship
source_882aa79fa211018eabbe877e503924c3a137c9892153dc5ff024a6fd5ff86021,Healthy leaf,1,train,singleton_no_enforced_relationship
source_887e430f127ee75dade346010dbfcdd054c5d6ffb21432b93a0dc2e03ac88089,Greening,1,train,singleton_no_enforced_relationship
source_8882eb893d44db5dfed34e49cea5c8675ace79a9d52b66307d09fd0b2f3d1156,Greening,1,test,singleton_no_enforced_relationship
source_889961cc07b35e95285393b04f5f263ceca1e78b54ea6f047abbf39fca215809,Greening,1,train,singleton_no_enforced_relationship
source_890ae56017b68955446f06e3c33165c619f04e293de8055ebd19095010402445,Black spot,1,val,singleton_no_enforced_relationship
source_891a976ee9822a4144e18a6721d293a37106417b27bf16e7840be06740a3ae2a,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_891c0264cce162e694e52e5b8308bd7292902427d8368d34de0d4352554c3ae3,Citrus pest,1,train,singleton_no_enforced_relationship
source_892b57edcd510068d10f54076533fdfebd0c2064f42169e2ed58e104180a4836,Black spot,1,train,singleton_no_enforced_relationship
source_8946cf70a59a54aed062aef46910198917877279a9a9c1b239f2e2dd0802c84a,Greening,1,train,singleton_no_enforced_relationship
source_8a020faef997a5c52e43ee1cc08cd4ead4ee8d56df5f346f27265ec2788c0048,Greening,1,train,singleton_no_enforced_relationship
source_8a132609ae4d415dde15c5f87ed55c15410dbcc1e90e05789c9dac9eb7e89bb5,Algal leaf spot,1,test,singleton_no_enforced_relationship
source_8a3023d95cfefac8df62614701bdfcc45007f97e6cb56b42455393b679497b62,Black spot,1,train,singleton_no_enforced_relationship
source_8a5deaa9e06bf3e88ae2a306e77c611ad6cee73d0b9f3d03522e2c372bc93f8f,Greening,1,val,singleton_no_enforced_relationship
source_8a7564b0b4ae9752e9bbb001351d215884b0a3091c84200017b48b75bf0ad73b,Healthy leaf,1,train,singleton_no_enforced_relationship
source_8aa1c9d4af55d6722eb5b6af2efd60d065369e6c0172d60c6e5cf7b0a9a8e464,Citrus pest,1,train,singleton_no_enforced_relationship
source_8afa9fb5344f6bcd6f94f1dc9be7ad54736e1009d92507a7cabbfeecb20598e1,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_8b7f588fe1582de3e467f7190d2b4f67f5686370763fde5a6bd989b982a705ca,Greening,1,val,singleton_no_enforced_relationship
source_8bb1d2a17d6efd70d20b40fd671f6cc29bde086429149e8483d99b7738257f1e,Healthy leaf,1,train,singleton_no_enforced_relationship
source_8bca4ba5da101cd19b50a9ee869bf31bbc05dad43b71d02cb7e03af8d9d953ff,Greening,1,train,singleton_no_enforced_relationship
source_8bd2fd8cc609c6db1e2d9ec0ef80ed10731da6268ad708b5655e71f8503fb18d,Citrus canker,1,train,singleton_no_enforced_relationship
source_8c042eabe2b50c163c9fe058b1f16e62933fba15eb3f65c89575a9434760ed6c,Greening,1,train,singleton_no_enforced_relationship
source_8c51add521ab4932098a4f4ce584309664500f4fb6418ac63fc04209a8c32f2a,Greening,1,train,singleton_no_enforced_relationship
source_8c7f98b8fa45223dea5808df9b4d1143f2e337e9477973afb5410c2155747ec6,Citrus canker,1,train,singleton_no_enforced_relationship
source_8cb8e18f3613efc6972d27d449ddc4a95c9ccdc65dfcf09200ff103cd88a8f83,Algal leaf spot,1,test,singleton_no_enforced_relationship
source_8ce49f26b74eebe265acbe099e38a1c747ef973990e67aa4db62ea2d503b74a3,Citrus pest,1,train,singleton_no_enforced_relationship
source_8ce9edf53fba1bb184e5e5067e64e642243e6ac305b81d52b1184b3e3e527df3,Greening,1,val,singleton_no_enforced_relationship
source_8cf80b1c739b16d17eb11b13a66b4cb11fcc35d290b6135ba674594b4d385e8f,Algal leaf spot,1,val,singleton_no_enforced_relationship
source_8d095fb267d6647c7e296c212742b730b07ef59e13727ba7df99143a31f55533,Algal leaf spot,1,train,singleton_no_enforced_relationship
source_8d490a0555ef62ad3176b409c4a5878b3a70300a06351c909bc3252072a0f193,Healthy leaf,1,val,singleton_no_enforced_relationship
source_8d61831d7ade1c02f88c0bd374576db1597c5cf5c3ae4fc481915ccff17b08a1,Healthy leaf,1,val,singleton_no_enforced_relationship
source_8d9feb7b07f3fa5df96e5916b81b863f8bc868f74cd7cff2ed1090ed24fb2aa3,Algal leaf spot,1,val,singleton_no_enforced_relationship
source_8dcf42cf476b38ea49f5b4e8ac73670c726d92ce69ac047f06802284fc332b5c,Black spot,1,train,singleton_no_enforced_relationship
source_8e0538f1c4592ef8d51442598a0404cb000c2842b5a39fff8c1ce8bb933dd1d0,Citrus canker,1,train,singleton_no_enforced_relationship
source_8e2bd2251bf2e863b352699ee186b55f6436a0781337662653f613117e88bb82,Healthy leaf,1,train,singleton_no_enforced_relationship
source_8e4581092ada09dff8f66b3e6ede698afd952e12da73e6528e358ec927a8b0ac,Citrus canker,1,val,singleton_no_enforced_relationship
source_8e568b796b4d22f16e9c3f14d7c5886940d7a532c93682c2fa208f3442c2c11d,Algal leaf spot,1,val,singleton_no_enforced_relationship
source_8e7782d3ae6cb8544d7c2935ba08cb81976b7ea6cbd803d9a832d2ad54fda656,Citrus pest,1,train,singleton_no_enforced_relationship
source_8e7fc6248b812eeff2885bdf599f0274cda75dead974fa6b902f58f8114b41e3,Greening,1,train,singleton_no_enforced_relationship
source_8e990d5a9aabaf772acd6b02ef25b1608b6690ffdd89dd77f52d8195b532286f,Healthy leaf,1,val,singleton_no_enforced_relationship
