filepath_a,filepath_b,sources,is_audit_near_candidate,is_filename_neighbor,existing_dhash_distance,dhash_distance,phash_a,phash_b,phash_distance,normalized_pixel_mae,color_histogram_intersection,category,category_label,review_status,filename_a,class_a,split_a,sha256_a,filename_b,class_b,split_b,sha256_b,cross_split,split_combination,class_comparison,same_class_date,filename_number_gap,saved_decision,new_split_a,new_split_b
dataset/train/Black spot/2025_12_20_IMG (192).JPG,dataset/val/Black spot/2025_12_20_IMG (191).JPG,audit_near_candidate|filename_neighbor,True,True,5.0,5,3d929099cb498dcd,3d939093d3498bc9,8,0.0345968008041381,0.9310709635416666,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (192).JPG,Black spot,train,6fc3ec8ec757cd12d1650a44b4a471fd4a046851fd0150b47ee011f78173c47b,2025_12_20_IMG (191).JPG,Black spot,val,b164904769c250f68cbac08327b6b40f2b4c86e1feb2c5edf36d7404a0b28511,True,train-val,Black spot,True,1.0,,val,train
dataset/train/Black spot/2025_12_20_IMG (204).JPG,dataset/train/Black spot/2025_12_20_IMG (205).JPG,filename_neighbor,False,True,,0,344c83f1cf87cc1c,346c83f1ce87cc1c,2,0.0097745610401034,0.9666341145833334,C,probable near duplicate,requires human verification,2025_12_20_IMG (204).JPG,Black spot,train,76107aa48e9dc9c91c6e870809079ef0c43a1224e8ac631fff3299ee56796bcf,2025_12_20_IMG (205).JPG,Black spot,train,fb4c3718ef7c2276d81af864a16141858c6bf3ae482e4a548bf369a56d365d69,False,train,Black spot,True,1.0,,test,train
dataset/train/Black spot/2025_12_20_IMG (208).JPG,dataset/train/Black spot/2025_12_20_IMG (209).JPG,filename_neighbor,False,True,,22,65cdc6b49893991a,70e4c7b69c91981b,12,0.0790134742856025,0.7696940104166666,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (208).JPG,Black spot,train,5b1d648dc4f25174b859a88dc7f3140142bdc2886b919aa9236a6da4a7af6e1c,2025_12_20_IMG (209).JPG,Black spot,train,875e76ea656761531a237a4e985329b50a886c85009d6c4c4e88508182e08542,False,train,Black spot,True,1.0,,val,train
dataset/train/Black spot/2025_12_20_IMG (21).JPG,dataset/train/Black spot/2025_12_20_IMG (22).JPG,filename_neighbor,False,True,,8,61ec96c3989e8d19,61ec96c7989a8d19,2,0.0192357283085584,0.9778645833333334,C,probable near duplicate,requires human verification,2025_12_20_IMG (21).JPG,Black spot,train,b6de34df42df5656a825b9d0e4eaddfbd3c2edc20ca7c593d2a72cdbd81a5d85,2025_12_20_IMG (22).JPG,Black spot,train,aeb7d0e5fa456db388d038a8a861162be9088468296039b629ba08487f105adc,False,train,Black spot,True,1.0,,val,train
dataset/train/Black spot/2025_12_20_IMG (212).JPG,dataset/train/Black spot/2025_12_20_IMG (213).JPG,filename_neighbor,False,True,,6,246dcf929c983371,606dcf969c9a3311,6,0.0251790359616279,0.8662109375,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (212).JPG,Black spot,train,5c3826a67bbca2f822482d0c8cf396a86d57483fef6dd095e6ed6c234291c5a5,2025_12_20_IMG (213).JPG,Black spot,train,f4f665bfcc140c0854aa07c9b0be23691743797e3644723baf2f5974de1483fb,False,train,Black spot,True,1.0,,test,train
dataset/train/Black spot/2025_12_20_IMG (229).JPG,dataset/train/Black spot/2025_12_20_IMG (230).JPG,filename_neighbor,False,True,,9,61cc9eb23467654c,61cc9eb224676ccc,4,0.0200463384389877,0.8888346354166666,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (229).JPG,Black spot,train,43af3944539472859104a0eb561905dd87cb7f24503c035458531299b329d35c,2025_12_20_IMG (230).JPG,Black spot,train,fbd83f56fa102337d68c1955bbff4c16a0200c9fac0a5395fe5e16f4312cc10f,False,train,Black spot,True,1.0,,train,test
dataset/train/Black spot/2025_12_20_IMG (24).JPG,dataset/train/Black spot/2025_12_20_IMG (25).JPG,filename_neighbor,False,True,,2,62cf96b499939883,62ef96b49892988b,4,0.0119405509904026,0.9576009114583334,C,probable near duplicate,requires human verification,2025_12_20_IMG (24).JPG,Black spot,train,7a7d683b5fe0402a65d6f81c1fc0a965c86f3bc521d4390e597b84aac7f2b961,2025_12_20_IMG (25).JPG,Black spot,train,43eb8bbfa85185ea679a0504915b9d82244d27ed5e62757f801c84193acc75a0,False,train,Black spot,True,1.0,,test,train
dataset/train/Black spot/2025_12_20_IMG (24).JPG,dataset/val/Black spot/2025_12_20_IMG (196).JPG,audit_near_candidate,True,False,5.0,5,62cf96b499939883,62ef96b499929883,2,0.030900863930583,0.8316243489583334,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (24).JPG,Black spot,train,7a7d683b5fe0402a65d6f81c1fc0a965c86f3bc521d4390e597b84aac7f2b961,2025_12_20_IMG (196).JPG,Black spot,val,c8f93be10828d2f1a96083fc0dae564f756eabbaa418f31ade59144fd10f23fd,True,train-val,Black spot,True,172.0,,test,train
dataset/train/Black spot/2025_12_20_IMG (242).JPG,dataset/train/Black spot/2025_12_20_IMG (243).JPG,filename_neighbor,False,True,,13,35c3da9cd82cc136,37c3d20ec83cc933,10,0.0456258952617645,0.9454752604166666,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (242).JPG,Black spot,train,872c0f84c376840853a18df61df81286080b28bce22640dc3c23c9e9d27a736c,2025_12_20_IMG (243).JPG,Black spot,train,e37d29fb8bb810231648f13f7013849714c029cf5a25f191d3386fa4d2addc0f,False,train,Black spot,True,1.0,,val,train
dataset/train/Black spot/2025_12_20_IMG (248).JPG,dataset/train/Black spot/2025_12_20_IMG (249).JPG,filename_neighbor,False,True,,3,706cc3b68e919c99,30e4c3b28e9998db,8,0.0281039383262395,0.8942057291666666,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (248).JPG,Black spot,train,9d45486936121441565b779efc96194c31a04861de6cba7fe657f88af491b41e,2025_12_20_IMG (249).JPG,Black spot,train,8b89dcf8d83f755d91d706c214ba9046628508e990fe75544787660bf71f8fc0,False,train,Black spot,True,1.0,,test,train
dataset/train/Black spot/2025_12_20_IMG (250).JPG,dataset/train/Black spot/2025_12_20_IMG (251).JPG,filename_neighbor,False,True,,11,30c7c39e8939cb31,30c6c39e8c39c979,6,0.0299239810556173,0.9330240885416666,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (250).JPG,Black spot,train,5bfe6c63e08214c64613d3c90d3d477462be878286968637fc7324ba4d185a77,2025_12_20_IMG (251).JPG,Black spot,train,76ecf4b146423fe66e4da32f98973213544e4cf169e810242ac03a5838aa6d50,False,train,Black spot,True,1.0,,val,train
dataset/train/Black spot/2025_12_20_IMG (252).JPG,dataset/train/Black spot/2025_12_20_IMG (253).JPG,filename_neighbor,False,True,,1,30cf9b9e98338631,30cf8b9e9c31c631,4,0.0102255037054419,0.96337890625,C,probable near duplicate,requires human verification,2025_12_20_IMG (252).JPG,Black spot,train,6a605a9f590ac2492d5820027640b17051bf3b32d6d9775b55fdd150773e0ee3,2025_12_20_IMG (253).JPG,Black spot,train,e1d650f053865efc8e94d3a8edddb7e6d661f286028c44d9f4893d4235679738,False,train,Black spot,True,1.0,,val,train
dataset/train/Black spot/2025_12_20_IMG (269).JPG,dataset/train/Black spot/2025_12_20_IMG (270).JPG,filename_neighbor,False,True,,4,3016cf6d4c3630bb,3116cf6d4c36303b,2,0.0075926142744719,0.9747721354166666,C,probable near duplicate,requires human verification,2025_12_20_IMG (269).JPG,Black spot,train,a57fa8f95d2053c2cea8d53441f233af1371eb9696bc97b491ae1abf456654f5,2025_12_20_IMG (270).JPG,Black spot,train,54af682e98257fbea9c1657e83eb2c8dc114c61878dd3060a2187b5728223906,False,train,Black spot,True,1.0,,val,train
dataset/train/Black spot/2025_12_20_IMG (270).JPG,dataset/train/Black spot/2025_12_20_IMG (271).JPG,filename_neighbor,False,True,,2,3116cf6d4c36303b,3116cf6d4c36303b,0,0.0106933591887354,0.9771321614583334,C,probable near duplicate,requires human verification,2025_12_20_IMG (270).JPG,Black spot,train,54af682e98257fbea9c1657e83eb2c8dc114c61878dd3060a2187b5728223906,2025_12_20_IMG (271).JPG,Black spot,train,e4b18ed4e25193d1192322623ba162dde2391d314a8f742e59c4317eeecc15d3,False,train,Black spot,True,1.0,,train,test
dataset/train/Black spot/2025_12_20_IMG (275).JPG,dataset/val/Black spot/2025_12_20_IMG (276).JPG,audit_near_candidate|filename_neighbor,True,True,6.0,6,33c6cd5bcc595844,33c6cd59cc595862,4,0.0245972480624914,0.9619954427083334,C,probable near duplicate,requires human verification,2025_12_20_IMG (275).JPG,Black spot,train,9ba14e32836be7ed910a23b151ec490f87e7092cd7d2925781cf4bde6d9313e0,2025_12_20_IMG (276).JPG,Black spot,val,d770bf8bd676e902022f140b894bb4aa716e35e995f376fedb28c910af79f399,True,train-val,Black spot,True,1.0,,train,test
dataset/train/Black spot/2025_12_20_IMG (277).JPG,dataset/val/Black spot/2025_12_20_IMG (278).JPG,audit_near_candidate|filename_neighbor,True,True,4.0,4,343dc3c36d0f7230,3439c3c36d0f7630,2,0.0144770592451095,0.9235026041666666,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (277).JPG,Black spot,train,3332719f84a85235aab9cc40d4dcf317ce5ab402a10f9693452f5c5e0a6b782d,2025_12_20_IMG (278).JPG,Black spot,val,c52abbdec870e7aceb6d9123ec3bf7ecb0d91440c92714deb727fe7b5b256f1e,True,train-val,Black spot,True,1.0,,train,val
dataset/train/Black spot/2025_12_20_IMG (279).JPG,dataset/train/Black spot/2025_12_20_IMG (280).JPG,filename_neighbor,False,True,,3,33d9cd49cc4ecc22,33d9cd49cc4ecc22,0,0.0143924877047538,0.9659830729166666,C,probable near duplicate,requires human verification,2025_12_20_IMG (279).JPG,Black spot,train,ed7cc99c1ad807ca31578f4e729e7c588f0b160c6451e75b3027e040d5c9727c,2025_12_20_IMG (280).JPG,Black spot,train,95a2752175f3442b56c921ca65746020d5fdbd0a1089459d21cb203d6abcabc7,False,train,Black spot,True,1.0,,train,val
dataset/train/Black spot/2025_12_20_IMG (283).JPG,dataset/train/Black spot/2025_12_20_IMG (284).JPG,filename_neighbor,False,True,,6,3d71d2960f4b7034,7d61d2962f4a7025,6,0.0229916628450155,0.9415690104166666,C,probable near duplicate,requires human verification,2025_12_20_IMG (283).JPG,Black spot,train,8c62b9545d4147e819056c53af7c3fe93500cec2d1dfac771c6465e3ece23d7a,2025_12_20_IMG (284).JPG,Black spot,train,f440365688c2fa20aed353a453ee9d053420616f5c275a870699ffa6567e973b,False,train,Black spot,True,1.0,,train,val
dataset/train/Black spot/2025_12_20_IMG (299).JPG,dataset/val/Black spot/2025_12_20_IMG (300).JPG,audit_near_candidate|filename_neighbor,True,True,5.0,5,356cc3b28e931cc9,216c93f28e933cc9,6,0.027299391105771,0.9309895833333334,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (299).JPG,Black spot,train,25a99eee4b9599a9b8aeb94cf424da60ac106f66cb220e70f1cd63471cf6eba9,2025_12_20_IMG (300).JPG,Black spot,val,e0900791982b33b6996ccb3f31dbbac7c62908bc54e9411c45aa60ce9a34961a,True,train-val,Black spot,True,1.0,,train,test
dataset/train/Black spot/2025_12_20_IMG (3).JPG,dataset/train/Black spot/2025_12_20_IMG (4).JPG,filename_neighbor,False,True,,3,7f3ac0690fb4311a,7f3ac06b0fa4311a,2,0.0126815885305404,0.9315592447916666,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (3).JPG,Black spot,train,100e4ea180fd0ad35aa9b94363caec2168c793b1ec52690f0b8341c4814fc754,2025_12_20_IMG (4).JPG,Black spot,train,ef7ef5ba7ffb586040d33c1a2a2dc5089cfc1246ac4bbc36518b66140443a9cc,False,train,Black spot,True,1.0,,train,test
dataset/train/Black spot/2025_12_20_IMG (303).JPG,dataset/train/Black spot/2025_12_20_IMG (304).JPG,filename_neighbor,False,True,,2,61649ef2989b29c9,71648bf38c9b28c9,8,0.0205805748701095,0.9451497395833334,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (303).JPG,Black spot,train,e32ed2a991ef5f3cf75048a2c4c6d922b2bca79c5d19323bf7d4c2c656e35728,2025_12_20_IMG (304).JPG,Black spot,train,cf1d305d07601baf7a522cc5622e3567a1da788395f0c90a5c1fa4bdc3eeb811,False,train,Black spot,True,1.0,,val,test
dataset/train/Black spot/2025_12_20_IMG (307).JPG,dataset/val/Black spot/2025_12_20_IMG (308).JPG,audit_near_candidate|filename_neighbor,True,True,3.0,3,71ecc3934cdb3064,71eccb934cd93064,2,0.0112741896882653,0.9181315104166666,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (307).JPG,Black spot,train,2c2cb8e37acba40e7741196905f24f12c74c1e46be9719e3e6dc61c3a82b132f,2025_12_20_IMG (308).JPG,Black spot,val,2604a993fa59c34299598387414d4bdcec13ac6516a7cff853d19de52f8cd506,True,train-val,Black spot,True,1.0,,val,train
dataset/train/Black spot/2025_12_20_IMG (307).JPG,dataset/val/Black spot/2025_12_20_IMG (309).JPG,audit_near_candidate,True,False,5.0,5,71ecc3934cdb3064,71eccb934cd93064,2,0.020164418965578,0.8920084635416666,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (307).JPG,Black spot,train,2c2cb8e37acba40e7741196905f24f12c74c1e46be9719e3e6dc61c3a82b132f,2025_12_20_IMG (309).JPG,Black spot,val,6a44ebb691f83f989c9c884171ff0ed83bda8bc9d50a38e20be479f341dcd72f,True,train-val,Black spot,True,2.0,,val,train
dataset/train/Black spot/2025_12_20_IMG (314).JPG,dataset/train/Black spot/2025_12_20_IMG (315).JPG,filename_neighbor,False,True,,4,616c97b48e921c9b,716c93b4ce920c9b,4,0.0219835098832845,0.9388834635416666,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (314).JPG,Black spot,train,06043455cdca74d739e30e66062b60baa8ac67914e6fd70b2c5366b5267fc42b,2025_12_20_IMG (315).JPG,Black spot,train,6270d2415926a61c1844c53d930c353c3008c5e97d7660742fbc2b48183572cf,False,train,Black spot,True,1.0,,train,test
dataset/train/Black spot/2025_12_20_IMG (321).JPG,dataset/train/Black spot/2025_12_20_IMG (322).JPG,filename_neighbor,False,True,,3,7da6d04b0f3458d2,7da2d04b0f345ad2,2,0.0130648734048008,0.94921875,C,probable near duplicate,requires human verification,2025_12_20_IMG (321).JPG,Black spot,train,2ab78d58b7ecbf97fc12f8f0f3759b494c235495a6d62c634c8775742be7b6fc,2025_12_20_IMG (322).JPG,Black spot,train,64a3951b0045d96a9653c28617a09b83f2fc688076f08b842dfc20be09771905,False,train,Black spot,True,1.0,,val,train
dataset/train/Black spot/2025_12_20_IMG (324).JPG,dataset/train/Black spot/2025_12_20_IMG (325).JPG,filename_neighbor,False,True,,4,74c2c36d6c92a3c9,74cac36d6c9281cb,4,0.023000918328762,0.9264322916666666,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (324).JPG,Black spot,train,f01c110daba7be0a801e0dc486842e17caccaa8d5a0f604ac859a373d80aef5c,2025_12_20_IMG (325).JPG,Black spot,train,db6ee31a8168ad5c3620118a64e176b5483ab488f98774bb15378f4378f680f0,False,train,Black spot,True,1.0,,val,train
dataset/train/Black spot/2025_12_20_IMG (38).JPG,dataset/train/Black spot/2025_12_20_IMG (39).JPG,filename_neighbor,False,True,,6,30c9cf341c73318f,30c9cf340c7331cf,2,0.0149860857054591,0.9431966145833334,C,probable near duplicate,requires human verification,2025_12_20_IMG (38).JPG,Black spot,train,6cd1daec0c63b6083762917f3a7103b5cf7e0affc7c480b5104ff8e3fde4ef46,2025_12_20_IMG (39).JPG,Black spot,train,a8e688e0f54e82d71615ec0cdea75014f26fa2bccc235877a9fe3ecbf55923bd,False,train,Black spot,True,1.0,,train,test
dataset/train/Black spot/2025_12_20_IMG (39).JPG,dataset/train/Black spot/2025_12_20_IMG (40).JPG,filename_neighbor,False,True,,4,30c9cf340c7331cf,32c9cf340c73318f,2,0.007507084403187,0.9597981770833334,C,probable near duplicate,requires human verification,2025_12_20_IMG (39).JPG,Black spot,train,a8e688e0f54e82d71615ec0cdea75014f26fa2bccc235877a9fe3ecbf55923bd,2025_12_20_IMG (40).JPG,Black spot,train,e91a1aa956609538a4084015176c63319b182133b924a7ee9605ccb6f11ceaf8,False,train,Black spot,True,1.0,,test,train
dataset/train/Black spot/2025_12_20_IMG (42).JPG,dataset/val/Black spot/2025_12_20_IMG (41).JPG,audit_near_candidate|filename_neighbor,True,True,4.0,4,34e4c3938fcd384c,347cc1930fcd784c,6,0.0310712829232215,0.9078776041666666,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (42).JPG,Black spot,train,546f5f71f8e3f242ba2ccb909ea822d5240d3d63171f305b21d910205015f1d4,2025_12_20_IMG (41).JPG,Black spot,val,f7c3867c7ad84f1203eb2b510d099adccdaacf1b5598516f84cfb27850c001a3,True,train-val,Black spot,True,1.0,,train,test
dataset/train/Black spot/2025_12_20_IMG (43).JPG,dataset/val/Black spot/2025_12_20_IMG (44).JPG,filename_neighbor,False,True,,11,2e3ed5e04282cb1f,2e3ed4e002836b3f,6,0.045376006513834,0.897705078125,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (43).JPG,Black spot,train,8d6f87ab9133e8a5f45d21155a8e643316c7a9d0bad8ea992e9deef04a693e94,2025_12_20_IMG (44).JPG,Black spot,val,b8a8a2b77f52d9eea2ee5d50371662b66d79968371259c6b7d8c6204c9195e39,True,train-val,Black spot,True,1.0,,train,test
dataset/train/Black spot/2025_12_20_IMG (5).JPG,dataset/train/Black spot/2025_12_20_IMG (6).JPG,filename_neighbor,False,True,,2,7a91857a1ae53196,7a95857a1ae16196,4,0.0196068864315748,0.9459635416666666,C,probable near duplicate,requires human verification,2025_12_20_IMG (5).JPG,Black spot,train,78ef88b2ecec9c17b34d7b0b2a044cfe7101836d8c8c8869c007ace02e571e92,2025_12_20_IMG (6).JPG,Black spot,train,a6a73c46dac92c9cded72bcfcffbbe03baaf346711e7305787433e8442c3a747,False,train,Black spot,True,1.0,,val,test
dataset/train/Black spot/2025_12_20_IMG (50).JPG,dataset/train/Black spot/2025_12_20_IMG (51).JPG,filename_neighbor,False,True,,0,283fc5d07a1f25e0,283fc5d07a1f25e0,0,0.0081383399665355,0.9742838541666666,C,probable near duplicate,requires human verification,2025_12_20_IMG (50).JPG,Black spot,train,70e5771b1a9d179fb3e5e93dfd16366fc0fcf3365436348bb1eae9f80e0bd0cb,2025_12_20_IMG (51).JPG,Black spot,train,438e638426b9645a2f2048dbd5c8731761a412e4c46cfb41c8f0d96d5618bbcb,False,train,Black spot,True,1.0,,train,val
dataset/train/Black spot/2025_12_20_IMG (54).JPG,dataset/val/Black spot/2025_12_20_IMG (55).JPG,filename_neighbor,False,True,,7,7ebdc0d0cac3c8c4,3a1dc0f0cac3d8ce,8,0.0338631011545658,0.9440104166666666,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (54).JPG,Black spot,train,998b3822376c8809c6ffdc3963d0ef10d636e3673d4d913c498915f630b70cca,2025_12_20_IMG (55).JPG,Black spot,val,32bebc0901b529cf563d99b8883ac475ec00eafd294fd8de3c86ac4fc222ad1c,True,train-val,Black spot,True,1.0,,val,train
dataset/train/Black spot/2025_12_20_IMG (58).JPG,dataset/train/Black spot/2025_12_20_IMG (59).JPG,filename_neighbor,False,True,,0,60338793963b9a63,60338793963b9a63,0,0.0090379901230335,0.9701334635416666,C,probable near duplicate,requires human verification,2025_12_20_IMG (58).JPG,Black spot,train,6b2664917b46686e74e7b7d477088983ad7a990e38c20c18d995e43f0f96b001,2025_12_20_IMG (59).JPG,Black spot,train,7feba1a20a8009e575a8e151fd7362277cd8bee0ad68b566449768667e786edd,False,train,Black spot,True,1.0,,val,test
dataset/train/Black spot/2025_12_20_IMG (6).JPG,dataset/val/Black spot/2025_12_20_IMG (7).JPG,audit_near_candidate|filename_neighbor,True,True,0.0,0,7a95857a1ae16196,7a95857a1ae52196,2,0.0067855138331651,0.9423828125,C,probable near duplicate,requires human verification,2025_12_20_IMG (6).JPG,Black spot,train,a6a73c46dac92c9cded72bcfcffbbe03baaf346711e7305787433e8442c3a747,2025_12_20_IMG (7).JPG,Black spot,val,ac730777c1d7120ecf1b10c9eff7e8134c10ea25f3b0478a4d8ce89b8f70948a,True,train-val,Black spot,True,1.0,,test,val
dataset/train/Citrus canker/2025_12_21_IMG (208).JPG,dataset/val/Black spot/2025_12_20_IMG (145).JPG,audit_near_candidate,True,False,0.0,0,2a95d57a8f65340a,2a95d57a8f65340a,0,0.0314245708286762,0.927001953125,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (208).JPG,Citrus canker,train,358fad59f381819cca1076bdaf55e482aa7a34ce2ab3db5f65e00e235babd90a,2025_12_20_IMG (145).JPG,Black spot,val,f751170374792bccb48a353d9b0d756af574b2ef4e89628577e57425ae36ab42,True,train-val,Black spot <> Citrus canker,False,63.0,,test,train
dataset/train/Citrus canker/2025_12_21_IMG (331).JPG,dataset/train/Citrus canker/2025_12_21_IMG (332).JPG,filename_neighbor,False,True,,19,2a85d57e8b413596,2ab5d57a0aa33456,12,0.0835870504379272,0.6385904947916666,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (331).JPG,Citrus canker,train,b6becc9cbff81e92a8dacd41c13020a62f985de538552fa9bab39c760e216d9f,2025_12_21_IMG (332).JPG,Citrus canker,train,e62014100f5feb68df7da2225963d88ff9203d2ca519bc279718b5961edfd855,False,train,Citrus canker,True,1.0,,test,train
dataset/train/Citrus canker/2025_12_21_IMG (346).JPG,dataset/train/Citrus canker/2025_12_21_IMG (347).JPG,filename_neighbor,False,True,,2,6296a7c6963a9459,6296a7c6963a9651,2,0.0106320856139063,0.9798177083333334,C,probable near duplicate,requires human verification,2025_12_21_IMG (346).JPG,Citrus canker,train,919e996938e939393a494af53ce64220c7a016e48a92f4d8a52f72c3b958c63c,2025_12_21_IMG (347).JPG,Citrus canker,train,c59b2d82d2dd5affc521e439749aaffe156ca30575f629719575d10613a0c845,False,train,Citrus canker,True,1.0,,test,train
dataset/train/Citrus canker/2025_12_21_IMG (359).JPG,dataset/train/Citrus canker/2025_12_21_IMG (360).JPG,filename_neighbor,False,True,,4,7a08a0bd8fd09c57,7e08a0bd87d09e53,4,0.0206929128617048,0.97412109375,C,probable near duplicate,requires human verification,2025_12_21_IMG (359).JPG,Citrus canker,train,3be49b70a1a6d9dc1e2e3cb7de7b1f0138a430ca9e669c9c49edfcbf1ff70917,2025_12_21_IMG (360).JPG,Citrus canker,train,b8d580170c1d8472a6785ac2225c87f8872ee19ddeb22b0c5417d908404f8d89,False,train,Citrus canker,True,1.0,,val,train
dataset/train/Citrus canker/2025_12_21_IMG (370).JPG,dataset/train/Citrus canker/2025_12_21_IMG (371).JPG,filename_neighbor,False,True,,4,68efc7a48cb48c91,686fc7a4cc348c99,4,0.0238600373268127,0.9736328125,C,probable near duplicate,requires human verification,2025_12_21_IMG (370).JPG,Citrus canker,train,eb3e096d4781be219d78977033e6fffdcdb3e82bba40afab90b04dd2d34790dd,2025_12_21_IMG (371).JPG,Citrus canker,train,7f567ff2046d4ffc77b7388909986d2f9e9ad08b181f2dd0c149f0c4ccaf8cb0,False,train,Citrus canker,True,1.0,,train,val
dataset/train/Citrus canker/2025_12_21_IMG (372).JPG,dataset/train/Citrus canker/2025_12_21_IMG (373).JPG,filename_neighbor,False,True,,5,3c9ac0c98fc9c64d,3c9ac0c98fc9c6c5,2,0.0228375196456909,0.9602864583333334,C,probable near duplicate,requires human verification,2025_12_21_IMG (372).JPG,Citrus canker,train,ceb0d31b23d45fe8d91a5f2159179d6ddd493dda56b5e0339922dbe3ae381ccb,2025_12_21_IMG (373).JPG,Citrus canker,train,e1f6f9139bdcd37b48c8f752300cc8bd65f3d074fc22a07237cb1d38e034e858,False,train,Citrus canker,True,1.0,,train,val
dataset/train/Citrus canker/2025_12_21_IMG (389).JPG,dataset/val/Citrus canker/2025_12_21_IMG (391).JPG,audit_near_candidate,True,False,3.0,3,6be0878d9c8c9c9c,6ae2c7ad9cc4cc84,10,0.0347330719232559,0.9361165364583334,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (389).JPG,Citrus canker,train,b506c83ecad173ff4de9854c2ecbd0ba880cc7e949156b467222945b37764bf5,2025_12_21_IMG (391).JPG,Citrus canker,val,dbf35decfa3aaa24496233eff2a8643bd84884234fea1c4dbaeaedfb2d7f2548,True,train-val,Citrus canker,True,2.0,,train,val
dataset/train/Citrus canker/2025_12_21_IMG (390).JPG,dataset/val/Citrus canker/2025_12_21_IMG (391).JPG,audit_near_candidate|filename_neighbor,True,True,3.0,3,6be2878d9c8c9c94,6ae2c7ad9cc4cc84,8,0.027639590203762,0.955810546875,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (390).JPG,Citrus canker,train,8c033768ceeba27229770e41831826e1fc68340906e56562263ffcbd31f490cf,2025_12_21_IMG (391).JPG,Citrus canker,val,dbf35decfa3aaa24496233eff2a8643bd84884234fea1c4dbaeaedfb2d7f2548,True,train-val,Citrus canker,True,1.0,,train,val
dataset/train/Citrus canker/2025_12_21_IMG (392).JPG,dataset/val/Citrus canker/2025_12_21_IMG (391).JPG,audit_near_candidate|filename_neighbor,True,True,2.0,2,6ae2c72ddccccc04,6ae2c7ad9cc4cc84,4,0.0133243324235081,0.9613444010416666,C,probable near duplicate,requires human verification,2025_12_21_IMG (392).JPG,Citrus canker,train,d959305592459ab0992427c53a1e3c0e9f6fbb70d64d53c56712917667f90703,2025_12_21_IMG (391).JPG,Citrus canker,val,dbf35decfa3aaa24496233eff2a8643bd84884234fea1c4dbaeaedfb2d7f2548,True,train-val,Citrus canker,True,1.0,,train,val
dataset/train/Citrus canker/2025_12_21_IMG (393).JPG,dataset/train/Citrus canker/2025_12_21_IMG (394).JPG,filename_neighbor,False,True,,1,65b296d3ca89894d,65b296d3cc8988cd,4,0.0233714375644922,0.9635416666666666,C,probable near duplicate,requires human verification,2025_12_21_IMG (393).JPG,Citrus canker,train,bb934780de05d49249b79effe1900bff26c1bb7283eff1a97c8027c1a28b3d6c,2025_12_21_IMG (394).JPG,Citrus canker,train,23ee8eaaeb64a6dbfdfe965729cb50cb8fd0aaa98da8799deaa291806934cd51,False,train,Citrus canker,True,1.0,,test,train
dataset/train/Citrus canker/2025_12_21_IMG (399).JPG,dataset/train/Citrus canker/2025_12_21_IMG (400).JPG,filename_neighbor,False,True,,0,7abd95709a729841,7abd95709a719841,2,0.0140857966616749,0.9766438802083334,C,probable near duplicate,requires human verification,2025_12_21_IMG (399).JPG,Citrus canker,train,26a62a4220be7ead6e16ea6df3d8b5a95296010ec1c2cd8c921faae204026e84,2025_12_21_IMG (400).JPG,Citrus canker,train,179c285f3d9f7f57652bc6fd3174f6b4681901f4486be0ef9f3960ca6db79912,False,train,Citrus canker,True,1.0,,val,train
dataset/train/Citrus canker/2025_12_21_IMG (401).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (246).JPG,audit_near_candidate,True,False,6.0,6,34c4c38fcb1ccd38,36c4d39ec958cc98,10,0.0910609364509582,0.4775390625,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (401).JPG,Citrus canker,train,22b4d3631742391004d63c021d8fa6dddc3b75a1ffc50c85878ee27becb2fc76,2025_11_21_IMG (246).JPG,Healthy leaf,val,34d566bdacafda2d418b4f3e1d9d1da46c60281c6321d9ce55784228cfb710ca,True,train-val,Citrus canker <> Healthy leaf,False,155.0,,train,test
